,state,year,quarter,district,count,amount,registeredUsers,appOpens,date,hdi,population
10115,Jharkhand,2018,3,palamu district,166304,405648506.51824975,59382,0,2018-01-01,0.599,40100376
10116,Jharkhand,2018,3,latehar district,44859,121527383.17373994,14871,0,2018-01-01,0.599,40100376
10117,Jharkhand,2018,3,west singhbhum district,79053,112805093.1913876,29036,0,2018-01-01,0.599,40100376
10118,Jharkhand,2018,3,pakur district,40103,53635968.332766,12107,0,2018-01-01,0.599,40100376
10119,Jharkhand,2018,3,lohardaga district,29529,51299901.60382438,10207,0,2018-01-01,0.599,40100376
10120,Jharkhand,2018,3,sahebganj district,63020,126227082.25502507,21878,0,2018-01-01,0.599,40100376
10121,Jharkhand,2018,3,giridih district,334079,457115389.3922781,80440,0,2018-01-01,0.599,40100376
10122,Jharkhand,2018,3,bokaro district,1606672,1103642100.617909,167183,0,2018-01-01,0.599,40100376
10123,Jharkhand,2018,2,ramgarh district,120655,173725383.96619216,51846,0,2018-01-01,0.599,40100376
10124,Jharkhand,2018,2,ranchi district,501072,820976014.2247977,216019,0,2018-01-01,0.599,40100376
10125,Jharkhand,2018,2,east singhbhum district,323829,467008622.29054534,142493,0,2018-01-01,0.599,40100376
10126,Jharkhand,2018,2,jamtara district,33336,65954452.967897445,15754,0,2018-01-01,0.599,40100376
10127,Jharkhand,2018,2,dumka district,52730,62513760.31002599,22385,0,2018-01-01,0.599,40100376
10128,Jharkhand,2018,2,koderma district,78447,157457238.23045406,28998,0,2018-01-01,0.599,40100376
10129,Jharkhand,2018,2,hazaribagh district,214298,371520189.2845477,78856,0,2018-01-01,0.599,40100376
10130,Jharkhand,2018,2,simdega district,9842,19536971.86893055,4315,0,2018-01-01,0.599,40100376
10131,Jharkhand,2018,2,garhwa district,80546,248149219.75080514,22429,0,2018-01-01,0.599,40100376
10132,Jharkhand,2018,2,saraikela kharsawan district,117686,128312051.58743985,43186,0,2018-01-01,0.599,40100376
10133,Jharkhand,2018,2,gumla district,18470,30300849.443379648,9302,0,2018-01-01,0.599,40100376
10134,Jharkhand,2018,2,chatra district,42721,103935683.23963837,17229,0,2018-01-01,0.599,40100376
10135,Jharkhand,2018,2,khunti district,14808,24028506.190518655,5835,0,2018-01-01,0.599,40100376
10136,Jharkhand,2018,2,dhanbad district,520547,503649314.08955395,181348,0,2018-01-01,0.599,40100376
10137,Jharkhand,2018,2,godda district,55790,94877071.5958207,23746,0,2018-01-01,0.599,40100376
10138,Jharkhand,2018,2,deoghar district,96438,148363954.84218916,50575,0,2018-01-01,0.599,40100376
10139,Jharkhand,2018,2,palamu district,131021,325976624.8230643,45659,0,2018-01-01,0.599,40100376
10140,Jharkhand,2018,2,latehar district,31244,78012578.84608759,11032,0,2018-01-01,0.599,40100376
10141,Jharkhand,2018,2,west singhbhum district,49609,69912382.99671319,22297,0,2018-01-01,0.599,40100376
10142,Jharkhand,2018,2,pakur district,24613,32269216.251769222,9475,0,2018-01-01,0.599,40100376
10143,Jharkhand,2018,2,lohardaga district,20959,31539375.169917487,7702,0,2018-01-01,0.599,40100376
10144,Jharkhand,2018,2,sahebganj district,44517,97661893.23262924,17195,0,2018-01-01,0.599,40100376
10145,Jharkhand,2018,2,giridih district,172783,267172044.8851918,63248,0,2018-01-01,0.599,40100376
10146,Jharkhand,2018,2,bokaro district,396119,398722258.97476417,139675,0,2018-01-01,0.599,40100376
10147,Jharkhand,2018,1,ramgarh district,97459,85844869.66475454,37875,0,2018-01-01,0.599,40100376
10148,Jharkhand,2018,1,ranchi district,356622,434234048.4962647,159444,0,2018-01-01,0.599,40100376
10149,Jharkhand,2018,1,east singhbhum district,220276,257229540.65490007,103016,0,2018-01-01,0.599,40100376
10150,Jharkhand,2018,1,jamtara district,21925,37530176.98115201,10659,0,2018-01-01,0.599,40100376
10151,Jharkhand,2018,1,dumka district,37867,33366389.64390042,16027,0,2018-01-01,0.599,40100376
10152,Jharkhand,2018,1,koderma district,58922,76001334.68492848,21423,0,2018-01-01,0.599,40100376
10153,Jharkhand,2018,1,hazaribagh district,150709,171297280.2361688,56421,0,2018-01-01,0.599,40100376
10154,Jharkhand,2018,1,simdega district,6739,9328083.907140622,2983,0,2018-01-01,0.599,40100376
10155,Jharkhand,2018,1,garhwa district,47858,105426064.77369875,14981,0,2018-01-01,0.599,40100376
10156,Jharkhand,2018,1,saraikela kharsawan district,83449,74573902.81878725,31177,0,2018-01-01,0.599,40100376
10157,Jharkhand,2018,1,gumla district,12079,15422722.31229529,6616,0,2018-01-01,0.599,40100376
10158,Jharkhand,2018,1,chatra district,28364,48808252.9144469,11805,0,2018-01-01,0.599,40100376
10159,Jharkhand,2018,1,khunti district,10377,12238451.413852565,4037,0,2018-01-01,0.599,40100376
10160,Jharkhand,2018,1,dhanbad district,340878,271973005.2993548,130195,0,2018-01-01,0.599,40100376
10161,Jharkhand,2018,1,godda district,36994,36033979.36832302,16608,0,2018-01-01,0.599,40100376
10162,Jharkhand,2018,1,deoghar district,70058,91100585.73781538,35229,0,2018-01-01,0.599,40100376
10163,Jharkhand,2018,1,palamu district,84608,128141542.2688809,31788,0,2018-01-01,0.599,40100376
10164,Jharkhand,2018,1,latehar district,20416,35121829.70128228,7580,0,2018-01-01,0.599,40100376
10165,Jharkhand,2018,1,west singhbhum district,34197,38008802.03968498,15529,0,2018-01-01,0.599,40100376
10166,Jharkhand,2018,1,pakur district,17321,10639883.904580789,6846,0,2018-01-01,0.599,40100376
10167,Jharkhand,2018,1,lohardaga district,15716,16349311.325518148,5431,0,2018-01-01,0.599,40100376
10168,Jharkhand,2018,1,sahebganj district,30741,44038697.06983768,12479,0,2018-01-01,0.599,40100376
10169,Jharkhand,2018,1,giridih district,131905,131409945.94483337,45940,0,2018-01-01,0.599,40100376
10170,Jharkhand,2018,1,bokaro district,263441,210067688.75698972,101673,0,2018-01-01,0.599,40100376
10171,Jharkhand,2018,4,ramgarh district,245189,412829670.89178383,78772,0,2018-01-01,0.599,40100376
10172,Jharkhand,2018,4,ranchi district,997887,1817673935.7006779,326599,0,2018-01-01,0.599,40100376
10173,Jharkhand,2018,4,east singhbhum district,616640,990453488.2225387,217406,0,2018-01-01,0.599,40100376
10174,Jharkhand,2018,4,jamtara district,69899,88236099.31173173,26309,0,2018-01-01,0.599,40100376
10175,Jharkhand,2018,4,dumka district,108716,130199956.43032046,36099,0,2018-01-01,0.599,40100376
10176,Jharkhand,2018,4,koderma district,145018,347563723.9094753,45333,0,2018-01-01,0.599,40100376
10177,Jharkhand,2018,4,hazaribagh district,454790,843013094.1120856,126167,0,2018-01-01,0.599,40100376
10178,Jharkhand,2018,4,simdega district,19546,44876911.67864157,7712,0,2018-01-01,0.599,40100376
10179,Jharkhand,2018,4,garhwa district,150200,498426272.61469066,40041,0,2018-01-01,0.599,40100376
10180,Jharkhand,2018,4,saraikela kharsawan district,242853,296733243.1740029,68611,0,2018-01-01,0.599,40100376
10181,Jharkhand,2018,4,gumla district,35436,74139877.45931,15753,0,2018-01-01,0.599,40100376
10182,Jharkhand,2018,4,chatra district,99556,275373551.3442755,30596,0,2018-01-01,0.599,40100376
10183,Jharkhand,2018,4,khunti district,27189,58660541.43013879,10206,0,2018-01-01,0.599,40100376
10184,Jharkhand,2018,4,dhanbad district,1062585,1128043527.8329782,268439,0,2018-01-01,0.599,40100376
10185,Jharkhand,2018,4,godda district,111530,195266208.56380132,38887,0,2018-01-01,0.599,40100376
10186,Jharkhand,2018,4,deoghar district,152383,236116834.01685223,80669,0,2018-01-01,0.599,40100376
10187,Jharkhand,2018,4,palamu district,234378,620094977.5658048,77478,0,2018-01-01,0.599,40100376
10188,Jharkhand,2018,4,latehar district,69590,215459501.83440596,19320,0,2018-01-01,0.599,40100376
10189,Jharkhand,2018,4,west singhbhum district,94778,161602065.21757331,37405,0,2018-01-01,0.599,40100376
10190,Jharkhand,2018,4,pakur district,58677,76373283.19081725,15419,0,2018-01-01,0.599,40100376
10191,Jharkhand,2018,4,lohardaga district,35604,81171963.13151148,13230,0,2018-01-01,0.599,40100376
10192,Jharkhand,2018,4,sahebganj district,88654,175686520.1584292,28138,0,2018-01-01,0.599,40100376
10193,Jharkhand,2018,4,giridih district,364032,575695972.035529,103118,0,2018-01-01,0.599,40100376
10194,Jharkhand,2018,4,bokaro district,798913,898225421.2948879,202242,0,2018-01-01,0.599,40100376
10195,Jharkhand,2020,3,ramgarh district,1222166,1969854247.423759,182149,4719920,2020-01-01,0.599,40100376
10196,Jharkhand,2020,3,ranchi district,6079407,12343755027.43895,722352,14371567,2020-01-01,0.599,40100376
10197,Jharkhand,2020,3,east singhbhum district,2722454,4116728544.957738,476881,9601377,2020-01-01,0.599,40100376
10198,Jharkhand,2020,3,jamtara district,167054,337059955.068951,82584,1071457,2020-01-01,0.599,40100376
10199,Jharkhand,2020,3,dumka district,329425,648063334.9878433,88903,1564610,2020-01-01,0.599,40100376
10200,Jharkhand,2020,3,koderma district,670438,1354273356.911725,103523,2918884,2020-01-01,0.599,40100376
10201,Jharkhand,2020,3,hazaribagh district,2043474,3943736117.757715,306623,8188515,2020-01-01,0.599,40100376
10202,Jharkhand,2020,3,simdega district,114037,257055553.20793328,24233,453592,2020-01-01,0.599,40100376
10203,Jharkhand,2020,3,garhwa district,691808,1995620748.670542,112486,3145878,2020-01-01,0.599,40100376
10204,Jharkhand,2020,3,saraikela kharsawan district,813102,1185068471.0752506,150480,3088081,2020-01-01,0.599,40100376
10205,Jharkhand,2020,3,gumla district,211669,453944247.74527246,46938,854422,2020-01-01,0.599,40100376
10206,Jharkhand,2020,3,chatra district,553055,1310278826.408379,86445,2422661,2020-01-01,0.599,40100376
10207,Jharkhand,2020,3,khunti district,259453,653803866.6006848,28530,538438,2020-01-01,0.599,40100376
10208,Jharkhand,2020,3,dhanbad district,2897219,4328813599.670497,564484,11502948,2020-01-01,0.599,40100376
10209,Jharkhand,2020,3,godda district,419522,946721454.8104622,98410,2166338,2020-01-01,0.599,40100376
10210,Jharkhand,2020,3,deoghar district,696852,1245632763.5577192,238221,4346879,2020-01-01,0.599,40100376
10211,Jharkhand,2020,3,palamu district,1186565,3029928179.9686275,204809,5512618,2020-01-01,0.599,40100376
10212,Jharkhand,2020,3,latehar district,354462,979875803.5760496,54768,1507817,2020-01-01,0.599,40100376
10213,Jharkhand,2020,3,west singhbhum district,471912,884348327.5039041,98640,1895347,2020-01-01,0.599,40100376
10214,Jharkhand,2020,3,pakur district,177650,376632378.6947435,44056,835095,2020-01-01,0.599,40100376
10215,Jharkhand,2020,3,lohardaga district,195656,425384823.0010126,36103,759662,2020-01-01,0.599,40100376
10216,Jharkhand,2020,3,sahebganj district,298379,828597626.3482716,73039,1451892,2020-01-01,0.599,40100376
10217,Jharkhand,2020,3,giridih district,1577805,3133920203.0911756,242810,5878227,2020-01-01,0.599,40100376
10218,Jharkhand,2020,3,bokaro district,2914909,3873518361.5365276,412560,10522559,2020-01-01,0.599,40100376
10219,Jharkhand,2020,2,ramgarh district,881527,1300903967.457524,165378,3567510,2020-01-01,0.599,40100376
10220,Jharkhand,2020,2,ranchi district,4656822,10380666521.918905,658759,9561741,2020-01-01,0.599,40100376
10221,Jharkhand,2020,2,east singhbhum district,1939867,2840155683.786606,434360,6992818,2020-01-01,0.599,40100376
10222,Jharkhand,2020,2,jamtara district,161843,350691494.27817845,73046,1036231,2020-01-01,0.599,40100376
