,state,year,quarter,brand,count,percentage,date,hdi,population
3557,Haryana,2019,3,Realme,278941,0.04822838185316383,2019-01-01,0.708,28900667
3558,Haryana,2019,3,Apple,268393,0.04640465220500464,2019-01-01,0.708,28900667
3559,Haryana,2019,3,Motorola,129804,0.022442870994468643,2019-01-01,0.708,28900667
3560,Haryana,2019,3,OnePlus,123917,0.0214250196066498,2019-01-01,0.708,28900667
3561,Haryana,2019,3,Huawei,103942,0.017971379132438597,2019-01-01,0.708,28900667
3562,Haryana,2019,3,Lenovo,73965,0.012788411397999085,2019-01-01,0.708,28900667
3563,Haryana,2019,3,Others,496008,0.08575886379637301,2019-01-01,0.708,28900667
3564,Haryana,2019,2,Xiaomi,1301537,0.2513575626251683,2019-01-01,0.708,28900667
3565,Haryana,2019,2,Samsung,1060392,0.2047867625332414,2019-01-01,0.708,28900667
3566,Haryana,2019,2,Vivo,854882,0.16509792334150247,2019-01-01,0.708,28900667
3567,Haryana,2019,2,Oppo,615320,0.11883283797119754,2019-01-01,0.708,28900667
3568,Haryana,2019,2,Realme,244076,0.047136845479844654,2019-01-01,0.708,28900667
3569,Haryana,2019,2,Apple,243241,0.04697558724070737,2019-01-01,0.708,28900667
3570,Haryana,2019,2,Motorola,122500,0.023657645861456963,2019-01-01,0.708,28900667
3571,Haryana,2019,2,OnePlus,114507,0.022114008609451858,2019-01-01,0.708,28900667
3572,Haryana,2019,2,Huawei,92344,0.017833809383105158,2019-01-01,0.708,28900667
3573,Haryana,2019,2,Lenovo,72976,0.014093390729679047,2019-01-01,0.708,28900667
3574,Haryana,2019,2,Others,456255,0.08811362622464528,2019-01-01,0.708,28900667
3575,Haryana,2019,1,Xiaomi,1136307,0.25035587858993424,2019-01-01,0.708,28900667
3576,Haryana,2019,1,Samsung,934852,0.20597047612270028,2019-01-01,0.708,28900667
3577,Haryana,2019,1,Vivo,732478,0.16138259575783467,2019-01-01,0.708,28900667
3578,Haryana,2019,1,Oppo,527926,0.11631484938530663,2019-01-01,0.708,28900667
3579,Haryana,2019,1,Apple,216144,0.04762174396702893,2019-01-01,0.708,28900667
3580,Haryana,2019,1,Realme,213023,0.04693411228203607,2019-01-01,0.708,28900667
3581,Haryana,2019,1,Motorola,111982,0.02467233942610405,2019-01-01,0.708,28900667
3582,Haryana,2019,1,OnePlus,105006,0.023135358126997928,2019-01-01,0.708,28900667
3583,Haryana,2019,1,Huawei,80507,0.017737636675334952,2019-01-01,0.708,28900667
3584,Haryana,2019,1,Lenovo,67191,0.014803800239139837,2019-01-01,0.708,28900667
3585,Haryana,2019,1,Others,413351,0.09107120942758243,2019-01-01,0.708,28900667
3586,Haryana,2019,4,Xiaomi,1597800,0.2509628646269115,2019-01-01,0.708,28900667
3587,Haryana,2019,4,Samsung,1285177,0.20185987074265876,2019-01-01,0.708,28900667
3588,Haryana,2019,4,Vivo,1103105,0.1732622298061517,2019-01-01,0.708,28900667
3589,Haryana,2019,4,Oppo,785251,0.12333761447687248,2019-01-01,0.708,28900667
3590,Haryana,2019,4,Realme,319391,0.05016602847418568,2019-01-01,0.708,28900667
3591,Haryana,2019,4,Apple,288206,0.045267870423497086,2019-01-01,0.708,28900667
3592,Haryana,2019,4,Motorola,136766,0.021481529067195002,2019-01-01,0.708,28900667
3593,Haryana,2019,4,OnePlus,130817,0.020547132971522514,2019-01-01,0.708,28900667
3594,Haryana,2019,4,Huawei,113928,0.017894415597205386,2019-01-01,0.708,28900667
3595,Haryana,2019,4,Lenovo,76631,0.012036259406199056,2019-01-01,0.708,28900667
3596,Haryana,2019,4,Others,529607,0.08318418440760089,2019-01-01,0.708,28900667
3597,Haryana,2021,3,Xiaomi,2638176,0.2329446119744262,2021-01-01,0.708,28900667
3598,Haryana,2021,3,Vivo,2357220,0.20813687117097454,2021-01-01,0.708,28900667
3599,Haryana,2021,3,Samsung,2089070,0.18445986944669898,2021-01-01,0.708,28900667
3600,Haryana,2021,3,Oppo,1560205,0.13776235866203,2021-01-01,0.708,28900667
3601,Haryana,2021,3,Realme,781719,0.0690239124031287,2021-01-01,0.708,28900667
3602,Haryana,2021,3,Apple,467144,0.04124769454963632,2021-01-01,0.708,28900667
3603,Haryana,2021,3,OnePlus,210246,0.01856421743248942,2021-01-01,0.708,28900667
3604,Haryana,2021,3,Motorola,168742,0.014899513798089523,2021-01-01,0.708,28900667
3605,Haryana,2021,3,Huawei,153598,0.013562334927634818,2021-01-01,0.708,28900667
3606,Haryana,2021,3,Tecno,134477,0.011873996497763951,2021-01-01,0.708,28900667
3607,Haryana,2021,3,Others,764739,0.06752461913712758,2021-01-01,0.708,28900667
3608,Haryana,2021,2,Xiaomi,2505880,0.23796188515101807,2021-01-01,0.708,28900667
3609,Haryana,2021,2,Vivo,2114734,0.2008181114949451,2021-01-01,0.708,28900667
3610,Haryana,2021,2,Samsung,2016108,0.19145244798156685,2021-01-01,0.708,28900667
3611,Haryana,2021,2,Oppo,1416092,0.13447408569735003,2021-01-01,0.708,28900667
3612,Haryana,2021,2,Realme,673053,0.06391405840924073,2021-01-01,0.708,28900667
3613,Haryana,2021,2,Apple,434298,0.041241548197566064,2021-01-01,0.708,28900667
3614,Haryana,2021,2,OnePlus,181344,0.01722068099862173,2021-01-01,0.708,28900667
3615,Haryana,2021,2,Motorola,169562,0.01610184572684124,2021-01-01,0.708,28900667
3616,Haryana,2021,2,Huawei,154484,0.014670017664720527,2021-01-01,0.708,28900667
3617,Haryana,2021,2,Tecno,108879,0.010339302797164149,2021-01-01,0.708,28900667
3618,Haryana,2021,2,Others,756160,0.0718060158809655,2021-01-01,0.708,28900667
3619,Haryana,2021,1,Xiaomi,2382996,0.24247242927154872,2021-01-01,0.708,28900667
3620,Haryana,2021,1,Vivo,1922898,0.1956569584260328,2021-01-01,0.708,28900667
3621,Haryana,2021,1,Samsung,1913165,0.19466661511278344,2021-01-01,0.708,28900667
3622,Haryana,2021,1,Oppo,1300515,0.13232881270219848,2021-01-01,0.708,28900667
3623,Haryana,2021,1,Realme,577867,0.05879859441050763,2021-01-01,0.708,28900667
3624,Haryana,2021,1,Apple,401563,0.04085947106733327,2021-01-01,0.708,28900667
3625,Haryana,2021,1,Motorola,169504,0.017247215963117266,2021-01-01,0.708,28900667
3626,Haryana,2021,1,OnePlus,165335,0.016823015688491087,2021-01-01,0.708,28900667
3627,Haryana,2021,1,Huawei,157570,0.01603291851111707,2021-01-01,0.708,28900667
3628,Haryana,2021,1,Lenovo,92713,0.009433648371651945,2021-01-01,0.708,28900667
3629,Haryana,2021,1,Others,743779,0.07568032047521826,2021-01-01,0.708,28900667
3630,Haryana,2021,4,Xiaomi,2742821,0.2263718737823877,2021-01-01,0.708,28900667
3631,Haryana,2021,4,Vivo,2569078,0.21203242966023267,2021-01-01,0.708,28900667
3632,Haryana,2021,4,Samsung,2176063,0.1795959192300642,2021-01-01,0.708,28900667
3633,Haryana,2021,4,Oppo,1697572,0.14010486084236465,2021-01-01,0.708,28900667
3634,Haryana,2021,4,Realme,916660,0.07565424131628112,2021-01-01,0.708,28900667
3635,Haryana,2021,4,Apple,529430,0.04369518139776877,2021-01-01,0.708,28900667
3636,Haryana,2021,4,OnePlus,238331,0.019670053222733182,2021-01-01,0.708,28900667
3637,Haryana,2021,4,Motorola,170147,0.014042657252679603,2021-01-01,0.708,28900667
3638,Haryana,2021,4,Tecno,156987,0.012956529554599335,2021-01-01,0.708,28900667
3639,Haryana,2021,4,Huawei,147354,0.01216149398350456,2021-01-01,0.708,28900667
3640,Haryana,2021,4,Others,771996,0.06371475975738417,2021-01-01,0.708,28900667
3641,Haryana,2018,3,Xiaomi,751015,0.24864769477399998,2018-01-01,0.708,28900667
3642,Haryana,2018,3,Samsung,630157,0.208633762835229,2018-01-01,0.708,28900667
3643,Haryana,2018,3,Vivo,451732,0.14956042216952864,2018-01-01,0.708,28900667
3644,Haryana,2018,3,Oppo,328450,0.10874394698976757,2018-01-01,0.708,28900667
3645,Haryana,2018,3,Apple,152459,0.0504764603870086,2018-01-01,0.708,28900667
3646,Haryana,2018,3,Realme,143729,0.0475861128235418,2018-01-01,0.708,28900667
3647,Haryana,2018,3,Motorola,81942,0.02712953723317258,2018-01-01,0.708,28900667
3648,Haryana,2018,3,OnePlus,79279,0.026247865347546914,2018-01-01,0.708,28900667
3649,Haryana,2018,3,Huawei,50399,0.016686211552252386,2018-01-01,0.708,28900667
3650,Haryana,2018,3,Lenovo,49707,0.01645710267322386,2018-01-01,0.708,28900667
3651,Haryana,2018,3,Others,301529,0.09983088321472866,2018-01-01,0.708,28900667
3652,Haryana,2018,2,Xiaomi,599986,0.24517033811004402,2018-01-01,0.708,28900667
3653,Haryana,2018,2,Samsung,516011,0.210855905535299,2018-01-01,0.708,28900667
3654,Haryana,2018,2,Vivo,351564,0.1436584599429312,2018-01-01,0.708,28900667
3655,Haryana,2018,2,Oppo,260510,0.10645135850011095,2018-01-01,0.708,28900667
3656,Haryana,2018,2,Apple,127528,0.05211135406242428,2018-01-01,0.708,28900667
3657,Haryana,2018,2,Realme,116691,0.04768306581220086,2018-01-01,0.708,28900667
3658,Haryana,2018,2,Motorola,68775,0.02810330574966462,2018-01-01,0.708,28900667
3659,Haryana,2018,2,OnePlus,67358,0.0275242816239318,2018-01-01,0.708,28900667
3660,Haryana,2018,2,Lenovo,44001,0.017979986278313237,2018-01-01,0.708,28900667
3661,Haryana,2018,2,Huawei,39423,0.016109292949022583,2018-01-01,0.708,28900667
3662,Haryana,2018,2,Others,255374,0.10435265143605747,2018-01-01,0.708,28900667
3663,Haryana,2018,1,Xiaomi,444407,0.2405636809777428,2018-01-01,0.708,28900667
3664,Haryana,2018,1,Samsung,394835,0.21372966892701303,2018-01-01,0.708,28900667
3665,Haryana,2018,1,Vivo,256267,0.13872088610918193,2018-01-01,0.708,28900667
3666,Haryana,2018,1,Oppo,192587,0.10425001772802983,2018-01-01,0.708,28900667
3667,Haryana,2018,1,Apple,100085,0.05417740046996872,2018-01-01,0.708,28900667
3668,Haryana,2018,1,Realme,89281,0.04832904522515139,2018-01-01,0.708,28900667
3669,Haryana,2018,1,OnePlus,55486,0.030035342383740664,2018-01-01,0.708,28900667
3670,Haryana,2018,1,Motorola,53420,0.02891698789134964,2018-01-01,0.708,28900667
3671,Haryana,2018,1,Lenovo,34977,0.018933535856902592,2018-01-01,0.708,28900667
3672,Haryana,2018,1,Huawei,29629,0.016038589184440257,2018-01-01,0.708,28900667
3673,Haryana,2018,1,Others,196383,0.10630484524647917,2018-01-01,0.708,28900667
3674,Haryana,2018,4,Xiaomi,948615,0.25009102104121744,2018-01-01,0.708,28900667
3675,Haryana,2018,4,Samsung,785842,0.20717786262822366,2018-01-01,0.708,28900667
3676,Haryana,2018,4,Vivo,591623,0.155974341689166,2018-01-01,0.708,28900667
3677,Haryana,2018,4,Oppo,427382,0.11267416259982985,2018-01-01,0.708,28900667
3678,Haryana,2018,4,Apple,187472,0.049424754928647674,2018-01-01,0.708,28900667
3679,Haryana,2018,4,Realme,179167,0.04723524081623399,2018-01-01,0.708,28900667
3680,Haryana,2018,4,Motorola,98841,0.02605824977544628,2018-01-01,0.708,28900667
3681,Haryana,2018,4,OnePlus,93582,0.024671777202636698,2018-01-01,0.708,28900667
3682,Haryana,2018,4,Huawei,65203,0.01718999261549786,2018-01-01,0.708,28900667
3683,Haryana,2018,4,Lenovo,59641,0.01572363770962851,2018-01-01,0.708,28900667
3684,Haryana,2018,4,Others,355711,0.09377895899347206,2018-01-01,0.708,28900667
3685,Haryana,2020,3,Xiaomi,2075024,0.24706149057200444,2020-01-01,0.708,28900667
3686,Haryana,2020,3,Samsung,1655037,0.19705598979665706,2020-01-01,0.708,28900667
3687,Haryana,2020,3,Vivo,1573430,0.18733950118683396,2020-01-01,0.708,28900667
3688,Haryana,2020,3,Oppo,1092131,0.13003392382926354,2020-01-01,0.708,28900667
3689,Haryana,2020,3,Realme,459785,0.05474402582459242,2020-01-01,0.708,28900667
3690,Haryana,2020,3,Apple,348330,0.041473702960036274,2020-01-01,0.708,28900667
3691,Haryana,2020,3,Motorola,158324,0.018850752296514176,2020-01-01,0.708,28900667
3692,Haryana,2020,3,OnePlus,149108,0.01775345477267272,2020-01-01,0.708,28900667
3693,Haryana,2020,3,Huawei,142260,0.016938101751484972,2020-01-01,0.708,28900667
3694,Haryana,2020,3,Lenovo,87838,0.010458378895310958,2020-01-01,0.708,28900667
3695,Haryana,2020,3,Others,657549,0.07829067811462949,2020-01-01,0.708,28900667
3696,Haryana,2020,2,Xiaomi,1914791,0.24922834906398358,2020-01-01,0.708,28900667
3697,Haryana,2020,2,Samsung,1520490,0.19790630542356652,2020-01-01,0.708,28900667
3698,Haryana,2020,2,Vivo,1398622,0.18204402048294924,2020-01-01,0.708,28900667
3699,Haryana,2020,2,Oppo,984512,0.12814364617009408,2020-01-01,0.708,28900667
3700,Haryana,2020,2,Realme,407778,0.05307620399542984,2020-01-01,0.708,28900667
3701,Haryana,2020,2,Apple,326534,0.04250152091442816,2020-01-01,0.708,28900667
3702,Haryana,2020,2,Motorola,151138,0.019672055185569783,2020-01-01,0.708,28900667
3703,Haryana,2020,2,OnePlus,142338,0.018526651080493534,2020-01-01,0.708,28900667
3704,Haryana,2020,2,Huawei,133152,0.017331005386262803,2020-01-01,0.708,28900667
3705,Haryana,2020,2,Lenovo,83928,0.010924031333049932,2020-01-01,0.708,28900667
3706,Haryana,2020,2,Others,619595,0.08064621096417254,2020-01-01,0.708,28900667
3707,Haryana,2020,1,Xiaomi,1753322,0.24980473786717616,2020-01-01,0.708,28900667
3708,Haryana,2020,1,Samsung,1400065,0.19947440933382915,2020-01-01,0.708,28900667
3709,Haryana,2020,1,Vivo,1250165,0.17811739093886822,2020-01-01,0.708,28900667
3710,Haryana,2020,1,Oppo,881733,0.12562500267140825,2020-01-01,0.708,28900667
3711,Haryana,2020,1,Realme,364011,0.05186250582366996,2020-01-01,0.708,28900667
3712,Haryana,2020,1,Apple,308315,0.043927212317827764,2020-01-01,0.708,28900667
3713,Haryana,2020,1,Motorola,143514,0.020447172367808034,2020-01-01,0.708,28900667
3714,Haryana,2020,1,OnePlus,137007,0.01952008685282464,2020-01-01,0.708,28900667
3715,Haryana,2020,1,Huawei,123916,0.017654945239692996,2020-01-01,0.708,28900667
3716,Haryana,2020,1,Lenovo,80705,0.011498453432723967,2020-01-01,0.708,28900667
3717,Haryana,2020,1,Others,576017,0.08206808315417088,2020-01-01,0.708,28900667
3718,Haryana,2020,4,Xiaomi,2236661,0.24498270676930556,2020-01-01,0.708,28900667
3719,Haryana,2020,4,Samsung,1795147,0.19662343605436788,2020-01-01,0.708,28900667
3720,Haryana,2020,4,Vivo,1744266,0.19105041220179075,2020-01-01,0.708,28900667
3721,Haryana,2020,4,Oppo,1196039,0.13100280803467912,2020-01-01,0.708,28900667
3722,Haryana,2020,4,Realme,514733,0.056378987966207196,2020-01-01,0.708,28900667
3723,Haryana,2020,4,Apple,374080,0.040973187688372006,2020-01-01,0.708,28900667
3724,Haryana,2020,4,Motorola,165075,0.018080755340189287,2020-01-01,0.708,28900667
3725,Haryana,2020,4,OnePlus,156430,0.017133863745968866,2020-01-01,0.708,28900667
3726,Haryana,2020,4,Huawei,151226,0.016563866770107318,2020-01-01,0.708,28900667
3727,Haryana,2020,4,Lenovo,91990,0.010075715182456535,2020-01-01,0.708,28900667
3728,Haryana,2020,4,Others,704226,0.07713426024655545,2020-01-01,0.708,28900667
3729,Haryana,2022,1,Xiaomi,2837979,0.2205628077060459,2022-01-01,0.708,28900667
3730,Haryana,2022,1,Vivo,2767906,0.2151168556308594,2022-01-01,0.708,28900667
3731,Haryana,2022,1,Samsung,2259241,0.17558429369795014,2022-01-01,0.708,28900667
3732,Haryana,2022,1,Oppo,1825605,0.14188285556806302,2022-01-01,0.708,28900667
3733,Haryana,2022,1,Realme,1043668,0.08111206756390851,2022-01-01,0.708,28900667
3734,Haryana,2022,1,Apple,578053,0.04492527699567296,2022-01-01,0.708,28900667
3735,Haryana,2022,1,OnePlus,267015,0.0207519428789395,2022-01-01,0.708,28900667
3736,Haryana,2022,1,Tecno,184983,0.014376558056943862,2022-01-01,0.708,28900667
3737,Haryana,2022,1,Motorola,170641,0.013261922681516452,2022-01-01,0.708,28900667
3738,Haryana,2022,1,Huawei,145049,0.011272956810094173,2022-01-01,0.708,28900667
3739,Haryana,2022,1,Others,786848,0.06115246241000613,2022-01-01,0.708,28900667
3740,Chandigarh,2019,3,Xiaomi,64422,0.2409767447079903,2019-01-01,0.776,1158040
3741,Chandigarh,2019,3,Samsung,53606,0.20051844675447095,2019-01-01,0.776,1158040
3742,Chandigarh,2019,3,Vivo,39957,0.14946303729001223,2019-01-01,0.776,1158040
3743,Chandigarh,2019,3,Oppo,31459,0.1176754433542682,2019-01-01,0.776,1158040
3744,Chandigarh,2019,3,Apple,22081,0.08259612399331182,2019-01-01,0.776,1158040
3745,Chandigarh,2019,3,Realme,8500,0.031795075129892235,2019-01-01,0.776,1158040
3746,Chandigarh,2019,3,OnePlus,8271,0.030938478399922194,2019-01-01,0.776,1158040
3747,Chandigarh,2019,3,Motorola,6770,0.025323842191690638,2019-01-01,0.776,1158040
3748,Chandigarh,2019,3,Huawei,4256,0.015919981147390745,2019-01-01,0.776,1158040
3749,Chandigarh,2019,3,Lenovo,3716,0.013900058727374064,2019-01-01,0.776,1158040
3750,Chandigarh,2019,3,Others,24299,0.09089276830367664,2019-01-01,0.776,1158040
3751,Chandigarh,2019,2,Xiaomi,58356,0.24270605018320654,2019-01-01,0.776,1158040
3752,Chandigarh,2019,2,Samsung,48067,0.19991349157166682,2019-01-01,0.776,1158040
3753,Chandigarh,2019,2,Vivo,34791,0.14469782356439678,2019-01-01,0.776,1158040
3754,Chandigarh,2019,2,Oppo,27444,0.11414121669113579,2019-01-01,0.776,1158040
3755,Chandigarh,2019,2,Apple,20041,0.08335170251082395,2019-01-01,0.776,1158040
3756,Chandigarh,2019,2,OnePlus,7595,0.03158805351877191,2019-01-01,0.776,1158040
3757,Chandigarh,2019,2,Realme,7590,0.03156725822349952,2019-01-01,0.776,1158040
3758,Chandigarh,2019,2,Motorola,6475,0.026929907377754858,2019-01-01,0.776,1158040
3759,Chandigarh,2019,2,Huawei,3816,0.01587096935189383,2019-01-01,0.776,1158040
3760,Chandigarh,2019,2,Lenovo,3595,0.014951817300853855,2019-01-01,0.776,1158040
3761,Chandigarh,2019,2,Others,22669,0.09428170970599611,2019-01-01,0.776,1158040
3762,Chandigarh,2019,1,Xiaomi,51075,0.24417353890283255,2019-01-01,0.776,1158040
3763,Chandigarh,2019,1,Samsung,41609,0.1989195649575714,2019-01-01,0.776,1158040
3764,Chandigarh,2019,1,Vivo,29056,0.1389076132425003,2019-01-01,0.776,1158040
3765,Chandigarh,2019,1,Oppo,23095,0.11040994382693917,2019-01-01,0.776,1158040
3766,Chandigarh,2019,1,Apple,17580,0.08404446038006454,2019-01-01,0.776,1158040
3767,Chandigarh,2019,1,OnePlus,6880,0.03289111987570216,2019-01-01,0.776,1158040
3768,Chandigarh,2019,1,Realme,6690,0.031982789530297595,2019-01-01,0.776,1158040
3769,Chandigarh,2019,1,Motorola,6007,0.028717580972869607,2019-01-01,0.776,1158040
3770,Chandigarh,2019,1,Lenovo,3406,0.01628301661288395,2019-01-01,0.776,1158040
3771,Chandigarh,2019,1,Huawei,3364,0.016082227799689257,2019-01-01,0.776,1158040
3772,Chandigarh,2019,1,Others,20413,0.09758814389864946,2019-01-01,0.776,1158040
3773,Chandigarh,2019,4,Xiaomi,69435,0.2397700196830001,2019-01-01,0.776,1158040
3774,Chandigarh,2019,4,Samsung,57981,0.2002175489485134,2019-01-01,0.776,1158040
3775,Chandigarh,2019,4,Vivo,44605,0.1540281087054111,2019-01-01,0.776,1158040
3776,Chandigarh,2019,4,Oppo,34871,0.12041506958113195,2019-01-01,0.776,1158040
3777,Chandigarh,2019,4,Apple,23651,0.08167063779826651,2019-01-01,0.776,1158040
3778,Chandigarh,2019,4,Realme,9610,0.03318484754307815,2019-01-01,0.776,1158040
3779,Chandigarh,2019,4,OnePlus,8750,0.03021513173797438,2019-01-01,0.776,1158040
3780,Chandigarh,2019,4,Motorola,6953,0.024009806968472668,2019-01-01,0.776,1158040
3781,Chandigarh,2019,4,Huawei,4559,0.015742946924962878,2019-01-01,0.776,1158040
3782,Chandigarh,2019,4,Lenovo,3777,0.013042577437066197,2019-01-01,0.776,1158040
3783,Chandigarh,2019,4,Others,25398,0.08770330467212266,2019-01-01,0.776,1158040
3784,Chandigarh,2021,3,Xiaomi,107815,0.2243981326345629,2021-01-01,0.776,1158040
3785,Chandigarh,2021,3,Samsung,92724,0.19298884617545992,2021-01-01,0.776,1158040
3786,Chandigarh,2021,3,Vivo,89865,0.18703833593845937,2021-01-01,0.776,1158040
3787,Chandigarh,2021,3,Oppo,66039,0.13744866930440014,2021-01-01,0.776,1158040
3788,Chandigarh,2021,3,Apple,37880,0.07884061832024526,2021-01-01,0.776,1158040
3789,Chandigarh,2021,3,Realme,22934,0.04773312409072083,2021-01-01,0.776,1158040
3790,Chandigarh,2021,3,OnePlus,13193,0.027458930240205803,2021-01-01,0.776,1158040
3791,Chandigarh,2021,3,Motorola,8166,0.016996105839575577,2021-01-01,0.776,1158040
3792,Chandigarh,2021,3,Huawei,5900,0.012279821755265234,2021-01-01,0.776,1158040
3793,Chandigarh,2021,3,HMD Global,4496,0.009357640442656355,2021-01-01,0.776,1158040
3794,Chandigarh,2021,3,Others,31451,0.06545977525844862,2021-01-01,0.776,1158040
3795,Chandigarh,2021,2,Xiaomi,101761,0.22685544349625034,2021-01-01,0.776,1158040
3796,Chandigarh,2021,2,Samsung,88362,0.196985099382039,2021-01-01,0.776,1158040
3797,Chandigarh,2021,2,Vivo,81826,0.18241441730647476,2021-01-01,0.776,1158040
3798,Chandigarh,2021,2,Oppo,60671,0.13525364935840847,2021-01-01,0.776,1158040
3799,Chandigarh,2021,2,Apple,35361,0.07883015435649127,2021-01-01,0.776,1158040
3800,Chandigarh,2021,2,Realme,19398,0.04324389395682299,2021-01-01,0.776,1158040
3801,Chandigarh,2021,2,OnePlus,11907,0.02654423370161312,2021-01-01,0.776,1158040
3802,Chandigarh,2021,2,Motorola,8043,0.017930231936010274,2021-01-01,0.776,1158040
3803,Chandigarh,2021,2,Huawei,5918,0.013192976824233345,2021-01-01,0.776,1158040
3804,Chandigarh,2021,2,HMD Global,4599,0.010252534710146866,2021-01-01,0.776,1158040
3805,Chandigarh,2021,2,Others,30726,0.06849736497150959,2021-01-01,0.776,1158040
3806,Chandigarh,2021,1,Xiaomi,96137,0.22889870904147164,2021-01-01,0.776,1158040
3807,Chandigarh,2021,1,Samsung,83453,0.198698565231263,2021-01-01,0.776,1158040
3808,Chandigarh,2021,1,Vivo,74844,0.17820084857546942,2021-01-01,0.776,1158040
3809,Chandigarh,2021,1,Oppo,56200,0.13381016100076668,2021-01-01,0.776,1158040
3810,Chandigarh,2021,1,Apple,32907,0.07835037309701474,2021-01-01,0.776,1158040
3811,Chandigarh,2021,1,Realme,16641,0.03962161724579641,2021-01-01,0.776,1158040
3812,Chandigarh,2021,1,OnePlus,10995,0.026178696089028994,2021-01-01,0.776,1158040
3813,Chandigarh,2021,1,Motorola,7989,0.01902151915009119,2021-01-01,0.776,1158040
3814,Chandigarh,2021,1,Huawei,5854,0.013938161610293383,2021-01-01,0.776,1158040
3815,Chandigarh,2021,1,HMD Global,4591,0.010931004433354444,2021-01-01,0.776,1158040
3816,Chandigarh,2021,1,Others,30387,0.07235034452545012,2021-01-01,0.776,1158040
3817,Chandigarh,2021,4,Xiaomi,112958,0.22058145801926216,2021-01-01,0.776,1158040
3818,Chandigarh,2021,4,Vivo,97127,0.18966709106957344,2021-01-01,0.776,1158040
3819,Chandigarh,2021,4,Samsung,97097,0.1896085078462464,2021-01-01,0.776,1158040
3820,Chandigarh,2021,4,Oppo,71275,0.13918397475453628,2021-01-01,0.776,1158040
3821,Chandigarh,2021,4,Apple,41698,0.0814267748763894,2021-01-01,0.776,1158040
3822,Chandigarh,2021,4,Realme,27098,0.05291627285722097,2021-01-01,0.776,1158040
3823,Chandigarh,2021,4,OnePlus,14380,0.028080891714770004,2021-01-01,0.776,1158040
3824,Chandigarh,2021,4,Motorola,8240,0.016090858673832045,2021-01-01,0.776,1158040
3825,Chandigarh,2021,4,Huawei,5797,0.011320231520898588,2021-01-01,0.776,1158040
3826,Chandigarh,2021,4,HMD Global,4511,0.008808964014278685,2021-01-01,0.776,1158040
3827,Chandigarh,2021,4,Others,31911,0.06231497465299204,2021-01-01,0.776,1158040
3828,Chandigarh,2018,3,Xiaomi,34852,0.2422077515931977,2018-01-01,0.776,1158040
3829,Chandigarh,2018,3,Samsung,28614,0.19885609445907723,2018-01-01,0.776,1158040
3830,Chandigarh,2018,3,Vivo,17910,0.12446748625714942,2018-01-01,0.776,1158040
3831,Chandigarh,2018,3,Oppo,14437,0.10033149632018236,2018-01-01,0.776,1158040
3832,Chandigarh,2018,3,Apple,12403,0.08619599285580258,2018-01-01,0.776,1158040
3833,Chandigarh,2018,3,OnePlus,5178,0.03598507224117921,2018-01-01,0.776,1158040
3834,Chandigarh,2018,3,Realme,4664,0.032412973528941645,2018-01-01,0.776,1158040
3835,Chandigarh,2018,3,Motorola,4590,0.03189870250811367,2018-01-01,0.776,1158040
3836,Chandigarh,2018,3,Lenovo,2926,0.020334554147873767,2018-01-01,0.776,1158040
3837,Chandigarh,2018,3,Micromax,2395,0.01664431209301356,2018-01-01,0.776,1158040
3838,Chandigarh,2018,3,Others,15924,0.11066556399546885,2018-01-01,0.776,1158040
3839,Chandigarh,2018,2,Xiaomi,27862,0.2418177557520895,2018-01-01,0.776,1158040
3840,Chandigarh,2018,2,Samsung,23093,0.20042701290585754,2018-01-01,0.776,1158040
3841,Chandigarh,2018,2,Vivo,13375,0.11608328487489043,2018-01-01,0.776,1158040
3842,Chandigarh,2018,2,Oppo,11129,0.09658997214001162,2018-01-01,0.776,1158040
3843,Chandigarh,2018,2,Apple,9962,0.08646143431204922,2018-01-01,0.776,1158040
3844,Chandigarh,2018,2,OnePlus,4466,0.038760968243084906,2018-01-01,0.776,1158040
3845,Chandigarh,2018,2,Motorola,3914,0.033970091738341764,2018-01-01,0.776,1158040
3846,Chandigarh,2018,2,Realme,3861,0.033510098160893606,2018-01-01,0.776,1158040
3847,Chandigarh,2018,2,Lenovo,2511,0.021793280622119614,2018-01-01,0.776,1158040
3848,Chandigarh,2018,2,Micromax,2049,0.017783525286628073,2018-01-01,0.776,1158040
3849,Chandigarh,2018,2,Others,12997,0.11280257596403372,2018-01-01,0.776,1158040
3850,Chandigarh,2018,1,Xiaomi,20555,0.23826911485139332,2018-01-01,0.776,1158040
3851,Chandigarh,2018,1,Samsung,17266,0.20014373811842165,2018-01-01,0.776,1158040
3852,Chandigarh,2018,1,Vivo,9360,0.10849909584086799,2018-01-01,0.776,1158040
3853,Chandigarh,2018,1,Oppo,7948,0.09213149719478833,2018-01-01,0.776,1158040
3854,Chandigarh,2018,1,Apple,7552,0.08754115083229007,2018-01-01,0.776,1158040
3855,Chandigarh,2018,1,OnePlus,3638,0.04217090925951685,2018-01-01,0.776,1158040
3856,Chandigarh,2018,1,Motorola,3105,0.03599248852413409,2018-01-01,0.776,1158040
3857,Chandigarh,2018,1,Realme,2995,0.03471739231232902,2018-01-01,0.776,1158040
3858,Chandigarh,2018,1,Lenovo,1965,0.022777855056336067,2018-01-01,0.776,1158040
3859,Chandigarh,2018,1,Micromax,1558,0.0180599990726573,2018-01-01,0.776,1158040
3860,Chandigarh,2018,1,Others,10326,0.11969675893726527,2018-01-01,0.776,1158040
