,state,year,quarter,brand,count,percentage,date,hdi,population
2046,Himachal Pradesh,2022,1,Xiaomi,615419,0.2871116775827007,2022-01-01,0.725,7503010
2047,Himachal Pradesh,2022,1,Vivo,324002,0.15115678547485564,2022-01-01,0.725,7503010
2048,Himachal Pradesh,2022,1,Samsung,304181,0.14190968624430425,2022-01-01,0.725,7503010
2049,Himachal Pradesh,2022,1,Oppo,276524,0.1290068547312948,2022-01-01,0.725,7503010
2050,Himachal Pradesh,2022,1,Realme,199933,0.09327482419967875,2022-01-01,0.725,7503010
2051,Himachal Pradesh,2022,1,Apple,54982,0.025650774930335348,2022-01-01,0.725,7503010
2052,Himachal Pradesh,2022,1,Tecno,36339,0.016953248521215238,2022-01-01,0.725,7503010
2053,Himachal Pradesh,2022,1,Motorola,31514,0.014702239299308648,2022-01-01,0.725,7503010
2054,Himachal Pradesh,2022,1,Lava,31262,0.014584673636319953,2022-01-01,0.725,7503010
2055,Himachal Pradesh,2022,1,OnePlus,30536,0.014245972559614422,2022-01-01,0.725,7503010
2056,Himachal Pradesh,2022,1,Others,238791,0.11140326282037226,2022-01-01,0.725,7503010
2057,Rajasthan,2019,3,Xiaomi,2275622,0.232270224543405,2019-01-01,0.628,79502477
2058,Rajasthan,2019,3,Samsung,1996093,0.20373900820062335,2019-01-01,0.628,79502477
2059,Rajasthan,2019,3,Vivo,1985897,0.20269831374018812,2019-01-01,0.628,79502477
2060,Rajasthan,2019,3,Oppo,1244255,0.12699973380432006,2019-01-01,0.628,79502477
2061,Rajasthan,2019,3,Realme,458929,0.046842376229215714,2019-01-01,0.628,79502477
2062,Rajasthan,2019,3,Apple,232599,0.023741123068142012,2019-01-01,0.628,79502477
2063,Rajasthan,2019,3,Huawei,184875,0.018869987090326074,2019-01-01,0.628,79502477
2064,Rajasthan,2019,3,OnePlus,152982,0.01561470380014747,2019-01-01,0.628,79502477
2065,Rajasthan,2019,3,Gionee,146595,0.014962789763387968,2019-01-01,0.628,79502477
2066,Rajasthan,2019,3,Motorola,139254,0.01421350200014208,2019-01-01,0.628,79502477
2067,Rajasthan,2019,3,Others,980203,0.10004823776010216,2019-01-01,0.628,79502477
2068,Rajasthan,2019,2,Xiaomi,2038775,0.2321026965705006,2019-01-01,0.628,79502477
2069,Rajasthan,2019,2,Samsung,1811211,0.20619585641287191,2019-01-01,0.628,79502477
2070,Rajasthan,2019,2,Vivo,1744564,0.19860848241704884,2019-01-01,0.628,79502477
2071,Rajasthan,2019,2,Oppo,1100301,0.12526288047441153,2019-01-01,0.628,79502477
2072,Rajasthan,2019,2,Realme,400579,0.045603593378138615,2019-01-01,0.628,79502477
2073,Rajasthan,2019,2,Apple,212354,0.024175269967275488,2019-01-01,0.628,79502477
2074,Rajasthan,2019,2,Huawei,163775,0.01864483286818493,2019-01-01,0.628,79502477
2075,Rajasthan,2019,2,OnePlus,142119,0.01617942300347168,2019-01-01,0.628,79502477
2076,Rajasthan,2019,2,Gionee,135881,0.015469262921458322,2019-01-01,0.628,79502477
2077,Rajasthan,2019,2,Motorola,131957,0.015022538304302115,2019-01-01,0.628,79502477
2078,Rajasthan,2019,2,Others,902419,0.102735163682336,2019-01-01,0.628,79502477
2079,Rajasthan,2019,1,Xiaomi,1788113,0.2318549924249929,2019-01-01,0.628,79502477
2080,Rajasthan,2019,1,Samsung,1592757,0.20652423094617312,2019-01-01,0.628,79502477
2081,Rajasthan,2019,1,Vivo,1503951,0.19500923471422696,2019-01-01,0.628,79502477
2082,Rajasthan,2019,1,Oppo,948608,0.12300089572319405,2019-01-01,0.628,79502477
2083,Rajasthan,2019,1,Realme,350506,0.0454482272512501,2019-01-01,0.628,79502477
2084,Rajasthan,2019,1,Apple,191305,0.024805490103736883,2019-01-01,0.628,79502477
2085,Rajasthan,2019,1,Huawei,143491,0.01860570596939604,2019-01-01,0.628,79502477
2086,Rajasthan,2019,1,OnePlus,131526,0.01705426879268235,2019-01-01,0.628,79502477
2087,Rajasthan,2019,1,Gionee,123156,0.015968975924392042,2019-01-01,0.628,79502477
2088,Rajasthan,2019,1,Motorola,121229,0.015719112201907522,2019-01-01,0.628,79502477
2089,Rajasthan,2019,1,Others,817562,0.10600886594804805,2019-01-01,0.628,79502477
2090,Rajasthan,2019,4,Xiaomi,2527395,0.23133984699906116,2019-01-01,0.628,79502477
2091,Rajasthan,2019,4,Vivo,2262135,0.20705982436113912,2019-01-01,0.628,79502477
2092,Rajasthan,2019,4,Samsung,2211270,0.2024040023318927,2019-01-01,0.628,79502477
2093,Rajasthan,2019,4,Oppo,1410408,0.12909876411334667,2019-01-01,0.628,79502477
2094,Rajasthan,2019,4,Realme,530557,0.04856343199392295,2019-01-01,0.628,79502477
2095,Rajasthan,2019,4,Apple,250014,0.022884511723582295,2019-01-01,0.628,79502477
2096,Rajasthan,2019,4,Huawei,204976,0.0187620520252986,2019-01-01,0.628,79502477
2097,Rajasthan,2019,4,OnePlus,162057,0.014833550586721447,2019-01-01,0.628,79502477
2098,Rajasthan,2019,4,Gionee,157774,0.014441515085861084,2019-01-01,0.628,79502477
2099,Rajasthan,2019,4,Motorola,147914,0.013539000484300685,2019-01-01,0.628,79502477
2100,Rajasthan,2019,4,Others,1060531,0.0970735002948733,2019-01-01,0.628,79502477
2101,Rajasthan,2021,3,Vivo,5212563,0.2542780018893176,2021-01-01,0.628,79502477
2102,Rajasthan,2021,3,Xiaomi,4289230,0.20923619226160292,2021-01-01,0.628,79502477
2103,Rajasthan,2021,3,Samsung,3672997,0.17917526140316345,2021-01-01,0.628,79502477
2104,Rajasthan,2021,3,Oppo,2855694,0.13930578188260034,2021-01-01,0.628,79502477
2105,Rajasthan,2021,3,Realme,1363093,0.06649407679663835,2021-01-01,0.628,79502477
2106,Rajasthan,2021,3,Tecno,456211,0.02225477591732272,2021-01-01,0.628,79502477
2107,Rajasthan,2021,3,Apple,403105,0.019664171723505954,2021-01-01,0.628,79502477
2108,Rajasthan,2021,3,Huawei,298651,0.014568721671516793,2021-01-01,0.628,79502477
2109,Rajasthan,2021,3,OnePlus,283924,0.013850312678891863,2021-01-01,0.628,79502477
2110,Rajasthan,2021,3,Motorola,186498,0.009097700842436619,2021-01-01,0.628,79502477
2111,Rajasthan,2021,3,Others,1477499,0.07207500293300337,2021-01-01,0.628,79502477
2112,Rajasthan,2021,2,Vivo,4603263,0.24251971117410398,2021-01-01,0.628,79502477
2113,Rajasthan,2021,2,Xiaomi,4079016,0.2149001224119823,2021-01-01,0.628,79502477
2114,Rajasthan,2021,2,Samsung,3591961,0.18923996831565906,2021-01-01,0.628,79502477
2115,Rajasthan,2021,2,Oppo,2591657,0.13653964744190042,2021-01-01,0.628,79502477
2116,Rajasthan,2021,2,Realme,1162747,0.06125851740570892,2021-01-01,0.628,79502477
2117,Rajasthan,2021,2,Tecno,375642,0.019790437640617702,2021-01-01,0.628,79502477
2118,Rajasthan,2021,2,Apple,373677,0.01968691298159711,2021-01-01,0.628,79502477
2119,Rajasthan,2021,2,Huawei,291917,0.015379444217462897,2021-01-01,0.628,79502477
2120,Rajasthan,2021,2,OnePlus,233039,0.012277497716793939,2021-01-01,0.628,79502477
2121,Rajasthan,2021,2,Motorola,188248,0.009917715018477703,2021-01-01,0.628,79502477
2122,Rajasthan,2021,2,Others,1489818,0.07849002567569596,2021-01-01,0.628,79502477
2123,Rajasthan,2021,1,Vivo,4143832,0.23463061845340447,2021-01-01,0.628,79502477
2124,Rajasthan,2021,1,Xiaomi,3873176,0.21930562828292346,2021-01-01,0.628,79502477
2125,Rajasthan,2021,1,Samsung,3430073,0.19421640388179937,2021-01-01,0.628,79502477
2126,Rajasthan,2021,1,Oppo,2390404,0.13534862631339586,2021-01-01,0.628,79502477
2127,Rajasthan,2021,1,Realme,987022,0.05588681739199759,2021-01-01,0.628,79502477
2128,Rajasthan,2021,1,Apple,347215,0.019659887318380385,2021-01-01,0.628,79502477
2129,Rajasthan,2021,1,Tecno,301891,0.017093567508411713,2021-01-01,0.628,79502477
2130,Rajasthan,2021,1,Huawei,295928,0.01675593259033645,2021-01-01,0.628,79502477
2131,Rajasthan,2021,1,OnePlus,208798,0.011822487946382465,2021-01-01,0.628,79502477
2132,Rajasthan,2021,1,Gionee,189685,0.010740278288630915,2021-01-01,0.628,79502477
2133,Rajasthan,2021,1,Others,1493064,0.08453975202433735,2021-01-01,0.628,79502477
2134,Rajasthan,2021,4,Vivo,5751824,0.26171775642777456,2021-01-01,0.628,79502477
2135,Rajasthan,2021,4,Xiaomi,4469665,0.203377345305376,2021-01-01,0.628,79502477
2136,Rajasthan,2021,4,Samsung,3782393,0.17210530257673384,2021-01-01,0.628,79502477
2137,Rajasthan,2021,4,Oppo,3095179,0.1408358989465538,2021-01-01,0.628,79502477
2138,Rajasthan,2021,4,Realme,1624796,0.07393097629079444,2021-01-01,0.628,79502477
2139,Rajasthan,2021,4,Tecno,521804,0.023742967826386633,2021-01-01,0.628,79502477
2140,Rajasthan,2021,4,Apple,462924,0.021063827870354015,2021-01-01,0.628,79502477
2141,Rajasthan,2021,4,OnePlus,336937,0.015331205491945698,2021-01-01,0.628,79502477
2142,Rajasthan,2021,4,Huawei,287470,0.01308037301563684,2021-01-01,0.628,79502477
2143,Rajasthan,2021,4,Motorola,189233,0.00861042274626224,2021-01-01,0.628,79502477
2144,Rajasthan,2021,4,Others,1454977,0.06620392350218195,2021-01-01,0.628,79502477
2145,Rajasthan,2018,3,Xiaomi,1205544,0.23293497206911162,2018-01-01,0.628,79502477
2146,Rajasthan,2018,3,Samsung,1072593,0.20724620627411747,2018-01-01,0.628,79502477
2147,Rajasthan,2018,3,Vivo,938611,0.18135823086404224,2018-01-01,0.628,79502477
2148,Rajasthan,2018,3,Oppo,601973,0.11631310341336304,2018-01-01,0.628,79502477
2149,Rajasthan,2018,3,Realme,239840,0.046341837130005815,2018-01-01,0.628,79502477
2150,Rajasthan,2018,3,Apple,140247,0.027098497464859598,2018-01-01,0.628,79502477
2151,Rajasthan,2018,3,OnePlus,101721,0.0196545114021903,2018-01-01,0.628,79502477
2152,Rajasthan,2018,3,Gionee,95819,0.018514128135256953,2018-01-01,0.628,79502477
2153,Rajasthan,2018,3,Motorola,91763,0.017730428621417296,2018-01-01,0.628,79502477
2154,Rajasthan,2018,3,Huawei,91725,0.017723086268970078,2018-01-01,0.628,79502477
2155,Rajasthan,2018,3,Others,595617,0.1150849983566656,2018-01-01,0.628,79502477
2156,Rajasthan,2018,2,Xiaomi,966424,0.22939289298460655,2018-01-01,0.628,79502477
2157,Rajasthan,2018,2,Samsung,874984,0.20768845876679695,2018-01-01,0.628,79502477
2158,Rajasthan,2018,2,Vivo,735141,0.17449496364080017,2018-01-01,0.628,79502477
2159,Rajasthan,2018,2,Oppo,479239,0.11375340496619482,2018-01-01,0.628,79502477
2160,Rajasthan,2018,2,Realme,195523,0.046409843521093466,2018-01-01,0.628,79502477
2161,Rajasthan,2018,2,Apple,119357,0.028330885333935917,2018-01-01,0.628,79502477
2162,Rajasthan,2018,2,OnePlus,87155,0.02068733556707344,2018-01-01,0.628,79502477
2163,Rajasthan,2018,2,Gionee,84445,0.020044082978159794,2018-01-01,0.628,79502477
2164,Rajasthan,2018,2,Lenovo,79981,0.018984496425794285,2018-01-01,0.628,79502477
2165,Rajasthan,2018,2,Motorola,78566,0.018648628376601365,2018-01-01,0.628,79502477
2166,Rajasthan,2018,2,Others,512149,0.12156500743894322,2018-01-01,0.628,79502477
2167,Rajasthan,2018,1,Xiaomi,713005,0.2257629499316383,2018-01-01,0.628,79502477
2168,Rajasthan,2018,1,Samsung,662282,0.20970222930642182,2018-01-01,0.628,79502477
2169,Rajasthan,2018,1,Vivo,535439,0.16953918717042166,2018-01-01,0.628,79502477
2170,Rajasthan,2018,1,Oppo,352258,0.111537514066548,2018-01-01,0.628,79502477
2171,Rajasthan,2018,1,Realme,149488,0.04733326114035771,2018-01-01,0.628,79502477
2172,Rajasthan,2018,1,Apple,94107,0.029797650688588,2018-01-01,0.628,79502477
2173,Rajasthan,2018,1,OnePlus,71745,0.0227170396320438,2018-01-01,0.628,79502477
2174,Rajasthan,2018,1,Gionee,69299,0.021942548323381467,2018-01-01,0.628,79502477
2175,Rajasthan,2018,1,Lenovo,63011,0.019951542048292036,2018-01-01,0.628,79502477
2176,Rajasthan,2018,1,Motorola,61235,0.019389196764488147,2018-01-01,0.628,79502477
2177,Rajasthan,2018,1,Others,386333,0.12232688092781906,2018-01-01,0.628,79502477
2178,Rajasthan,2018,4,Xiaomi,1482976,0.2332186040689206,2018-01-01,0.628,79502477
2179,Rajasthan,2018,4,Samsung,1317264,0.2071580870292187,2018-01-01,0.628,79502477
2180,Rajasthan,2018,4,Vivo,1200927,0.1888624755415304,2018-01-01,0.628,79502477
2181,Rajasthan,2018,4,Oppo,760058,0.11952969284156699,2018-01-01,0.628,79502477
2182,Rajasthan,2018,4,Realme,293498,0.04615664303199786,2018-01-01,0.628,79502477
2183,Rajasthan,2018,4,Apple,166540,0.02619073155711086,2018-01-01,0.628,79502477
2184,Rajasthan,2018,4,OnePlus,117138,0.018421579879529554,2018-01-01,0.628,79502477
2185,Rajasthan,2018,4,Huawei,115507,0.018165082442459495,2018-01-01,0.628,79502477
2186,Rajasthan,2018,4,Motorola,107515,0.01690822927442521,2018-01-01,0.628,79502477
2187,Rajasthan,2018,4,Gionee,106066,0.01668035386895953,2018-01-01,0.628,79502477
2188,Rajasthan,2018,4,Others,691249,0.10870852046428081,2018-01-01,0.628,79502477
2189,Rajasthan,2020,3,Xiaomi,3353468,0.2240213576859265,2020-01-01,0.628,79502477
2190,Rajasthan,2020,3,Vivo,3346801,0.22357598281081448,2020-01-01,0.628,79502477
2191,Rajasthan,2020,3,Samsung,2973921,0.19866652076915245,2020-01-01,0.628,79502477
2192,Rajasthan,2020,3,Oppo,2001908,0.13373324216074753,2020-01-01,0.628,79502477
2193,Rajasthan,2020,3,Realme,784695,0.05241989464916858,2020-01-01,0.628,79502477
2194,Rajasthan,2020,3,Apple,302588,0.020213753218897308,2020-01-01,0.628,79502477
2195,Rajasthan,2020,3,Huawei,265862,0.017760350239541808,2020-01-01,0.628,79502477
2196,Rajasthan,2020,3,Tecno,214914,0.014356876542645763,2020-01-01,0.628,79502477
2197,Rajasthan,2020,3,OnePlus,186566,0.012463148185112415,2020-01-01,0.628,79502477
2198,Rajasthan,2020,3,Gionee,180038,0.01202705891186641,2020-01-01,0.628,79502477
2199,Rajasthan,2020,3,Others,1358651,0.09076181482612677,2020-01-01,0.628,79502477
2200,Rajasthan,2020,2,Xiaomi,3073847,0.22663138296040883,2020-01-01,0.628,79502477
2201,Rajasthan,2020,2,Vivo,2941265,0.216856256867387,2020-01-01,0.628,79502477
2202,Rajasthan,2020,2,Samsung,2715434,0.20020598382343519,2020-01-01,0.628,79502477
2203,Rajasthan,2020,2,Oppo,1799104,0.13264597346894733,2020-01-01,0.628,79502477
2204,Rajasthan,2020,2,Realme,689124,0.05080836006190574,2020-01-01,0.628,79502477
2205,Rajasthan,2020,2,Apple,283321,0.020888947970320575,2020-01-01,0.628,79502477
2206,Rajasthan,2020,2,Huawei,246837,0.0181990224873907,2020-01-01,0.628,79502477
2207,Rajasthan,2020,2,Tecno,183365,0.013519301232798953,2020-01-01,0.628,79502477
2208,Rajasthan,2020,2,OnePlus,177245,0.013068080315258912,2020-01-01,0.628,79502477
2209,Rajasthan,2020,2,Gionee,172589,0.012724798519169626,2020-01-01,0.628,79502477
2210,Rajasthan,2020,2,Others,1281070,0.09445189229297715,2020-01-01,0.628,79502477
2211,Rajasthan,2020,1,Xiaomi,2776323,0.22865350694812484,2020-01-01,0.628,79502477
2212,Rajasthan,2020,1,Vivo,2582003,0.21264962358507247,2020-01-01,0.628,79502477
2213,Rajasthan,2020,1,Samsung,2440121,0.20096444975161942,2020-01-01,0.628,79502477
2214,Rajasthan,2020,1,Oppo,1591219,0.13105024331552498,2020-01-01,0.628,79502477
2215,Rajasthan,2020,1,Realme,608298,0.05009844710775023,2020-01-01,0.628,79502477
2216,Rajasthan,2020,1,Apple,267588,0.022038118265502546,2020-01-01,0.628,79502477
2217,Rajasthan,2020,1,Huawei,225019,0.01853220373852758,2020-01-01,0.628,79502477
2218,Rajasthan,2020,1,OnePlus,170114,0.014010316047870982,2020-01-01,0.628,79502477
2219,Rajasthan,2020,1,Gionee,158979,0.013093255316872691,2020-01-01,0.628,79502477
2220,Rajasthan,2020,1,Motorola,156126,0.012858286815252742,2020-01-01,0.628,79502477
2221,Rajasthan,2020,1,Others,1166263,0.09605154910788151,2020-01-01,0.628,79502477
2222,Rajasthan,2020,4,Vivo,3720519,0.22784043400242532,2020-01-01,0.628,79502477
2223,Rajasthan,2020,4,Xiaomi,3613815,0.22130600005119572,2020-01-01,0.628,79502477
2224,Rajasthan,2020,4,Samsung,3222360,0.19733373244755778,2020-01-01,0.628,79502477
2225,Rajasthan,2020,4,Oppo,2201891,0.13484134903384024,2020-01-01,0.628,79502477
2226,Rajasthan,2020,4,Realme,880750,0.05393614768467413,2020-01-01,0.628,79502477
2227,Rajasthan,2020,4,Apple,323405,0.019804961500950367,2020-01-01,0.628,79502477
2228,Rajasthan,2020,4,Huawei,283175,0.017341321170147708,2020-01-01,0.628,79502477
2229,Rajasthan,2020,4,Tecno,259273,0.015877589348451335,2020-01-01,0.628,79502477
2230,Rajasthan,2020,4,OnePlus,195918,0.011997799809351103,2020-01-01,0.628,79502477
2231,Rajasthan,2020,4,Gionee,188604,0.01154989860677863,2020-01-01,0.628,79502477
2232,Rajasthan,2020,4,Others,1439784,0.0881707663446277,2020-01-01,0.628,79502477
2233,Rajasthan,2022,1,Vivo,6252325,0.2672064280746705,2022-01-01,0.628,79502477
2234,Rajasthan,2022,1,Xiaomi,4620642,0.1974729791288523,2022-01-01,0.628,79502477
2235,Rajasthan,2022,1,Samsung,3887688,0.16614862854198392,2022-01-01,0.628,79502477
2236,Rajasthan,2022,1,Oppo,3333119,0.14244794094002114,2022-01-01,0.628,79502477
2237,Rajasthan,2022,1,Realme,1857144,0.07936900507576075,2022-01-01,0.628,79502477
2238,Rajasthan,2022,1,Tecno,613379,0.026214058233699194,2022-01-01,0.628,79502477
2239,Rajasthan,2022,1,Apple,510886,0.02183380153996411,2022-01-01,0.628,79502477
2240,Rajasthan,2022,1,OnePlus,385558,0.016477642476297027,2022-01-01,0.628,79502477
2241,Rajasthan,2022,1,Huawei,284638,0.01216461128849157,2022-01-01,0.628,79502477
2242,Rajasthan,2022,1,Motorola,189003,0.008077445834213184,2022-01-01,0.628,79502477
2243,Rajasthan,2022,1,Others,1464475,0.06258745886604632,2022-01-01,0.628,79502477
2244,Goa,2019,3,Xiaomi,81621,0.25732201744043076,2019-01-01,0.763,1521992
2245,Goa,2019,3,Samsung,66756,0.21045795317692012,2019-01-01,0.763,1521992
2246,Goa,2019,3,Vivo,41691,0.13143691242583402,2019-01-01,0.763,1521992
2247,Goa,2019,3,Oppo,29561,0.09319533156364875,2019-01-01,0.763,1521992
2248,Goa,2019,3,Apple,16481,0.05195873818546379,2019-01-01,0.763,1521992
2249,Goa,2019,3,Realme,14157,0.04463199177790248,2019-01-01,0.763,1521992
2250,Goa,2019,3,OnePlus,13220,0.0416779636437007,2019-01-01,0.763,1521992
2251,Goa,2019,3,Motorola,11738,0.03700574411874121,2019-01-01,0.763,1521992
2252,Goa,2019,3,Huawei,6882,0.02169650119485236,2019-01-01,0.763,1521992
2253,Goa,2019,3,Lenovo,6410,0.02020845287111358,2019-01-01,0.763,1521992
2254,Goa,2019,3,Others,28677,0.0904083936013922,2019-01-01,0.763,1521992
2255,Goa,2019,2,Xiaomi,72286,0.2591453359145336,2019-01-01,0.763,1521992
2256,Goa,2019,2,Samsung,58572,0.2099806409980641,2019-01-01,0.763,1521992
2257,Goa,2019,2,Vivo,35425,0.12699863769986378,2019-01-01,0.763,1521992
2258,Goa,2019,2,Oppo,25325,0.0907901340790134,2019-01-01,0.763,1521992
2259,Goa,2019,2,Apple,14770,0.05295045529504553,2019-01-01,0.763,1521992
2260,Goa,2019,2,Realme,12215,0.04379077937907794,2019-01-01,0.763,1521992
2261,Goa,2019,2,OnePlus,12033,0.04313830931383093,2019-01-01,0.763,1521992
2262,Goa,2019,2,Motorola,10716,0.03841686384168638,2019-01-01,0.763,1521992
2263,Goa,2019,2,Lenovo,6125,0.02195812719581272,2019-01-01,0.763,1521992
2264,Goa,2019,2,Huawei,5990,0.021474152147415215,2019-01-01,0.763,1521992
2265,Goa,2019,2,Others,25483,0.09135656413565642,2019-01-01,0.763,1521992
2266,Goa,2019,1,Xiaomi,62065,0.26061087036850417,2019-01-01,0.763,1521992
2267,Goa,2019,1,Samsung,49562,0.20811078638852498,2019-01-01,0.763,1521992
2268,Goa,2019,1,Vivo,29218,0.12268635157378481,2019-01-01,0.763,1521992
2269,Goa,2019,1,Oppo,20988,0.08812859014410965,2019-01-01,0.763,1521992
2270,Goa,2019,1,Apple,12909,0.05420487755719037,2019-01-01,0.763,1521992
2271,Goa,2019,1,OnePlus,10892,0.04573549665759683,2019-01-01,0.763,1521992
2272,Goa,2019,1,Realme,10545,0.04427844401894589,2019-01-01,0.763,1521992
2273,Goa,2019,1,Motorola,9355,0.03928163525815446,2019-01-01,0.763,1521992
2274,Goa,2019,1,Lenovo,5440,0.022842554335046526,2019-01-01,0.763,1521992
2275,Goa,2019,1,Huawei,5049,0.021200745742215057,2019-01-01,0.763,1521992
2276,Goa,2019,1,Others,22129,0.0929196479559273,2019-01-01,0.763,1521992
2277,Goa,2019,4,Xiaomi,90791,0.25680109518987626,2019-01-01,0.763,1521992
2278,Goa,2019,4,Samsung,74339,0.2102668393928937,2019-01-01,0.763,1521992
2279,Goa,2019,4,Vivo,48072,0.13597099104501253,2019-01-01,0.763,1521992
2280,Goa,2019,4,Oppo,34061,0.09634107018605782,2019-01-01,0.763,1521992
2281,Goa,2019,4,Apple,17817,0.05039513952922675,2019-01-01,0.763,1521992
2282,Goa,2019,4,Realme,16393,0.0463673751081896,2019-01-01,0.763,1521992
2283,Goa,2019,4,OnePlus,14159,0.0400485368240625,2019-01-01,0.763,1521992
2284,Goa,2019,4,Motorola,12521,0.035415476345369484,2019-01-01,0.763,1521992
2285,Goa,2019,4,Huawei,7674,0.021705803488089245,2019-01-01,0.763,1521992
2286,Goa,2019,4,Lenovo,6696,0.018939543934876932,2019-01-01,0.763,1521992
2287,Goa,2019,4,Others,31023,0.08774812895634514,2019-01-01,0.763,1521992
2288,Goa,2021,3,Xiaomi,163235,0.2498018235295918,2021-01-01,0.763,1521992
2289,Goa,2021,3,Samsung,135615,0.20753437864407506,2021-01-01,0.763,1521992
2290,Goa,2021,3,Vivo,103139,0.1578356986983096,2021-01-01,0.763,1521992
2291,Goa,2021,3,Oppo,69841,0.10687909551952841,2021-01-01,0.763,1521992
2292,Goa,2021,3,Realme,45087,0.06899754842698383,2021-01-01,0.763,1521992
2293,Goa,2021,3,Apple,29989,0.04589277352178717,2021-01-01,0.763,1521992
2294,Goa,2021,3,OnePlus,22136,0.03387516871780589,2021-01-01,0.763,1521992
2295,Goa,2021,3,Motorola,15824,0.02421578739567042,2021-01-01,0.763,1521992
2296,Goa,2021,3,Huawei,11214,0.017161011113185545,2021-01-01,0.763,1521992
2297,Goa,2021,3,Tecno,7719,0.011812541892516428,2021-01-01,0.763,1521992
2298,Goa,2021,3,Others,49659,0.07599417254054583,2021-01-01,0.763,1521992
2299,Goa,2021,2,Xiaomi,152107,0.24972172331252687,2021-01-01,0.763,1521992
2300,Goa,2021,2,Samsung,129938,0.21332575939163298,2021-01-01,0.763,1521992
2301,Goa,2021,2,Vivo,94216,0.15467915272546978,2021-01-01,0.763,1521992
2302,Goa,2021,2,Oppo,64685,0.10619662259114176,2021-01-01,0.763,1521992
2303,Goa,2021,2,Realme,37973,0.06234218674582093,2021-01-01,0.763,1521992
2304,Goa,2021,2,Apple,28049,0.04604945608810289,2021-01-01,0.763,1521992
2305,Goa,2021,2,OnePlus,19803,0.03251158254885028,2021-01-01,0.763,1521992
2306,Goa,2021,2,Motorola,15937,0.026164575623947226,2021-01-01,0.763,1521992
2307,Goa,2021,2,Huawei,11315,0.018576405420403015,2021-01-01,0.763,1521992
2308,Goa,2021,2,Lenovo,7861,0.01290579964735202,2021-01-01,0.763,1521992
2309,Goa,2021,2,Others,47222,0.07752673590475222,2021-01-01,0.763,1521992
2310,Goa,2021,1,Xiaomi,142193,0.24944608664380258,2021-01-01,0.763,1521992
2311,Goa,2021,1,Samsung,123133,0.21600954327365862,2021-01-01,0.763,1521992
2312,Goa,2021,1,Vivo,87010,0.15263975019077775,2021-01-01,0.763,1521992
2313,Goa,2021,1,Oppo,60381,0.10592507477611024,2021-01-01,0.763,1521992
2314,Goa,2021,1,Realme,31824,0.055828150903014725,2021-01-01,0.763,1521992
2315,Goa,2021,1,Apple,26139,0.04585507907409194,2021-01-01,0.763,1521992
2316,Goa,2021,1,OnePlus,18577,0.032589226977290865,2021-01-01,0.763,1521992
2317,Goa,2021,1,Motorola,15944,0.027970212355381687,2021-01-01,0.763,1521992
2318,Goa,2021,1,Huawei,11414,0.020023331900672767,2021-01-01,0.763,1521992
2319,Goa,2021,1,Lenovo,8178,0.014346487496381802,2021-01-01,0.763,1521992
2320,Goa,2021,1,Others,45242,0.079367056408817,2021-01-01,0.763,1521992
2321,Goa,2021,4,Xiaomi,172749,0.24778320601051668,2021-01-01,0.763,1521992
2322,Goa,2021,4,Samsung,141066,0.2023385706376277,2021-01-01,0.763,1521992
2323,Goa,2021,4,Vivo,110824,0.15896083926916799,2021-01-01,0.763,1521992
2324,Goa,2021,4,Oppo,75088,0.10770276744246089,2021-01-01,0.763,1521992
2325,Goa,2021,4,Realme,53598,0.07687850161651687,2021-01-01,0.763,1521992
2326,Goa,2021,4,Apple,33398,0.04790455235248387,2021-01-01,0.763,1521992
2327,Goa,2021,4,OnePlus,24355,0.034933689818095234,2021-01-01,0.763,1521992
2328,Goa,2021,4,Motorola,16068,0.023047198850221894,2021-01-01,0.763,1521992
2329,Goa,2021,4,Huawei,10899,0.01563302341726216,2021-01-01,0.763,1521992
2330,Goa,2021,4,Tecno,9081,0.013025367983499193,2021-01-01,0.763,1521992
2331,Goa,2021,4,Others,50052,0.07179228260214751,2021-01-01,0.763,1521992
2332,Goa,2018,3,Xiaomi,39803,0.2587937738130844,2018-01-01,0.763,1521992
2333,Goa,2018,3,Samsung,32023,0.2082092560564882,2018-01-01,0.763,1521992
2334,Goa,2018,3,Vivo,16778,0.10908830834449487,2018-01-01,0.763,1521992
2335,Goa,2018,3,Oppo,12470,0.08107826946333598,2018-01-01,0.763,1521992
2336,Goa,2018,3,Apple,8815,0.05731394910339267,2018-01-01,0.763,1521992
2337,Goa,2018,3,OnePlus,7931,0.05156629952796453,2018-01-01,0.763,1521992
2338,Goa,2018,3,Realme,6878,0.044719834592528054,2018-01-01,0.763,1521992
2339,Goa,2018,3,Motorola,6674,0.04339345392127541,2018-01-01,0.763,1521992
2340,Goa,2018,3,Lenovo,3860,0.025097202897231507,2018-01-01,0.763,1521992
2341,Goa,2018,3,Huawei,3053,0.01985019700654088,2018-01-01,0.763,1521992
2342,Goa,2018,3,Others,15517,0.10088945527366354,2018-01-01,0.763,1521992
2343,Goa,2018,2,Xiaomi,31481,0.2576734820829309,2018-01-01,0.763,1521992
2344,Goa,2018,2,Samsung,25483,0.20857956684728338,2018-01-01,0.763,1521992
2345,Goa,2018,2,Vivo,12317,0.10081523073649058,2018-01-01,0.763,1521992
2346,Goa,2018,2,Oppo,9547,0.07814264900879074,2018-01-01,0.763,1521992
2347,Goa,2018,2,Apple,7433,0.06083945847725375,2018-01-01,0.763,1521992
