,state,year,quarter,pincode,count,amount,registeredUsers,longitude,latitude,date,hdi,population
0,Andaman and Nicobar,2019,3,744103,5680,19906337.014255583,5218,92.6167,11.7167,2019-01-01,0.741,399001
1,Andaman and Nicobar,2019,3,744101,5606,18745152.093515635,4026,92.7026,11.6647,2019-01-01,0.741,399001
2,Andaman and Nicobar,2019,3,744104,4786,15754793.354826454,975,92.7026,11.6647,2019-01-01,0.741,399001
3,Andaman and Nicobar,2019,3,744102,3643,14572605.602745283,3250,92.7167,11.6833,2019-01-01,0.741,399001
4,Andaman and Nicobar,2019,3,744105,3512,11767223.99688773,3920,92.7333,11.6,2019-01-01,0.741,399001
5,Andaman and Nicobar,2019,3,744202,1417,3875602.0982028744,982,92.9389,13.2667,2019-01-01,0.741,399001
6,Andaman and Nicobar,2019,3,744301,1402,6195496.621729916,575,92.94396,9.1833,2019-01-01,0.741,399001
7,Andaman and Nicobar,2019,3,744211,1118,2983697.449378184,701,92.7718,12.1853,2019-01-01,0.741,399001
8,Andaman and Nicobar,2019,3,744107,914,1988299.759710987,885,92.7026,11.6647,2019-01-01,0.741,399001
9,Andaman and Nicobar,2019,3,744112,833,2198831.6919406196,765,92.7026,11.6647,2019-01-01,0.741,399001
10,Andaman and Nicobar,2019,2,744104,6142,15625676.560883244,878,92.7026,11.6647,2019-01-01,0.741,399001
11,Andaman and Nicobar,2019,2,744103,5847,23751450.067206983,4748,92.6167,11.7167,2019-01-01,0.741,399001
12,Andaman and Nicobar,2019,2,744101,4863,19061125.41121897,3631,92.7026,11.6647,2019-01-01,0.741,399001
13,Andaman and Nicobar,2019,2,744102,4120,18948733.987097777,3008,92.7167,11.6833,2019-01-01,0.741,399001
14,Andaman and Nicobar,2019,2,744105,3500,13418692.199162653,3547,92.7333,11.6,2019-01-01,0.741,399001
15,Andaman and Nicobar,2019,2,744202,1153,3619993.3910789257,885,92.9389,13.2667,2019-01-01,0.741,399001
16,Andaman and Nicobar,2019,2,744107,1124,2967445.3902032813,787,92.7026,11.6647,2019-01-01,0.741,399001
17,Andaman and Nicobar,2019,2,744211,1047,3168331.9917352106,633,92.7718,12.1853,2019-01-01,0.741,399001
18,Andaman and Nicobar,2019,2,744301,1007,4849284.51925976,534,92.94396,9.1833,2019-01-01,0.741,399001
19,Andaman and Nicobar,2019,2,744112,763,2928099.608406143,672,92.7026,11.6647,2019-01-01,0.741,399001
20,Andaman and Nicobar,2019,1,744103,5742,19401964.77965755,4136,92.6167,11.7167,2019-01-01,0.741,399001
21,Andaman and Nicobar,2019,1,744101,5156,15501306.227195919,3030,92.7026,11.6647,2019-01-01,0.741,399001
22,Andaman and Nicobar,2019,1,744102,3925,16683547.094795756,2667,92.7167,11.6833,2019-01-01,0.741,399001
23,Andaman and Nicobar,2019,1,744105,3553,11588669.48032856,2994,92.7333,11.6,2019-01-01,0.741,399001
24,Andaman and Nicobar,2019,1,744104,2833,9141657.219605077,756,92.7026,11.6647,2019-01-01,0.741,399001
25,Andaman and Nicobar,2019,1,744211,1511,5794838.401831552,524,92.7718,12.1853,2019-01-01,0.741,399001
26,Andaman and Nicobar,2019,1,744202,1112,3613381.294736007,753,92.9389,13.2667,2019-01-01,0.741,399001
27,Andaman and Nicobar,2019,1,744107,1029,3592930.2975779255,667,92.7026,11.6647,2019-01-01,0.741,399001
28,Andaman and Nicobar,2019,1,744301,920,4652963.41114777,488,92.94396,9.1833,2019-01-01,0.741,399001
29,Andaman and Nicobar,2019,1,744112,802,1893718.6537822199,585,92.7026,11.6647,2019-01-01,0.741,399001
30,Andaman and Nicobar,2019,4,744104,6633,20626642.701508522,1062,92.7026,11.6647,2019-01-01,0.741,399001
31,Andaman and Nicobar,2019,4,744101,5282,23247752.473849062,4321,92.7026,11.6647,2019-01-01,0.741,399001
32,Andaman and Nicobar,2019,4,744103,4840,19792507.955761045,5637,92.6167,11.7167,2019-01-01,0.741,399001
33,Andaman and Nicobar,2019,4,744105,3528,15302141.17488026,4277,92.7333,11.6,2019-01-01,0.741,399001
34,Andaman and Nicobar,2019,4,744102,3237,15350444.97320769,3485,92.7167,11.6833,2019-01-01,0.741,399001
35,Andaman and Nicobar,2019,4,744202,1783,5800016.5561128855,1087,92.9389,13.2667,2019-01-01,0.741,399001
36,Andaman and Nicobar,2019,4,744211,1596,7908264.721918669,783,92.7718,12.1853,2019-01-01,0.741,399001
37,Andaman and Nicobar,2019,4,744301,1549,7056478.928838715,611,92.94396,9.1833,2019-01-01,0.741,399001
38,Andaman and Nicobar,2019,4,744107,777,3030368.911900454,953,92.7026,11.6647,2019-01-01,0.741,399001
39,Andaman and Nicobar,2021,3,744101,116324,388328168.7639693,10866,92.7026,11.6647,2021-01-01,0.741,399001
40,Andaman and Nicobar,2021,3,744103,84790,246433385.80990067,13198,92.6167,11.7167,2021-01-01,0.741,399001
41,Andaman and Nicobar,2021,3,744105,67257,185238368.4767078,11480,92.7333,11.6,2021-01-01,0.741,399001
42,Andaman and Nicobar,2021,3,744102,43850,131239564.16909727,7313,92.7167,11.6833,2021-01-01,0.741,399001
43,Andaman and Nicobar,2021,3,744202,19088,48475163.574293144,3543,92.9389,13.2667,2021-01-01,0.741,399001
44,Andaman and Nicobar,2021,3,744107,16203,37962312.09641009,3027,92.7026,11.6647,2021-01-01,0.741,399001
45,Andaman and Nicobar,2021,3,744104,14657,35301326.114471875,2777,92.7026,11.6647,2021-01-01,0.741,399001
46,Andaman and Nicobar,2021,3,744112,11565,28491553.61094001,2250,92.7026,11.6647,2021-01-01,0.741,399001
47,Andaman and Nicobar,2021,3,744211,9655,19497765.257140517,2055,92.7718,12.1853,2021-01-01,0.741,399001
48,Andaman and Nicobar,2021,2,744101,73334,227585492.7414593,10120,92.7026,11.6647,2021-01-01,0.741,399001
49,Andaman and Nicobar,2021,2,744103,66321,174752815.1688521,12268,92.6167,11.7167,2021-01-01,0.741,399001
50,Andaman and Nicobar,2021,2,744105,52645,134835744.22049245,10668,92.7333,11.6,2021-01-01,0.741,399001
51,Andaman and Nicobar,2021,2,744102,34289,100890426.76234055,6837,92.7167,11.6833,2021-01-01,0.741,399001
52,Andaman and Nicobar,2021,2,744202,16476,40647907.96960775,3261,92.9389,13.2667,2021-01-01,0.741,399001
53,Andaman and Nicobar,2021,2,744107,14524,24690581.539094776,2783,92.7026,11.6647,2021-01-01,0.741,399001
54,Andaman and Nicobar,2021,2,744104,11278,28333852.06159348,2573,92.7026,11.6647,2021-01-01,0.741,399001
55,Andaman and Nicobar,2021,2,744211,10182,20377949.346094526,1904,92.7718,12.1853,2021-01-01,0.741,399001
56,Andaman and Nicobar,2021,2,744112,9635,21637658.167199604,2083,92.7026,11.6647,2021-01-01,0.741,399001
57,Andaman and Nicobar,2021,1,744101,55726,190830957.0606181,9457,92.7026,11.6647,2021-01-01,0.741,399001
58,Andaman and Nicobar,2021,1,744103,47328,158404100.7854989,11416,92.6167,11.7167,2021-01-01,0.741,399001
59,Andaman and Nicobar,2021,1,744105,35467,111571687.43195169,9934,92.7333,11.6,2021-01-01,0.741,399001
60,Andaman and Nicobar,2021,1,744102,23957,80750048.8238959,6395,92.7167,11.6833,2021-01-01,0.741,399001
61,Andaman and Nicobar,2021,1,744211,10648,34956327.94105429,1774,92.7718,12.1853,2021-01-01,0.741,399001
62,Andaman and Nicobar,2021,1,744202,10597,28127629.877961583,3005,92.9389,13.2667,2021-01-01,0.741,399001
63,Andaman and Nicobar,2021,1,744107,8848,19627951.469969153,2586,92.7026,11.6647,2021-01-01,0.741,399001
64,Andaman and Nicobar,2021,1,744104,8799,27854306.51949638,2383,92.7026,11.6647,2021-01-01,0.741,399001
65,Andaman and Nicobar,2021,1,744112,7113,21084790.0528014,1940,92.7026,11.6647,2021-01-01,0.741,399001
66,Andaman and Nicobar,2021,4,744101,165719,533026207.9731797,11623,92.7026,11.6647,2021-01-01,0.741,399001
67,Andaman and Nicobar,2021,4,744103,121613,372243734.27985656,14127,92.6167,11.7167,2021-01-01,0.741,399001
68,Andaman and Nicobar,2021,4,744105,95028,281223411.7435058,12300,92.7333,11.6,2021-01-01,0.741,399001
69,Andaman and Nicobar,2021,4,744102,58258,174623253.47653326,7813,92.7167,11.6833,2021-01-01,0.741,399001
70,Andaman and Nicobar,2021,4,744211,27938,94222862.10725296,2200,92.7718,12.1853,2021-01-01,0.741,399001
71,Andaman and Nicobar,2021,4,744104,25662,69245386.0816525,2962,92.7026,11.6647,2021-01-01,0.741,399001
72,Andaman and Nicobar,2021,4,744202,21913,67790798.04849821,3815,92.9389,13.2667,2021-01-01,0.741,399001
73,Andaman and Nicobar,2021,4,744107,21397,52036029.9980372,3247,92.7026,11.6647,2021-01-01,0.741,399001
74,Andaman and Nicobar,2021,4,744112,18915,55448543.43365714,2411,92.7026,11.6647,2021-01-01,0.741,399001
75,Andaman and Nicobar,2018,3,744101,3462,10833893.444488766,1978,92.7026,11.6647,2018-01-01,0.741,399001
76,Andaman and Nicobar,2018,3,744103,3182,10184154.358592123,2741,92.6167,11.7167,2018-01-01,0.741,399001
77,Andaman and Nicobar,2018,3,744102,2224,10365275.479700703,1803,92.7167,11.6833,2018-01-01,0.741,399001
78,Andaman and Nicobar,2018,3,744105,1613,5152534.080403434,1935,92.7333,11.6,2018-01-01,0.741,399001
79,Andaman and Nicobar,2018,3,744104,1029,2588077.6866583927,507,92.7026,11.6647,2018-01-01,0.741,399001
80,Andaman and Nicobar,2018,3,744301,975,4256576.349618757,372,92.94396,9.1833,2018-01-01,0.741,399001
81,Andaman and Nicobar,2018,3,744112,579,1145815.7801705198,388,92.7026,11.6647,2018-01-01,0.741,399001
82,Andaman and Nicobar,2018,3,744107,547,1492405.302862124,384,92.7026,11.6647,2018-01-01,0.741,399001
83,Andaman and Nicobar,2018,3,744202,341,2099404.0789861116,446,92.9389,13.2667,2018-01-01,0.741,399001
84,Andaman and Nicobar,2018,2,744101,2701,6310089.917084678,1521,92.7026,11.6647,2018-01-01,0.741,399001
85,Andaman and Nicobar,2018,2,744103,1965,4752146.698501162,2188,92.6167,11.7167,2018-01-01,0.741,399001
86,Andaman and Nicobar,2018,2,744102,1525,5810267.574788321,1419,92.7167,11.6833,2018-01-01,0.741,399001
87,Andaman and Nicobar,2018,2,744105,997,2200332.971862734,1492,92.7333,11.6,2018-01-01,0.741,399001
88,Andaman and Nicobar,2018,2,744301,767,1953749.3787199226,273,92.94396,9.1833,2018-01-01,0.741,399001
89,Andaman and Nicobar,2018,2,744104,659,1650346.1906506256,396,92.7026,11.6647,2018-01-01,0.741,399001
90,Andaman and Nicobar,2018,2,744107,594,1601569.9821441039,293,92.7026,11.6647,2018-01-01,0.741,399001
91,Andaman and Nicobar,2018,2,744112,432,578829.1795229593,299,92.7026,11.6647,2018-01-01,0.741,399001
92,Andaman and Nicobar,2018,2,744202,405,626523.9803147907,343,92.9389,13.2667,2018-01-01,0.741,399001
93,Andaman and Nicobar,2018,1,744101,1622,2769297.9039997994,1108,92.7026,11.6647,2018-01-01,0.741,399001
94,Andaman and Nicobar,2018,1,744103,1223,2238041.8716124697,1608,92.6167,11.7167,2018-01-01,0.741,399001
95,Andaman and Nicobar,2018,1,744102,969,3519059.937562449,1006,92.7167,11.6833,2018-01-01,0.741,399001
96,Andaman and Nicobar,2018,1,744105,685,1298560.9515503529,1075,92.7333,11.6,2018-01-01,0.741,399001
97,Andaman and Nicobar,2018,1,744104,340,1039715.3111450541,272,92.7026,11.6647,2018-01-01,0.741,399001
98,Andaman and Nicobar,2018,1,744107,302,556059.5308556345,196,92.7026,11.6647,2018-01-01,0.741,399001
99,Andaman and Nicobar,2018,1,744301,283,445739.1633851439,207,92.94396,9.1833,2018-01-01,0.741,399001
100,Andaman and Nicobar,2018,1,744112,269,333709.56700413954,215,92.7026,11.6647,2018-01-01,0.741,399001
101,Andaman and Nicobar,2018,1,744202,193,238914.01667155625,237,92.9389,13.2667,2018-01-01,0.741,399001
102,Andaman and Nicobar,2018,4,744101,4674,16392855.280625317,2498,92.7026,11.6647,2018-01-01,0.741,399001
103,Andaman and Nicobar,2018,4,744103,4576,17022520.257624768,3373,92.6167,11.7167,2018-01-01,0.741,399001
104,Andaman and Nicobar,2018,4,744102,3306,17019977.183053624,2231,92.7167,11.6833,2018-01-01,0.741,399001
105,Andaman and Nicobar,2018,4,744105,2513,9935282.832151461,2416,92.7333,11.6,2018-01-01,0.741,399001
106,Andaman and Nicobar,2018,4,744104,1432,6091757.917089159,634,92.7026,11.6647,2018-01-01,0.741,399001
107,Andaman and Nicobar,2018,4,744211,1225,3451359.606027063,433,92.7718,12.1853,2018-01-01,0.741,399001
108,Andaman and Nicobar,2018,4,744301,928,4606293.657525641,425,92.94396,9.1833,2018-01-01,0.741,399001
109,Andaman and Nicobar,2018,4,744112,759,2208675.0435713646,496,92.7026,11.6647,2018-01-01,0.741,399001
110,Andaman and Nicobar,2018,4,744107,747,1825659.5128978956,548,92.7026,11.6647,2018-01-01,0.741,399001
111,Andaman and Nicobar,2018,4,744202,702,3797054.1677634423,554,92.9389,13.2667,2018-01-01,0.741,399001
112,Andaman and Nicobar,2020,3,744101,24386,100439119.66860783,6881,92.7026,11.6647,2020-01-01,0.741,399001
113,Andaman and Nicobar,2020,3,744103,21272,60332278.69396809,8318,92.6167,11.7167,2020-01-01,0.741,399001
114,Andaman and Nicobar,2020,3,744105,17166,44061506.56273589,7007,92.7333,11.6,2020-01-01,0.741,399001
115,Andaman and Nicobar,2020,3,744102,13934,43077189.842844136,4919,92.7167,11.6833,2020-01-01,0.741,399001
116,Andaman and Nicobar,2020,3,744202,5779,11975748.707876923,1965,92.9389,13.2667,2020-01-01,0.741,399001
117,Andaman and Nicobar,2020,3,744107,4753,7628018.669464628,1710,92.7026,11.6647,2020-01-01,0.741,399001
118,Andaman and Nicobar,2020,3,744104,3468,7353834.51320935,1718,92.7026,11.6647,2020-01-01,0.741,399001
119,Andaman and Nicobar,2020,3,744112,3422,6067986.696111794,1372,92.7026,11.6647,2020-01-01,0.741,399001
120,Andaman and Nicobar,2020,3,744205,2991,7535645.788593667,1008,92.90771428571428,12.503,2020-01-01,0.741,399001
121,Andaman and Nicobar,2020,2,744101,11868,48293323.21851964,5365,92.7026,11.6647,2020-01-01,0.741,399001
122,Andaman and Nicobar,2020,2,744103,10035,26197535.98945152,6804,92.6167,11.7167,2020-01-01,0.741,399001
123,Andaman and Nicobar,2020,2,744105,9341,23203019.858980607,5479,92.7333,11.6,2020-01-01,0.741,399001
124,Andaman and Nicobar,2020,2,744102,6012,17786750.907515876,4066,92.7167,11.6833,2020-01-01,0.741,399001
125,Andaman and Nicobar,2020,2,744202,3722,8924121.010762567,1475,92.9389,13.2667,2020-01-01,0.741,399001
126,Andaman and Nicobar,2020,2,744107,2555,3980470.6853698147,1252,92.7026,11.6647,2020-01-01,0.741,399001
127,Andaman and Nicobar,2020,2,744211,2045,3319717.6328789736,1036,92.7718,12.1853,2020-01-01,0.741,399001
128,Andaman and Nicobar,2020,2,744205,1847,4459064.90732021,806,92.90771428571428,12.503,2020-01-01,0.741,399001
129,Andaman and Nicobar,2020,2,744104,1840,3334591.822304932,1333,92.7026,11.6647,2020-01-01,0.741,399001
130,Andaman and Nicobar,2020,1,744101,11793,58229349.02415232,4689,92.7026,11.6647,2020-01-01,0.741,399001
131,Andaman and Nicobar,2020,1,744103,5870,22009443.073053975,6108,92.6167,11.7167,2020-01-01,0.741,399001
132,Andaman and Nicobar,2020,1,744105,4635,16774043.311987936,4684,92.7333,11.6,2020-01-01,0.741,399001
133,Andaman and Nicobar,2020,1,744102,3820,14517706.12269676,3727,92.7167,11.6833,2020-01-01,0.741,399001
134,Andaman and Nicobar,2020,1,744211,1837,8425387.79004211,886,92.7718,12.1853,2020-01-01,0.741,399001
135,Andaman and Nicobar,2020,1,744301,1819,6901162.107519586,669,92.94396,9.1833,2020-01-01,0.741,399001
136,Andaman and Nicobar,2020,1,744202,1794,5037742.395579022,1216,92.9389,13.2667,2020-01-01,0.741,399001
137,Andaman and Nicobar,2020,1,744104,1302,5293130.290633954,1154,92.7026,11.6647,2020-01-01,0.741,399001
138,Andaman and Nicobar,2020,1,744107,1043,2990354.4448547475,1062,92.7026,11.6647,2020-01-01,0.741,399001
139,Andaman and Nicobar,2020,4,744103,46884,138264791.5489212,10408,92.6167,11.7167,2020-01-01,0.741,399001
140,Andaman and Nicobar,2020,4,744101,40392,136401368.02166596,8593,92.7026,11.6647,2020-01-01,0.741,399001
141,Andaman and Nicobar,2020,4,744105,34410,87838226.93633425,8962,92.7333,11.6,2020-01-01,0.741,399001
142,Andaman and Nicobar,2020,4,744102,26694,76348598.32238364,5882,92.7167,11.6833,2020-01-01,0.741,399001
143,Andaman and Nicobar,2020,4,744202,10949,25543799.074759968,2711,92.9389,13.2667,2020-01-01,0.741,399001
144,Andaman and Nicobar,2020,4,744107,9743,18083250.19055397,2346,92.7026,11.6647,2020-01-01,0.741,399001
145,Andaman and Nicobar,2020,4,744104,7654,19126095.533284884,2167,92.7026,11.6647,2020-01-01,0.741,399001
146,Andaman and Nicobar,2020,4,744112,7016,15890275.050448488,1761,92.7026,11.6647,2020-01-01,0.741,399001
147,Andaman and Nicobar,2020,4,744205,5118,12002695.281042248,1346,92.90771428571428,12.503,2020-01-01,0.741,399001
148,Andaman and Nicobar,2022,1,744101,209941,615978080.6944855,12300,92.7026,11.6647,2022-01-01,0.741,399001
149,Andaman and Nicobar,2022,1,744103,157230,399715980.1391735,15011,92.6167,11.7167,2022-01-01,0.741,399001
150,Andaman and Nicobar,2022,1,744105,122716,321850608.7396423,13070,92.7333,11.6,2022-01-01,0.741,399001
151,Andaman and Nicobar,2022,1,744102,74883,193336549.94178736,8271,92.7167,11.6833,2022-01-01,0.741,399001
152,Andaman and Nicobar,2022,1,744104,32471,72915521.83614868,3146,92.7026,11.6647,2022-01-01,0.741,399001
153,Andaman and Nicobar,2022,1,744211,30272,86955570.58655271,2344,92.7718,12.1853,2022-01-01,0.741,399001
154,Andaman and Nicobar,2022,1,744107,25379,58776727.62636636,3455,92.7026,11.6647,2022-01-01,0.741,399001
155,Andaman and Nicobar,2022,1,744202,24022,68519268.77643085,4107,92.9389,13.2667,2022-01-01,0.741,399001
156,Andaman and Nicobar,2022,1,744112,23471,55469783.6622991,2552,92.7026,11.6647,2022-01-01,0.741,399001
157,Bihar,2019,3,800001,867610,1505767492.000131,194197,85.1171,25.5891,2019-01-01,0.574,128500364
158,Bihar,2019,3,800006,832126,897172231.182941,131686,85.2322,25.5377,2019-01-01,0.574,128500364
159,Bihar,2019,3,800020,535246,836008049.7645596,117437,85.1358,25.5831,2019-01-01,0.574,128500364
160,Bihar,2019,3,823001,300735,493995778.22179294,65720,84.7305,24.6991,2019-01-01,0.574,128500364
161,Bihar,2019,3,845401,281037,559454909.633683,85543,84.89621304347826,26.6703,2019-01-01,0.574,128500364
162,Bihar,2019,3,845438,207066,431477465.22305775,68041,84.4757525,26.766,2019-01-01,0.574,128500364
163,Bihar,2019,2,800006,752705,794003781.7386066,122307,85.2322,25.5377,2019-01-01,0.574,128500364
164,Bihar,2019,2,800001,673777,1290892313.417395,176131,85.1171,25.5891,2019-01-01,0.574,128500364
165,Bihar,2019,2,800020,455695,750429668.894284,108548,85.1358,25.5831,2019-01-01,0.574,128500364
166,Bihar,2019,2,845401,259303,504134757.3381393,76909,84.89621304347826,26.6703,2019-01-01,0.574,128500364
167,Bihar,2019,2,823001,232085,437124188.160621,59743,84.7305,24.6991,2019-01-01,0.574,128500364
168,Bihar,2019,2,845438,191190,409106444.66864777,61028,84.4757525,26.766,2019-01-01,0.574,128500364
169,Bihar,2019,1,800006,1018316,796749036.1196145,112180,85.2322,25.5377,2019-01-01,0.574,128500364
170,Bihar,2019,1,800001,722704,1136818348.2015867,155763,85.1171,25.5891,2019-01-01,0.574,128500364
171,Bihar,2019,1,800020,566441,662630946.71751,98591,85.1358,25.5831,2019-01-01,0.574,128500364
172,Bihar,2019,1,845401,331604,459319104.64926803,67473,84.89621304347826,26.6703,2019-01-01,0.574,128500364
173,Bihar,2019,1,845438,247420,385161390.19052595,53452,84.4757525,26.766,2019-01-01,0.574,128500364
174,Bihar,2019,1,823001,228702,336222326.3281404,53758,84.7305,24.6991,2019-01-01,0.574,128500364
175,Bihar,2019,4,800001,1988061,4069370988.5390196,210421,85.1171,25.5891,2019-01-01,0.574,128500364
176,Bihar,2019,4,800006,920799,932098681.7284281,141267,85.2322,25.5377,2019-01-01,0.574,128500364
177,Bihar,2019,4,800020,664261,958739054.2237579,126595,85.1358,25.5831,2019-01-01,0.574,128500364
178,Bihar,2019,4,823001,389852,618027173.63859,71999,84.7305,24.6991,2019-01-01,0.574,128500364
179,Bihar,2019,4,845401,383882,783368695.3508469,95162,84.89621304347826,26.6703,2019-01-01,0.574,128500364
180,Bihar,2019,4,845438,306174,703799750.5654192,76410,84.4757525,26.766,2019-01-01,0.574,128500364
181,Bihar,2021,3,800001,49086869,90644799090.2764,331994,85.1171,25.5891,2021-01-01,0.574,128500364
182,Bihar,2021,3,800006,2154675,2746295026.280852,215907,85.2322,25.5377,2021-01-01,0.574,128500364
183,Bihar,2021,3,800020,1925842,3513843210.046955,200899,85.1358,25.5831,2021-01-01,0.574,128500364
184,Bihar,2021,3,845401,1804737,3566298125.1719537,174765,84.89621304347826,26.6703,2021-01-01,0.574,128500364
185,Bihar,2021,3,845438,1511332,2977354343.512985,143642,84.4757525,26.766,2021-01-01,0.574,128500364
186,Bihar,2021,3,846004,1447174,2771835531.673978,106541,85.9862,25.9469,2021-01-01,0.574,128500364
187,Bihar,2021,2,800001,42836603,91781680811.21814,310396,85.1171,25.5891,2021-01-01,0.574,128500364
188,Bihar,2021,2,845401,1210441,2882777813.509632,162194,84.89621304347826,26.6703,2021-01-01,0.574,128500364
189,Bihar,2021,2,800020,1161642,2546006675.163774,187797,85.1358,25.5831,2021-01-01,0.574,128500364
190,Bihar,2021,2,845438,1057650,2452007261.5639763,133423,84.4757525,26.766,2021-01-01,0.574,128500364
191,Bihar,2021,2,800006,963330,1633775908.6278162,201509,85.2322,25.5377,2021-01-01,0.574,128500364
192,Bihar,2021,2,846004,960198,2211938496.0879173,99223,85.9862,25.9469,2021-01-01,0.574,128500364
193,Bihar,2021,1,800001,30937663,68071234953.67711,291064,85.1171,25.5891,2021-01-01,0.574,128500364
194,Bihar,2021,1,800006,1445408,2044215999.4083529,188807,85.2322,25.5377,2021-01-01,0.574,128500364
195,Bihar,2021,1,800020,1280068,2479435418.426359,176118,85.1358,25.5831,2021-01-01,0.574,128500364
196,Bihar,2021,1,845401,1055075,2464758940.0598054,151249,84.89621304347826,26.6703,2021-01-01,0.574,128500364
197,Bihar,2021,1,845438,880745,2088193313.8245957,124418,84.4757525,26.766,2021-01-01,0.574,128500364
198,Bihar,2021,1,846004,807152,1824715535.394949,92791,85.9862,25.9469,2021-01-01,0.574,128500364
199,Bihar,2021,1,823001,796129,1672251870.901363,106623,84.7305,24.6991,2021-01-01,0.574,128500364
200,Bihar,2021,4,800001,61784983,113485175570.40103,354049,85.1171,25.5891,2021-01-01,0.574,128500364
201,Bihar,2021,4,800006,2762725,3444674915.3407526,230673,85.2322,25.5377,2021-01-01,0.574,128500364
202,Bihar,2021,4,845401,2321752,4686759487.073237,187426,84.89621304347826,26.6703,2021-01-01,0.574,128500364
203,Bihar,2021,4,800020,2294503,4227392430.736985,214343,85.1358,25.5831,2021-01-01,0.574,128500364
204,Bihar,2021,4,845438,2009563,3957453691.0116835,154094,84.4757525,26.766,2021-01-01,0.574,128500364
205,Bihar,2021,4,846004,1833248,3523049809.4738984,113937,85.9862,25.9469,2021-01-01,0.574,128500364
206,Bihar,2018,3,800006,665118,534610346.8106643,82368,85.2322,25.5377,2018-01-01,0.574,128500364
207,Bihar,2018,3,800001,456327,682307785.8479953,112494,85.1171,25.5891,2018-01-01,0.574,128500364
208,Bihar,2018,3,800020,446790,456664134.69922477,72430,85.1358,25.5831,2018-01-01,0.574,128500364
209,Bihar,2018,3,823001,197591,199191313.73717746,37326,84.7305,24.6991,2018-01-01,0.574,128500364
210,Bihar,2018,3,845401,179174,236464210.74990353,45977,84.89621304347826,26.6703,2018-01-01,0.574,128500364
211,Bihar,2018,2,800006,289074,284053574.9517867,68659,85.2322,25.5377,2018-01-01,0.574,128500364
212,Bihar,2018,2,800001,251222,436289857.3300867,94711,85.1171,25.5891,2018-01-01,0.574,128500364
213,Bihar,2018,2,800020,184124,255946632.57811296,60774,85.1358,25.5831,2018-01-01,0.574,128500364
214,Bihar,2018,2,845401,105036,162911019.6857878,36977,84.89621304347826,26.6703,2018-01-01,0.574,128500364
215,Bihar,2018,2,845438,78684,121397716.48532248,28375,84.4757525,26.766,2018-01-01,0.574,128500364
216,Bihar,2018,2,842002,74853,120529274.24303168,26341,85.82208461538463,26.1511,2018-01-01,0.574,128500364
217,Bihar,2018,2,823001,71312,105788794.43860908,30395,84.7305,24.6991,2018-01-01,0.574,128500364
218,Bihar,2018,1,800006,212121,159171214.37736017,51989,85.2322,25.5377,2018-01-01,0.574,128500364
219,Bihar,2018,1,800001,177256,242740752.86075908,71092,85.1171,25.5891,2018-01-01,0.574,128500364
220,Bihar,2018,1,800020,129071,141719795.45667207,46299,85.1358,25.5831,2018-01-01,0.574,128500364
221,Bihar,2018,1,845401,76416,76205305.71023783,26349,84.89621304347826,26.6703,2018-01-01,0.574,128500364
222,Bihar,2018,1,842002,57670,62632203.02038415,20024,85.82208461538463,26.1511,2018-01-01,0.574,128500364
223,Bihar,2018,1,845438,56011,62629397.884726554,20223,84.4757525,26.766,2018-01-01,0.574,128500364
224,Bihar,2018,1,823001,51768,56179994.08014351,22311,84.7305,24.6991,2018-01-01,0.574,128500364
225,Bihar,2018,1,842001,46883,60539500.78249085,20084,87.2088125,25.4316,2018-01-01,0.574,128500364
226,Bihar,2018,4,800006,609082,621980077.1833534,97937,85.2322,25.5377,2018-01-01,0.574,128500364
227,Bihar,2018,4,800001,473734,895379122.1504146,134254,85.1171,25.5891,2018-01-01,0.574,128500364
228,Bihar,2018,4,800020,374925,529771138.91346085,86072,85.1358,25.5831,2018-01-01,0.574,128500364
229,Bihar,2018,4,845401,214245,350163438.0688036,56938,84.89621304347826,26.6703,2018-01-01,0.574,128500364
230,Bihar,2018,4,823001,147970,238003492.19729108,46023,84.7305,24.6991,2018-01-01,0.574,128500364
231,Bihar,2018,4,845438,141044,280612315.0962795,44617,84.4757525,26.766,2018-01-01,0.574,128500364
232,Bihar,2020,3,800001,14656027,41210183921.21666,254577,85.1171,25.5891,2020-01-01,0.574,128500364
233,Bihar,2020,3,800020,703982,1458184901.272843,153436,85.1358,25.5831,2020-01-01,0.574,128500364
234,Bihar,2020,3,845401,620915,1450876388.8736625,128397,84.89621304347826,26.6703,2020-01-01,0.574,128500364
235,Bihar,2020,3,845438,514159,1199048552.2123559,105491,84.4757525,26.766,2020-01-01,0.574,128500364
236,Bihar,2020,3,800006,505848,885362370.3667061,165587,85.2322,25.5377,2020-01-01,0.574,128500364
237,Bihar,2020,3,846004,460846,1163052301.3487744,79075,85.9862,25.9469,2020-01-01,0.574,128500364
238,Bihar,2020,3,823001,437681,951169380.8664488,91491,84.7305,24.6991,2020-01-01,0.574,128500364
239,Bihar,2020,2,800001,9603835,29875811977.924404,239180,85.1171,25.5891,2020-01-01,0.574,128500364
240,Bihar,2020,2,800020,459638,853125712.3196998,143564,85.1358,25.5831,2020-01-01,0.574,128500364
241,Bihar,2020,2,845438,425922,1018706621.2741323,95794,84.4757525,26.766,2020-01-01,0.574,128500364
242,Bihar,2020,2,845401,423263,933402653.321112,116500,84.89621304347826,26.6703,2020-01-01,0.574,128500364
