,state,year,quarter,pincode,count,amount,registeredUsers,longitude,latitude,date,hdi,population
739,Tripura,2020,3,799114,37844,71003467.59346402,11221,91.3298,23.4955,2020-01-01,0.658,4184959
740,Tripura,2020,3,799002,37641,64303225.30132322,11419,91.356,23.6182,2020-01-01,0.658,4184959
741,Tripura,2020,3,799004,36340,54457731.927102,10988,91.356,23.6182,2020-01-01,0.658,4184959
742,Tripura,2020,3,799007,34436,58279661.01278485,9861,91.356,23.6182,2020-01-01,0.658,4184959
743,Tripura,2020,3,799155,33249,56454838.99751498,10417,91.4541,23.2518,2020-01-01,0.658,4184959
744,Tripura,2020,2,799001,86161,231777951.65221855,23830,91.356,23.6182,2020-01-01,0.658,4184959
745,Tripura,2020,2,799003,49958,73583848.18567409,19686,91.356,23.6182,2020-01-01,0.658,4184959
746,Tripura,2020,2,799002,37405,75110381.30976826,10419,91.356,23.6182,2020-01-01,0.658,4184959
747,Tripura,2020,2,799006,35153,60239811.171632275,11961,91.356,23.6182,2020-01-01,0.658,4184959
748,Tripura,2020,2,799102,34738,53712524.49111782,10583,91.27809666666666,23.6058,2020-01-01,0.658,4184959
749,Tripura,2020,2,799004,28839,37829268.41849456,9850,91.356,23.6182,2020-01-01,0.658,4184959
750,Tripura,2020,2,799114,28177,46398057.28751227,10138,91.3298,23.4955,2020-01-01,0.658,4184959
751,Tripura,2020,2,799155,24496,40208843.98148832,9468,91.4541,23.2518,2020-01-01,0.658,4184959
752,Tripura,2020,2,799205,23969,37261173.21177393,8237,91.6093,24.007,2020-01-01,0.658,4184959
753,Tripura,2020,2,799007,23094,40747758.57995502,9103,91.356,23.6182,2020-01-01,0.658,4184959
754,Tripura,2020,1,799001,87118,229108279.45874107,21861,91.356,23.6182,2020-01-01,0.658,4184959
755,Tripura,2020,1,799003,45792,72550846.1694471,18173,91.356,23.6182,2020-01-01,0.658,4184959
756,Tripura,2020,1,799002,38687,84034432.02631971,9526,91.356,23.6182,2020-01-01,0.658,4184959
757,Tripura,2020,1,799006,31839,54089101.86975972,10847,91.356,23.6182,2020-01-01,0.658,4184959
758,Tripura,2020,1,799102,27466,49153186.04571221,9306,91.27809666666666,23.6058,2020-01-01,0.658,4184959
759,Tripura,2020,1,799114,26389,51799357.56879772,9131,91.3298,23.4955,2020-01-01,0.658,4184959
760,Tripura,2020,1,799004,23837,37342590.53011496,8844,91.356,23.6182,2020-01-01,0.658,4184959
761,Tripura,2020,1,799007,21313,36370038.2215394,8417,91.356,23.6182,2020-01-01,0.658,4184959
762,Tripura,2020,4,799001,141329,295115359.2662865,28351,91.356,23.6182,2020-01-01,0.658,4184959
763,Tripura,2020,4,799003,82681,147151146.0687793,23114,91.356,23.6182,2020-01-01,0.658,4184959
764,Tripura,2020,4,799006,61696,108145630.55170871,14333,91.356,23.6182,2020-01-01,0.658,4184959
765,Tripura,2020,4,799002,55560,100535797.21030375,12369,91.356,23.6182,2020-01-01,0.658,4184959
766,Tripura,2020,4,799102,52786,111685943.64403538,12945,91.27809666666666,23.6058,2020-01-01,0.658,4184959
767,Tripura,2020,4,799114,47263,92896210.52195582,12123,91.3298,23.4955,2020-01-01,0.658,4184959
768,Tripura,2020,4,799007,46192,84813177.69154394,10586,91.356,23.6182,2020-01-01,0.658,4184959
769,Tripura,2020,4,799004,43651,71000220.55746494,11861,91.356,23.6182,2020-01-01,0.658,4184959
770,Tripura,2020,4,799155,38763,70106158.70082445,11111,91.4541,23.2518,2020-01-01,0.658,4184959
771,Tripura,2022,1,799001,331041,646519724.2691705,39256,91.356,23.6182,2022-01-01,0.658,4184959
772,Tripura,2022,1,799003,146078,273820222.0061229,31986,91.356,23.6182,2022-01-01,0.658,4184959
773,Tripura,2022,1,799006,110660,198187734.14251772,20017,91.356,23.6182,2022-01-01,0.658,4184959
774,Tripura,2022,1,799002,99326,184391648.29607794,17110,91.356,23.6182,2022-01-01,0.658,4184959
775,Tripura,2022,1,799007,81097,156834509.6687275,14684,91.356,23.6182,2022-01-01,0.658,4184959
776,Tripura,2022,1,799102,75836,176590209.86560526,18503,91.27809666666666,23.6058,2022-01-01,0.658,4184959
777,Tripura,2022,1,799114,73949,166978873.0450884,17110,91.3298,23.4955,2022-01-01,0.658,4184959
778,Tripura,2022,1,799004,65225,131348141.0895373,16672,91.356,23.6182,2022-01-01,0.658,4184959
779,Mizoram,2019,3,796005,18145,60198930.48729792,5357,92.7241076923077,23.7104,2019-01-01,0.704,1308967
780,Mizoram,2019,3,796009,13228,36475304.10640134,5022,92.7292,23.498,2019-01-01,0.704,1308967
781,Mizoram,2019,3,796017,6808,17837592.01802808,2046,92.82558181818182,23.7846,2019-01-01,0.704,1308967
782,Mizoram,2019,3,796701,5618,16960224.577770546,2408,92.64441388888888,22.9719,2019-01-01,0.704,1308967
783,Mizoram,2019,3,796012,5099,18399461.824851856,2285,92.7255,23.749,2019-01-01,0.704,1308967
784,Mizoram,2019,3,796014,3985,10623453.904859398,1168,92.7784,23.784,2019-01-01,0.704,1308967
785,Mizoram,2019,2,796005,16165,52876456.57835414,4439,92.7241076923077,23.7104,2019-01-01,0.704,1308967
786,Mizoram,2019,2,796009,10612,32597038.378981933,4143,92.7292,23.498,2019-01-01,0.704,1308967
787,Mizoram,2019,2,796017,5902,16226240.945662752,1781,92.82558181818182,23.7846,2019-01-01,0.704,1308967
788,Mizoram,2019,2,796701,4136,14785217.072487272,2033,92.64441388888888,22.9719,2019-01-01,0.704,1308967
789,Mizoram,2019,2,796012,4113,19215532.792167813,1919,92.7255,23.749,2019-01-01,0.704,1308967
790,Mizoram,2019,2,796181,2399,9370718.608164733,925,92.91969,23.2931,2019-01-01,0.704,1308967
791,Mizoram,2019,2,796014,2227,7560695.789761702,1001,92.7784,23.784,2019-01-01,0.704,1308967
792,Mizoram,2019,1,796005,10815,32202219.920329325,3769,92.7241076923077,23.7104,2019-01-01,0.704,1308967
793,Mizoram,2019,1,796009,9839,32773218.73796794,3457,92.7292,23.498,2019-01-01,0.704,1308967
794,Mizoram,2019,1,796017,8036,17505331.597700074,1477,92.82558181818182,23.7846,2019-01-01,0.704,1308967
795,Mizoram,2019,1,796012,3804,17838227.684547935,1670,92.7255,23.749,2019-01-01,0.704,1308967
796,Mizoram,2019,1,796701,3747,13122660.023436949,1651,92.64441388888888,22.9719,2019-01-01,0.704,1308967
797,Mizoram,2019,1,796014,2336,8773850.47091946,864,92.7784,23.784,2019-01-01,0.704,1308967
798,Mizoram,2019,1,796181,2324,8118499.142918203,752,92.91969,23.2931,2019-01-01,0.704,1308967
799,Mizoram,2019,4,796005,21896,77854565.1683986,6157,92.7241076923077,23.7104,2019-01-01,0.704,1308967
800,Mizoram,2019,4,796009,16702,53261697.88304073,5779,92.7292,23.498,2019-01-01,0.704,1308967
801,Mizoram,2019,4,796017,7646,21418320.797834564,2308,92.82558181818182,23.7846,2019-01-01,0.704,1308967
802,Mizoram,2019,4,796701,6664,21141986.50173648,2825,92.64441388888888,22.9719,2019-01-01,0.704,1308967
803,Mizoram,2019,4,796012,6653,21685654.090216577,2628,92.7255,23.749,2019-01-01,0.704,1308967
804,Mizoram,2019,4,796081,4967,9376856.99039545,1369,92.6787,24.2239,2019-01-01,0.704,1308967
805,Mizoram,2019,4,796014,4677,11343727.342840388,1358,92.7784,23.784,2019-01-01,0.704,1308967
806,Mizoram,2021,3,796009,132382,396548293.26272213,13381,92.7292,23.498,2021-01-01,0.704,1308967
807,Mizoram,2021,3,796005,52537,155153064.2459396,14719,92.7241076923077,23.7104,2021-01-01,0.704,1308967
808,Mizoram,2021,3,796701,26834,80528116.27439891,6966,92.64441388888888,22.9719,2021-01-01,0.704,1308967
809,Mizoram,2021,3,796017,23389,84326671.65194356,5386,92.82558181818182,23.7846,2021-01-01,0.704,1308967
810,Mizoram,2021,3,796012,20907,78200255.36204359,6245,92.7255,23.749,2021-01-01,0.704,1308967
812,Mizoram,2021,3,796014,13341,44761043.75577554,3214,92.7784,23.784,2021-01-01,0.704,1308967
813,Mizoram,2021,3,796008,11949,40415624.27442113,4446,92.7292,23.498,2021-01-01,0.704,1308967
814,Mizoram,2021,2,796009,100831,286828666.6678535,12453,92.7292,23.498,2021-01-01,0.704,1308967
815,Mizoram,2021,2,796005,43604,122897873.59299406,13677,92.7241076923077,23.7104,2021-01-01,0.704,1308967
816,Mizoram,2021,2,796701,21870,63919467.25522681,6414,92.64441388888888,22.9719,2021-01-01,0.704,1308967
817,Mizoram,2021,2,796017,20158,66162847.71914331,4992,92.82558181818182,23.7846,2021-01-01,0.704,1308967
819,Mizoram,2021,2,796012,17215,53350063.26759015,5816,92.7255,23.749,2021-01-01,0.704,1308967
820,Mizoram,2021,2,796014,11636,33028353.842538297,2970,92.7784,23.784,2021-01-01,0.704,1308967
821,Mizoram,2021,1,796009,76328,259766610.14421672,11596,92.7292,23.498,2021-01-01,0.704,1308967
822,Mizoram,2021,1,796005,37957,124419052.60999735,12750,92.7241076923077,23.7104,2021-01-01,0.704,1308967
823,Mizoram,2021,1,796701,18919,65258670.552279636,5955,92.64441388888888,22.9719,2021-01-01,0.704,1308967
824,Mizoram,2021,1,796017,18432,62794863.567797646,4636,92.82558181818182,23.7846,2021-01-01,0.704,1308967
825,Mizoram,2021,1,796012,14405,52191871.48439595,5408,92.7255,23.749,2021-01-01,0.704,1308967
827,Mizoram,2021,1,796014,10398,36981354.14938186,2744,92.7784,23.784,2021-01-01,0.704,1308967
828,Mizoram,2021,1,796008,8567,28137492.294244178,3862,92.7292,23.498,2021-01-01,0.704,1308967
829,Mizoram,2021,4,796009,149068,459322471.46321535,14302,92.7292,23.498,2021-01-01,0.704,1308967
830,Mizoram,2021,4,796005,57638,185453335.79866356,15729,92.7241076923077,23.7104,2021-01-01,0.704,1308967
831,Mizoram,2021,4,796701,31966,103942186.83595565,7499,92.64441388888888,22.9719,2021-01-01,0.704,1308967
832,Mizoram,2021,4,796017,28960,97442673.84527901,5769,92.82558181818182,23.7846,2021-01-01,0.704,1308967
833,Mizoram,2021,4,796012,22585,86505363.64471038,6671,92.7255,23.749,2021-01-01,0.704,1308967
835,Mizoram,2021,4,796014,18257,63888893.18901344,3448,92.7784,23.784,2021-01-01,0.704,1308967
836,Mizoram,2021,4,796081,14167,45656117.42736295,3795,92.6787,24.2239,2021-01-01,0.704,1308967
837,Mizoram,2018,3,796009,6407,20793872.837517485,2149,92.7292,23.498,2018-01-01,0.704,1308967
838,Mizoram,2018,3,796005,6039,18735684.687868983,2357,92.7241076923077,23.7104,2018-01-01,0.704,1308967
839,Mizoram,2018,3,796017,3562,10885780.743589737,910,92.82558181818182,23.7846,2018-01-01,0.704,1308967
840,Mizoram,2018,3,796012,2387,7270030.311964842,1105,92.7255,23.749,2018-01-01,0.704,1308967
841,Mizoram,2018,3,796701,2116,5451685.638387269,992,92.64441388888888,22.9719,2018-01-01,0.704,1308967
842,Mizoram,2018,3,796181,1614,5395864.779380731,467,92.91969,23.2931,2018-01-01,0.704,1308967
843,Mizoram,2018,3,796014,1354,3878963.989123634,582,92.7784,23.784,2018-01-01,0.704,1308967
844,Mizoram,2018,2,796005,4417,14440855.066719865,1779,92.7241076923077,23.7104,2018-01-01,0.704,1308967
845,Mizoram,2018,2,796009,4288,12347576.630092543,1576,92.7292,23.498,2018-01-01,0.704,1308967
846,Mizoram,2018,2,796017,2817,6939733.0537002,615,92.82558181818182,23.7846,2018-01-01,0.704,1308967
847,Mizoram,2018,2,796012,1815,7684010.820948958,856,92.7255,23.749,2018-01-01,0.704,1308967
848,Mizoram,2018,2,796701,1514,3314677.281403262,710,92.64441388888888,22.9719,2018-01-01,0.704,1308967
849,Mizoram,2018,2,796181,1037,3325848.572601281,315,92.91969,23.2931,2018-01-01,0.704,1308967
850,Mizoram,2018,2,796014,956,2289322.4681476573,413,92.7784,23.784,2018-01-01,0.704,1308967
851,Mizoram,2018,1,796005,3256,6634317.385850769,1339,92.7241076923077,23.7104,2018-01-01,0.704,1308967
852,Mizoram,2018,1,796009,2877,7236697.988713781,1181,92.7292,23.498,2018-01-01,0.704,1308967
853,Mizoram,2018,1,796017,2056,5352070.799754951,393,92.82558181818182,23.7846,2018-01-01,0.704,1308967
854,Mizoram,2018,1,796012,1302,4164889.2163916314,662,92.7255,23.749,2018-01-01,0.704,1308967
855,Mizoram,2018,1,796701,940,1301113.214363089,515,92.64441388888888,22.9719,2018-01-01,0.704,1308967
856,Mizoram,2018,1,796014,822,1536171.3135555775,301,92.7784,23.784,2018-01-01,0.704,1308967
857,Mizoram,2018,1,796181,516,1583806.8762105957,211,92.91969,23.2931,2018-01-01,0.704,1308967
858,Mizoram,2018,4,796009,9171,31415683.665513154,2834,92.7292,23.498,2018-01-01,0.704,1308967
859,Mizoram,2018,4,796005,8062,29851790.215654716,3120,92.7241076923077,23.7104,2018-01-01,0.704,1308967
860,Mizoram,2018,4,796017,4899,16932559.80195349,1233,92.82558181818182,23.7846,2018-01-01,0.704,1308967
861,Mizoram,2018,4,796701,3226,10530239.137217648,1379,92.64441388888888,22.9719,2018-01-01,0.704,1308967
862,Mizoram,2018,4,796012,3127,15237044.00975996,1421,92.7255,23.749,2018-01-01,0.704,1308967
863,Mizoram,2018,4,796181,1957,7055363.567381321,627,92.91969,23.2931,2018-01-01,0.704,1308967
864,Mizoram,2018,4,796014,1806,7106611.8191277245,718,92.7784,23.784,2018-01-01,0.704,1308967
865,Mizoram,2018,4,796081,1652,5024290.022353809,651,92.6787,24.2239,2018-01-01,0.704,1308967
866,Mizoram,2020,3,796009,48205,175630753.6479782,9358,92.7292,23.498,2020-01-01,0.704,1308967
867,Mizoram,2020,3,796005,33223,93933682.80082603,10284,92.7241076923077,23.7104,2020-01-01,0.704,1308967
868,Mizoram,2020,3,796017,16154,41813404.612844616,3702,92.82558181818182,23.7846,2020-01-01,0.704,1308967
869,Mizoram,2020,3,796701,14804,43100074.959498025,4775,92.64441388888888,22.9719,2020-01-01,0.704,1308967
870,Mizoram,2020,3,796012,12732,37277559.84015562,4268,92.7255,23.749,2020-01-01,0.704,1308967
872,Mizoram,2020,3,796008,7281,19772523.53134822,3104,92.7292,23.498,2020-01-01,0.704,1308967
873,Mizoram,2020,3,796014,7126,22378423.25115173,2245,92.7784,23.784,2020-01-01,0.704,1308967
874,Mizoram,2020,2,796009,27056,82745071.91532114,7831,92.7292,23.498,2020-01-01,0.704,1308967
875,Mizoram,2020,2,796005,23125,57903824.55727571,8374,92.7241076923077,23.7104,2020-01-01,0.704,1308967
876,Mizoram,2020,2,796701,12126,28224024.35423802,3962,92.64441388888888,22.9719,2020-01-01,0.704,1308967
877,Mizoram,2020,2,796017,11594,29550686.485774644,3053,92.82558181818182,23.7846,2020-01-01,0.704,1308967
878,Mizoram,2020,2,796012,9336,23859598.259979594,3500,92.7255,23.749,2020-01-01,0.704,1308967
880,Mizoram,2020,2,796014,6729,14779212.833185919,1830,92.7784,23.784,2020-01-01,0.704,1308967
881,Mizoram,2020,1,796009,26107,80069727.23173442,6674,92.7292,23.498,2020-01-01,0.704,1308967
882,Mizoram,2020,1,796005,17553,46566809.15761788,7161,92.7241076923077,23.7104,2020-01-01,0.704,1308967
883,Mizoram,2020,1,796017,9463,24834759.269498974,2613,92.82558181818182,23.7846,2020-01-01,0.704,1308967
884,Mizoram,2020,1,796701,8204,24178014.533534966,3352,92.64441388888888,22.9719,2020-01-01,0.704,1308967
885,Mizoram,2020,1,796012,7694,22261895.45504343,3014,92.7255,23.749,2020-01-01,0.704,1308967
887,Mizoram,2020,1,796014,5430,12478277.828888291,1591,92.7784,23.784,2020-01-01,0.704,1308967
888,Mizoram,2020,4,796009,50518,189146316.445437,10691,92.7292,23.498,2020-01-01,0.704,1308967
889,Mizoram,2020,4,796005,42925,128954776.66825041,11766,92.7241076923077,23.7104,2020-01-01,0.704,1308967
890,Mizoram,2020,4,796017,20372,63152383.193034805,4253,92.82558181818182,23.7846,2020-01-01,0.704,1308967
891,Mizoram,2020,4,796701,19755,59538263.94719389,5485,92.64441388888888,22.9719,2020-01-01,0.704,1308967
892,Mizoram,2020,4,796012,16984,54284208.14900491,4956,92.7255,23.749,2020-01-01,0.704,1308967
894,Mizoram,2020,4,796014,10269,32536899.05634682,2507,92.7784,23.784,2020-01-01,0.704,1308967
895,Mizoram,2020,4,796008,9595,27949686.666646443,3552,92.7292,23.498,2020-01-01,0.704,1308967
896,Mizoram,2022,1,796009,161596,493112981.5938037,15199,92.7292,23.498,2022-01-01,0.704,1308967
897,Mizoram,2022,1,796005,58251,187630792.84342003,16682,92.7241076923077,23.7104,2022-01-01,0.704,1308967
898,Mizoram,2022,1,796701,35178,117301684.94663581,7976,92.64441388888888,22.9719,2022-01-01,0.704,1308967
899,Mizoram,2022,1,796017,31604,104915982.12321794,6110,92.82558181818182,23.7846,2022-01-01,0.704,1308967
901,Mizoram,2022,1,796012,23586,88722369.23976086,7071,92.7255,23.749,2022-01-01,0.704,1308967
902,Mizoram,2022,1,796014,19739,68208517.31733309,3670,92.7784,23.784,2022-01-01,0.704,1308967
903,Mizoram,2022,1,796081,15566,48358136.969522744,4020,92.6787,24.2239,2022-01-01,0.704,1308967
904,Kerala,2019,3,682035,922736,2232586026.2426395,14451,76.3705,10.0492,2019-01-01,0.782,34698876
905,Kerala,2019,3,682042,121617,163274424.1497054,19670,76.2858,10.1131,2019-01-01,0.782,34698876
906,Kerala,2019,3,682024,76457,121592902.2597808,17413,76.3087,10.022,2019-01-01,0.782,34698876
907,Kerala,2019,3,695001,75266,128367806.34467186,18084,76.9817,8.4467,2019-01-01,0.782,34698876
908,Kerala,2019,3,682025,66170,102983937.97379947,15371,76.2147,10.1975,2019-01-01,0.782,34698876
909,Kerala,2019,2,682035,1095414,1915531173.7280126,12409,76.3705,10.0492,2019-01-01,0.782,34698876
910,Kerala,2019,2,682042,82406,127497766.92935768,17514,76.2858,10.1131,2019-01-01,0.782,34698876
911,Kerala,2019,2,682024,51192,92463807.4894591,15397,76.3087,10.022,2019-01-01,0.782,34698876
912,Kerala,2019,2,695001,47985,92427227.06089757,15525,76.9817,8.4467,2019-01-01,0.782,34698876
913,Kerala,2019,1,682035,424794,698184963.1885434,10441,76.3705,10.0492,2019-01-01,0.782,34698876
914,Kerala,2019,1,682042,87940,125027977.15621427,15428,76.2858,10.1131,2019-01-01,0.782,34698876
915,Kerala,2019,1,682024,49330,86216550.48514281,13454,76.3087,10.022,2019-01-01,0.782,34698876
916,Kerala,2019,4,682035,1169059,2475669826.205605,16535,76.3705,10.0492,2019-01-01,0.782,34698876
917,Kerala,2019,4,682042,162826,227570183.31924766,22058,76.2858,10.1131,2019-01-01,0.782,34698876
918,Kerala,2019,4,695001,125570,221675071.93083,20669,76.9817,8.4467,2019-01-01,0.782,34698876
919,Kerala,2019,4,682024,100100,145416354.08496454,19609,76.3087,10.022,2019-01-01,0.782,34698876
920,Kerala,2019,4,682025,92329,130539724.54745576,17548,76.2147,10.1975,2019-01-01,0.782,34698876
921,Kerala,2021,3,673032,1078867,1708928757.630698,28073,75.8271,11.3373,2021-01-01,0.782,34698876
922,Kerala,2021,3,695001,631261,1256822408.339543,38710,76.9817,8.4467,2021-01-01,0.782,34698876
923,Kerala,2021,3,682042,512638,525900402.73725814,38880,76.2858,10.1131,2021-01-01,0.782,34698876
924,Kerala,2021,3,682024,447797,486601759.08711857,36108,76.3087,10.022,2021-01-01,0.782,34698876
925,Kerala,2021,2,673032,719086,1159489238.655241,26355,75.8271,11.3373,2021-01-01,0.782,34698876
926,Kerala,2021,2,695001,464554,948105256.7308748,36185,76.9817,8.4467,2021-01-01,0.782,34698876
927,Kerala,2021,2,682042,364155,375682651.394161,36378,76.2858,10.1131,2021-01-01,0.782,34698876
928,Kerala,2021,1,673032,700942,1059786486.5001254,24778,75.8271,11.3373,2021-01-01,0.782,34698876
929,Kerala,2021,1,695001,426500,788333934.2269999,33913,76.9817,8.4467,2021-01-01,0.782,34698876
930,Kerala,2021,1,682042,397188,406369035.08084226,34103,76.2858,10.1131,2021-01-01,0.782,34698876
931,Kerala,2021,1,682024,380649,397157582.78983474,31763,76.3087,10.022,2021-01-01,0.782,34698876
932,Kerala,2021,4,673032,1273522,1911121015.3320866,29788,75.8271,11.3373,2021-01-01,0.782,34698876
933,Kerala,2021,4,695001,782037,1476373896.6673515,41207,76.9817,8.4467,2021-01-01,0.782,34698876
934,Kerala,2021,4,682042,691491,679531756.4620703,41448,76.2858,10.1131,2021-01-01,0.782,34698876
935,Kerala,2021,4,682024,620902,641748823.1239398,38351,76.3087,10.022,2021-01-01,0.782,34698876
936,Kerala,2018,3,682035,114548,186055914.09882063,6581,76.3705,10.0492,2018-01-01,0.782,34698876
937,Kerala,2018,3,682042,39219,66237424.89596899,10303,76.2858,10.1131,2018-01-01,0.782,34698876
938,Kerala,2018,2,682035,78839,161633712.1501858,5368,76.3705,10.0492,2018-01-01,0.782,34698876
939,Kerala,2018,2,682042,28431,47621370.06745951,8512,76.2858,10.1131,2018-01-01,0.782,34698876
940,Kerala,2018,1,682035,56906,81512699.9029796,4009,76.3705,10.0492,2018-01-01,0.782,34698876
941,Kerala,2018,1,682042,21871,32421507.426630277,6594,76.2858,10.1131,2018-01-01,0.782,34698876
942,Kerala,2018,4,682035,126832,231015924.25451952,8594,76.3705,10.0492,2018-01-01,0.782,34698876
943,Kerala,2018,4,682042,62060,97985135.07348408,13083,76.2858,10.1131,2018-01-01,0.782,34698876
944,Kerala,2018,4,682024,36223,67588797.02889231,11303,76.3087,10.022,2018-01-01,0.782,34698876
945,Kerala,2018,4,695001,33334,68504440.65191163,10807,76.9817,8.4467,2018-01-01,0.782,34698876
946,Kerala,2020,3,673032,276784,665919817.8057573,20253,75.8271,11.3373,2020-01-01,0.782,34698876
947,Kerala,2020,3,682042,165204,218212462.74966913,28485,76.2858,10.1131,2020-01-01,0.782,34698876
948,Kerala,2020,3,695001,162293,376286363.8690087,28191,76.9817,8.4467,2020-01-01,0.782,34698876
949,Kerala,2020,3,682024,124208,175719166.3823725,26104,76.3087,10.022,2020-01-01,0.782,34698876
950,Kerala,2020,2,695001,242530,577245769.771527,25442,76.9817,8.4467,2020-01-01,0.782,34698876
951,Kerala,2020,2,673032,188347,455019619.74895096,18059,75.8271,11.3373,2020-01-01,0.782,34698876
952,Kerala,2020,2,682042,125297,205983157.9332561,25856,76.2858,10.1131,2020-01-01,0.782,34698876
953,Kerala,2020,1,695001,363718,794855059.3254321,23318,76.9817,8.4467,2020-01-01,0.782,34698876
954,Kerala,2020,1,682042,359054,622312023.1150094,24196,76.2858,10.1131,2020-01-01,0.782,34698876
955,Kerala,2020,1,673032,341861,721176207.0807674,16527,75.8271,11.3373,2020-01-01,0.782,34698876
956,Kerala,2020,1,682024,117801,164795922.46555993,21814,76.3087,10.022,2020-01-01,0.782,34698876
957,Kerala,2020,4,673032,345569,653148567.7994026,22837,75.8271,11.3373,2020-01-01,0.782,34698876
958,Kerala,2020,4,682042,318495,335094355.14334625,31620,76.2858,10.1131,2020-01-01,0.782,34698876
959,Kerala,2020,4,682024,295043,344493499.72119534,29392,76.3087,10.022,2020-01-01,0.782,34698876
960,Kerala,2020,4,682025,243156,281190848.0585133,26893,76.2147,10.1975,2020-01-01,0.782,34698876
961,Kerala,2020,4,695001,242334,473317381.2414259,31411,76.9817,8.4467,2020-01-01,0.782,34698876
962,Kerala,2020,4,682020,228127,288083489.1507693,25856,76.2147,10.1975,2020-01-01,0.782,34698876
963,Kerala,2022,1,695001,908269,1693134508.228512,43506,76.9817,8.4467,2022-01-01,0.782,34698876
964,Kerala,2022,1,682042,771918,759319663.4586056,43832,76.2858,10.1131,2022-01-01,0.782,34698876
965,Kerala,2022,1,682024,678548,664616770.8666039,40513,76.3087,10.022,2022-01-01,0.782,34698876
966,Madhya Pradesh,2019,3,462001,6269219,11834863354.419373,85889,81.703,25.0345,2019-01-01,0.603,85002417
967,Madhya Pradesh,2019,3,482001,1055603,1863763891.845798,85035,80.00210434782608,23.163,2019-01-01,0.603,85002417
968,Madhya Pradesh,2019,3,452001,1043588,1225514212.4561656,122796,75.87,22.7233,2019-01-01,0.603,85002417
969,Madhya Pradesh,2019,3,452010,898555,1133787666.1670172,110196,75.9292,22.6984,2019-01-01,0.603,85002417
970,Madhya Pradesh,2019,2,462001,6704852,11443970357.937914,75250,81.703,25.0345,2019-01-01,0.603,85002417
971,Madhya Pradesh,2019,2,482001,1116887,1903950972.5445337,74711,80.00210434782608,23.163,2019-01-01,0.603,85002417
972,Madhya Pradesh,2019,2,452001,575129,873647635.5393763,108587,75.87,22.7233,2019-01-01,0.603,85002417
973,Madhya Pradesh,2019,2,452010,497913,813285367.1900495,99616,75.9292,22.6984,2019-01-01,0.603,85002417
974,Madhya Pradesh,2019,2,455001,418034,723340186.7757671,98265,76.2755090909091,23.032,2019-01-01,0.603,85002417
975,Madhya Pradesh,2019,1,462001,3626425,5068130944.898084,65450,81.703,25.0345,2019-01-01,0.603,85002417
976,Madhya Pradesh,2019,1,452001,603742,795143251.0594337,94894,75.87,22.7233,2019-01-01,0.603,85002417
977,Madhya Pradesh,2019,1,482001,539450,804250137.6994205,64389,80.00210434782608,23.163,2019-01-01,0.603,85002417
978,Madhya Pradesh,2019,1,455001,536017,660504208.966887,87837,76.2755090909091,23.032,2019-01-01,0.603,85002417
979,Madhya Pradesh,2019,1,452010,432653,720758844.8395721,89541,75.9292,22.6984,2019-01-01,0.603,85002417
980,Madhya Pradesh,2019,4,462001,6837881,13576912651.586494,96155,81.703,25.0345,2019-01-01,0.603,85002417
981,Madhya Pradesh,2019,4,452001,1476430,1587077410.4156427,134323,75.87,22.7233,2019-01-01,0.603,85002417
982,Madhya Pradesh,2019,4,452010,1305226,1524380730.2016387,120352,75.9292,22.6984,2019-01-01,0.603,85002417
983,Madhya Pradesh,2019,4,482001,1266715,2344608582.0637045,93550,80.00210434782608,23.163,2019-01-01,0.603,85002417
984,Madhya Pradesh,2021,3,452010,4126900,5116995913.025614,196173,75.9292,22.6984,2021-01-01,0.603,85002417
985,Madhya Pradesh,2021,3,462001,4073176,6413114865.672185,170393,81.703,25.0345,2021-01-01,0.603,85002417
986,Madhya Pradesh,2021,3,482001,4031874,6533062681.252631,157536,80.00210434782608,23.163,2021-01-01,0.603,85002417
987,Madhya Pradesh,2021,3,452001,3814262,4939628151.9133415,211664,75.87,22.7233,2021-01-01,0.603,85002417
988,Madhya Pradesh,2021,3,455001,3411019,5155527776.477329,207599,76.2755090909091,23.032,2021-01-01,0.603,85002417
989,Madhya Pradesh,2021,3,482002,2368726,4169091721.011275,231582,79.97965599999999,23.2091,2021-01-01,0.603,85002417
990,Madhya Pradesh,2021,2,482001,2855889,5204968517.899942,147363,80.00210434782608,23.163,2021-01-01,0.603,85002417
991,Madhya Pradesh,2021,2,462001,2370403,4281025788.0650344,159236,81.703,25.0345,2021-01-01,0.603,85002417
992,Madhya Pradesh,2021,2,455001,2302486,3993109709.3966684,193208,76.2755090909091,23.032,2021-01-01,0.603,85002417
993,Madhya Pradesh,2021,2,452010,2206070,3293341962.5959606,183345,75.9292,22.6984,2021-01-01,0.603,85002417
994,Madhya Pradesh,2021,2,482002,1485190,3016062223.170359,216522,79.97965599999999,23.2091,2021-01-01,0.603,85002417
995,Madhya Pradesh,2021,1,452010,3157169,3746274998.491168,171754,75.9292,22.6984,2021-01-01,0.603,85002417
996,Madhya Pradesh,2021,1,452001,3031347,3622956355.0610266,185582,75.87,22.7233,2021-01-01,0.603,85002417
997,Madhya Pradesh,2021,1,482001,2626795,4524235375.162897,138100,80.00210434782608,23.163,2021-01-01,0.603,85002417
998,Madhya Pradesh,2021,1,462001,2567784,4163932826.9056225,149137,81.703,25.0345,2021-01-01,0.603,85002417
