,state,year,quarter,type,count,amount,date,hdi,population
1663,Haryana,2018,1,Others,209123,242110585.52640373,2018-01-01,0.708,28900667
1664,Haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868,2018-01-01,0.708,28900667
1665,Haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612,2018-01-01,0.708,28900667
1666,Haryana,2018,4,Merchant payments,2413446,1013407379.8963095,2018-01-01,0.708,28900667
1667,Haryana,2018,4,Financial Services,120711,22252543.62175617,2018-01-01,0.708,28900667
1668,Haryana,2018,4,Others,394732,267255642.26742023,2018-01-01,0.708,28900667
1669,Haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024,2020-01-01,0.708,28900667
1670,Haryana,2020,3,Merchant payments,20845136,12141560866.982178,2020-01-01,0.708,28900667
1671,Haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496,2020-01-01,0.708,28900667
1672,Haryana,2020,3,Financial Services,66457,80854296.9304013,2020-01-01,0.708,28900667
1673,Haryana,2020,3,Others,186818,96375902.20346308,2020-01-01,0.708,28900667
1674,Haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839,2020-01-01,0.708,28900667
1675,Haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405,2020-01-01,0.708,28900667
1676,Haryana,2020,2,Merchant payments,11527654,7393393677.758501,2020-01-01,0.708,28900667
1677,Haryana,2020,2,Financial Services,48759,49209527.29146181,2020-01-01,0.708,28900667
1678,Haryana,2020,2,Others,129940,75550536.67993587,2020-01-01,0.708,28900667
1679,Haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149,2020-01-01,0.708,28900667
1680,Haryana,2020,1,Merchant payments,14327020,7075196609.224878,2020-01-01,0.708,28900667
1681,Haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322,2020-01-01,0.708,28900667
1682,Haryana,2020,1,Financial Services,34488,25266730.1883267,2020-01-01,0.708,28900667
1683,Haryana,2020,1,Others,600232,176823674.24305555,2020-01-01,0.708,28900667
1684,Haryana,2020,4,Merchant payments,34063692,21382305452.06797,2020-01-01,0.708,28900667
1685,Haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507,2020-01-01,0.708,28900667
1686,Haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653,2020-01-01,0.708,28900667
1687,Haryana,2020,4,Financial Services,84881,103265693.75364488,2020-01-01,0.708,28900667
1688,Haryana,2020,4,Others,419181,223528573.1334415,2020-01-01,0.708,28900667
1689,Haryana,2022,1,Merchant payments,98346418,62565728158.2885,2022-01-01,0.708,28900667
1690,Haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338,2022-01-01,0.708,28900667
1691,Haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681,2022-01-01,0.708,28900667
1692,Haryana,2022,1,Financial Services,107240,146586164.62792295,2022-01-01,0.708,28900667
1693,Haryana,2022,1,Others,540235,279136534.21161634,2022-01-01,0.708,28900667
1694,Chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8041325,2019-01-01,0.776,1158040
1695,Chandigarh,2019,3,Merchant payments,447069,226535908.8355719,2019-01-01,0.776,1158040
1696,Chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217816,2019-01-01,0.776,1158040
1697,Chandigarh,2019,3,Financial Services,2447,794918.674981478,2019-01-01,0.776,1158040
1698,Chandigarh,2019,3,Others,26575,13282206.873976795,2019-01-01,0.776,1158040
1699,Chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348,2019-01-01,0.776,1158040
1700,Chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417655,2019-01-01,0.776,1158040
1701,Chandigarh,2019,2,Merchant payments,277811,152766864.66190332,2019-01-01,0.776,1158040
1702,Chandigarh,2019,2,Financial Services,5590,839765.161351582,2019-01-01,0.776,1158040
1703,Chandigarh,2019,2,Others,21926,13928050.053676538,2019-01-01,0.776,1158040
1704,Chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.6513758,2019-01-01,0.776,1158040
1705,Chandigarh,2019,1,Recharge & bill payments,390610,161414934.10238376,2019-01-01,0.776,1158040
1706,Chandigarh,2019,1,Merchant payments,169984,97230471.44089967,2019-01-01,0.776,1158040
1707,Chandigarh,2019,1,Financial Services,7412,917030.9066760786,2019-01-01,0.776,1158040
1708,Chandigarh,2019,1,Others,17070,12603012.342693318,2019-01-01,0.776,1158040
1709,Chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693,2019-01-01,0.776,1158040
1710,Chandigarh,2019,4,Merchant payments,561630,318692521.79224944,2019-01-01,0.776,1158040
1711,Chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552,2019-01-01,0.776,1158040
1712,Chandigarh,2019,4,Financial Services,1911,654298.6785004465,2019-01-01,0.776,1158040
1713,Chandigarh,2019,4,Others,21321,8707473.86293627,2019-01-01,0.776,1158040
1714,Chandigarh,2021,3,Merchant payments,3179506,2245390329.2047896,2021-01-01,0.776,1158040
1715,Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098.340746,2021-01-01,0.776,1158040
1716,Chandigarh,2021,3,Recharge & bill payments,1008585,620437997.3899603,2021-01-01,0.776,1158040
1717,Chandigarh,2021,3,Financial Services,5700,7960844.903971832,2021-01-01,0.776,1158040
1718,Chandigarh,2021,3,Others,21170,14225734.853836158,2021-01-01,0.776,1158040
1719,Chandigarh,2021,2,Merchant payments,1926913,1390989390.7789688,2021-01-01,0.776,1158040
1720,Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352.922333,2021-01-01,0.776,1158040
1721,Chandigarh,2021,2,Recharge & bill payments,806710,467698864.6672056,2021-01-01,0.776,1158040
1722,Chandigarh,2021,2,Financial Services,5502,7394941.032842191,2021-01-01,0.776,1158040
1723,Chandigarh,2021,2,Others,14863,10458390.53475552,2021-01-01,0.776,1158040
1724,Chandigarh,2021,1,Merchant payments,1799072,1210594490.0981498,2021-01-01,0.776,1158040
1725,Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.303293,2021-01-01,0.776,1158040
1726,Chandigarh,2021,1,Recharge & bill payments,678396,451109555.33889335,2021-01-01,0.776,1158040
1727,Chandigarh,2021,1,Financial Services,5111,7700394.761505902,2021-01-01,0.776,1158040
1728,Chandigarh,2021,1,Others,15574,10549252.044153867,2021-01-01,0.776,1158040
1729,Chandigarh,2021,4,Merchant payments,4056249,3041038519.8233976,2021-01-01,0.776,1158040
1730,Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952.107159,2021-01-01,0.776,1158040
1731,Chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2429855,2021-01-01,0.776,1158040
1732,Chandigarh,2021,4,Financial Services,7038,10459431.863661807,2021-01-01,0.776,1158040
1733,Chandigarh,2021,4,Others,24902,17832859.58125159,2021-01-01,0.776,1158040
1734,Chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.9681761,2018-01-01,0.776,1158040
1735,Chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905,2018-01-01,0.776,1158040
1736,Chandigarh,2018,3,Merchant payments,64998,37560565.97386869,2018-01-01,0.776,1158040
1737,Chandigarh,2018,3,Financial Services,7642,1302311.5967954171,2018-01-01,0.776,1158040
1738,Chandigarh,2018,3,Others,12493,12234189.324580798,2018-01-01,0.776,1158040
1739,Chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952,2018-01-01,0.776,1158040
1740,Chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220204,2018-01-01,0.776,1158040
1741,Chandigarh,2018,2,Merchant payments,34606,29408471.506333277,2018-01-01,0.776,1158040
1742,Chandigarh,2018,2,Financial Services,11927,3679451.8635118967,2018-01-01,0.776,1158040
1743,Chandigarh,2018,2,Others,13376,16116275.274144217,2018-01-01,0.776,1158040
1744,Chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416,2018-01-01,0.776,1158040
1745,Chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34055936,2018-01-01,0.776,1158040
1746,Chandigarh,2018,1,Merchant payments,21431,19477066.533276718,2018-01-01,0.776,1158040
1747,Chandigarh,2018,1,Financial Services,8473,1865618.249949839,2018-01-01,0.776,1158040
1748,Chandigarh,2018,1,Others,15593,16614305.58119321,2018-01-01,0.776,1158040
1749,Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.3196409,2018-01-01,0.776,1158040
1750,Chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274208,2018-01-01,0.776,1158040
1751,Chandigarh,2018,4,Merchant payments,135266,94010713.60616027,2018-01-01,0.776,1158040
1752,Chandigarh,2018,4,Financial Services,10008,2039811.3372037038,2018-01-01,0.776,1158040
1753,Chandigarh,2018,4,Others,17854,14538888.5242277,2018-01-01,0.776,1158040
1754,Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.412492,2020-01-01,0.776,1158040
1755,Chandigarh,2020,3,Merchant payments,796634,604271248.9262259,2020-01-01,0.776,1158040
1756,Chandigarh,2020,3,Recharge & bill payments,366353,296964794.9657042,2020-01-01,0.776,1158040
1757,Chandigarh,2020,3,Financial Services,2643,5254415.457263877,2020-01-01,0.776,1158040
1758,Chandigarh,2020,3,Others,10470,4972498.603385328,2020-01-01,0.776,1158040
1759,Chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.5471582,2020-01-01,0.776,1158040
1760,Chandigarh,2020,2,Merchant payments,390906,331423259.0003719,2020-01-01,0.776,1158040
1761,Chandigarh,2020,2,Recharge & bill payments,361577,214425229.3354035,2020-01-01,0.776,1158040
1762,Chandigarh,2020,2,Financial Services,1797,3982005.1176844486,2020-01-01,0.776,1158040
1763,Chandigarh,2020,2,Others,7032,4125116.689457224,2020-01-01,0.776,1158040
1764,Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.468033,2020-01-01,0.776,1158040
1765,Chandigarh,2020,1,Merchant payments,764832,438193845.4527705,2020-01-01,0.776,1158040
1766,Chandigarh,2020,1,Recharge & bill payments,389851,257250007.2445577,2020-01-01,0.776,1158040
1767,Chandigarh,2020,1,Financial Services,1574,1406138.1883251297,2020-01-01,0.776,1158040
1768,Chandigarh,2020,1,Others,18853,8230536.662513691,2020-01-01,0.776,1158040
1769,Chandigarh,2020,4,Merchant payments,1322026,939307675.8510206,2020-01-01,0.776,1158040
1770,Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.339843,2020-01-01,0.776,1158040
1771,Chandigarh,2020,4,Recharge & bill payments,409997,320731281.94750684,2020-01-01,0.776,1158040
1772,Chandigarh,2020,4,Financial Services,3346,4400109.748752326,2020-01-01,0.776,1158040
1773,Chandigarh,2020,4,Others,17970,10005102.462219946,2020-01-01,0.776,1158040
1774,Chandigarh,2022,1,Merchant payments,4511757,3264574793.4564357,2022-01-01,0.776,1158040
1775,Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028.605722,2022-01-01,0.776,1158040
1776,Chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2152067,2022-01-01,0.776,1158040
1777,Chandigarh,2022,1,Financial Services,7228,13538635.562948208,2022-01-01,0.776,1158040
1778,Chandigarh,2022,1,Others,22855,14829134.999686666,2022-01-01,0.776,1158040
1779,Arunachal Pradesh,2019,3,Recharge & bill payments,216228,50946104.94289842,2019-01-01,0.661,1711947
1780,Arunachal Pradesh,2019,3,Peer-to-peer payments,133484,841037395.2474606,2019-01-01,0.661,1711947
1781,Arunachal Pradesh,2019,3,Merchant payments,16900,17178248.07427002,2019-01-01,0.661,1711947
1782,Arunachal Pradesh,2019,3,Financial Services,864,64089.11350267195,2019-01-01,0.661,1711947
1783,Arunachal Pradesh,2019,3,Others,2758,3419197.4177385764,2019-01-01,0.661,1711947
1784,Arunachal Pradesh,2019,2,Recharge & bill payments,131988,30420803.41271234,2019-01-01,0.661,1711947
1785,Arunachal Pradesh,2019,2,Peer-to-peer payments,106527,704237943.4054435,2019-01-01,0.661,1711947
1786,Arunachal Pradesh,2019,2,Merchant payments,16828,13955724.130712911,2019-01-01,0.661,1711947
1787,Arunachal Pradesh,2019,2,Financial Services,267,160660.8821362781,2019-01-01,0.661,1711947
1788,Arunachal Pradesh,2019,2,Others,3046,3880742.524023137,2019-01-01,0.661,1711947
1789,Arunachal Pradesh,2019,1,Recharge & bill payments,121303,26796894.998233315,2019-01-01,0.661,1711947
1790,Arunachal Pradesh,2019,1,Peer-to-peer payments,93494,568554821.4456317,2019-01-01,0.661,1711947
1791,Arunachal Pradesh,2019,1,Merchant payments,9214,11727218.401334248,2019-01-01,0.661,1711947
1792,Arunachal Pradesh,2019,1,Financial Services,256,140622.87093631705,2019-01-01,0.661,1711947
1793,Arunachal Pradesh,2019,1,Others,2239,2730548.5978140826,2019-01-01,0.661,1711947
1794,Arunachal Pradesh,2019,4,Recharge & bill payments,259183,63516906.09060433,2019-01-01,0.661,1711947
1795,Arunachal Pradesh,2019,4,Peer-to-peer payments,177833,1100137447.9340453,2019-01-01,0.661,1711947
1796,Arunachal Pradesh,2019,4,Merchant payments,19769,23192271.691576812,2019-01-01,0.661,1711947
1797,Arunachal Pradesh,2019,4,Financial Services,314,305379.7987782319,2019-01-01,0.661,1711947
1798,Arunachal Pradesh,2019,4,Others,2376,3421174.01227797,2019-01-01,0.661,1711947
1799,Arunachal Pradesh,2021,3,Peer-to-peer payments,986088,5033603845.032885,2021-01-01,0.661,1711947
1800,Arunachal Pradesh,2021,3,Recharge & bill payments,600102,187390578.30403775,2021-01-01,0.661,1711947
1801,Arunachal Pradesh,2021,3,Merchant payments,314658,449869060.7842621,2021-01-01,0.661,1711947
1802,Arunachal Pradesh,2021,3,Financial Services,1934,3348547.8272713376,2021-01-01,0.661,1711947
1803,Arunachal Pradesh,2021,3,Others,4185,3912143.3503634185,2021-01-01,0.661,1711947
1804,Arunachal Pradesh,2021,2,Peer-to-peer payments,762946,4000960152.0755496,2021-01-01,0.661,1711947
1805,Arunachal Pradesh,2021,2,Recharge & bill payments,556680,165579844.25105897,2021-01-01,0.661,1711947
1806,Arunachal Pradesh,2021,2,Merchant payments,243375,283709438.5363142,2021-01-01,0.661,1711947
1807,Arunachal Pradesh,2021,2,Financial Services,1582,2761076.7934988844,2021-01-01,0.661,1711947
1808,Arunachal Pradesh,2021,2,Others,3755,3415105.3379601175,2021-01-01,0.661,1711947
1809,Arunachal Pradesh,2021,1,Peer-to-peer payments,566209,3460488558.9436507,2021-01-01,0.661,1711947
1810,Arunachal Pradesh,2021,1,Recharge & bill payments,450649,142358376.9003836,2021-01-01,0.661,1711947
1811,Arunachal Pradesh,2021,1,Merchant payments,155966,204958020.0891498,2021-01-01,0.661,1711947
1812,Arunachal Pradesh,2021,1,Financial Services,1558,2672460.4740365944,2021-01-01,0.661,1711947
1813,Arunachal Pradesh,2021,1,Others,3074,3301662.6094231335,2021-01-01,0.661,1711947
1814,Arunachal Pradesh,2021,4,Peer-to-peer payments,1227616,6022733378.120082,2021-01-01,0.661,1711947
1815,Arunachal Pradesh,2021,4,Recharge & bill payments,633248,207784816.33218512,2021-01-01,0.661,1711947
1816,Arunachal Pradesh,2021,4,Merchant payments,521447,704195694.9939187,2021-01-01,0.661,1711947
1817,Arunachal Pradesh,2021,4,Financial Services,2386,3933557.2795471298,2021-01-01,0.661,1711947
1818,Arunachal Pradesh,2021,4,Others,5901,4862905.885615055,2021-01-01,0.661,1711947
1819,Arunachal Pradesh,2018,3,Recharge & bill payments,74122,15997565.906016497,2018-01-01,0.661,1711947
1820,Arunachal Pradesh,2018,3,Peer-to-peer payments,49740,308106303.45342577,2018-01-01,0.661,1711947
1821,Arunachal Pradesh,2018,3,Merchant payments,4738,5505694.567913429,2018-01-01,0.661,1711947
1822,Arunachal Pradesh,2018,3,Financial Services,507,72133.845254878,2018-01-01,0.661,1711947
1823,Arunachal Pradesh,2018,3,Others,2039,2044708.9687807972,2018-01-01,0.661,1711947
1824,Arunachal Pradesh,2018,2,Recharge & bill payments,50700,10468878.537107183,2018-01-01,0.661,1711947
1825,Arunachal Pradesh,2018,2,Peer-to-peer payments,26477,181576281.19464755,2018-01-01,0.661,1711947
1826,Arunachal Pradesh,2018,2,Merchant payments,2378,4718953.439561011,2018-01-01,0.661,1711947
1827,Arunachal Pradesh,2018,2,Financial Services,559,363761.80159549194,2018-01-01,0.661,1711947
1828,Arunachal Pradesh,2018,2,Others,2043,1842317.3691352482,2018-01-01,0.661,1711947
1829,Arunachal Pradesh,2018,1,Recharge & bill payments,28729,5184132.514934338,2018-01-01,0.661,1711947
1830,Arunachal Pradesh,2018,1,Peer-to-peer payments,13320,82889682.72418305,2018-01-01,0.661,1711947
1831,Arunachal Pradesh,2018,1,Merchant payments,1042,2420374.1905855755,2018-01-01,0.661,1711947
1832,Arunachal Pradesh,2018,1,Financial Services,416,58893.76201533088,2018-01-01,0.661,1711947
1833,Arunachal Pradesh,2018,1,Others,1990,1834252.8176908877,2018-01-01,0.661,1711947
1834,Arunachal Pradesh,2018,4,Recharge & bill payments,97751,20662691.882313278,2018-01-01,0.661,1711947
1835,Arunachal Pradesh,2018,4,Peer-to-peer payments,68169,468831493.2328036,2018-01-01,0.661,1711947
1836,Arunachal Pradesh,2018,4,Merchant payments,7726,11998974.1040326,2018-01-01,0.661,1711947
1837,Arunachal Pradesh,2018,4,Financial Services,561,100597.90379906222,2018-01-01,0.661,1711947
1838,Arunachal Pradesh,2018,4,Others,2222,2446271.9688117937,2018-01-01,0.661,1711947
1839,Arunachal Pradesh,2020,3,Recharge & bill payments,514907,153463816.21184397,2020-01-01,0.661,1711947
1840,Arunachal Pradesh,2020,3,Peer-to-peer payments,370418,2361603431.37578,2020-01-01,0.661,1711947
1841,Arunachal Pradesh,2020,3,Merchant payments,72736,88145178.69272713,2020-01-01,0.661,1711947
1842,Arunachal Pradesh,2020,3,Financial Services,1761,4030599.9171272423,2020-01-01,0.661,1711947
1843,Arunachal Pradesh,2020,3,Others,3005,2695539.3607389224,2020-01-01,0.661,1711947
1844,Arunachal Pradesh,2020,2,Recharge & bill payments,522495,145198528.22961134,2020-01-01,0.661,1711947
1845,Arunachal Pradesh,2020,2,Peer-to-peer payments,247861,1630654426.0441835,2020-01-01,0.661,1711947
1846,Arunachal Pradesh,2020,2,Merchant payments,35169,46446966.612447515,2020-01-01,0.661,1711947
1847,Arunachal Pradesh,2020,2,Financial Services,1310,2655507.6964110374,2020-01-01,0.661,1711947
1848,Arunachal Pradesh,2020,2,Others,1939,1761404.4023099935,2020-01-01,0.661,1711947
1849,Arunachal Pradesh,2020,1,Recharge & bill payments,329834,86011654.77474582,2020-01-01,0.661,1711947
1850,Arunachal Pradesh,2020,1,Peer-to-peer payments,203429,1263912288.4066367,2020-01-01,0.661,1711947
1851,Arunachal Pradesh,2020,1,Merchant payments,31181,28553052.133918796,2020-01-01,0.661,1711947
1852,Arunachal Pradesh,2020,1,Financial Services,470,337812.94816169393,2020-01-01,0.661,1711947
1853,Arunachal Pradesh,2020,1,Others,2261,2943873.0666838237,2020-01-01,0.661,1711947
1854,Arunachal Pradesh,2020,4,Peer-to-peer payments,522019,3254744938.4105625,2020-01-01,0.661,1711947
1855,Arunachal Pradesh,2020,4,Recharge & bill payments,513895,152389181.21743062,2020-01-01,0.661,1711947
1856,Arunachal Pradesh,2020,4,Merchant payments,167387,156682926.02384603,2020-01-01,0.661,1711947
1857,Arunachal Pradesh,2020,4,Financial Services,1749,2391651.8783250954,2020-01-01,0.661,1711947
1858,Arunachal Pradesh,2020,4,Others,4079,4055324.315454754,2020-01-01,0.661,1711947
1859,Arunachal Pradesh,2022,1,Peer-to-peer payments,1403584,6670641250.45945,2022-01-01,0.661,1711947
1860,Arunachal Pradesh,2022,1,Merchant payments,720803,917155358.7177179,2022-01-01,0.661,1711947
1861,Arunachal Pradesh,2022,1,Recharge & bill payments,670576,231933129.00412333,2022-01-01,0.661,1711947
1862,Arunachal Pradesh,2022,1,Financial Services,3053,3359625.792926075,2022-01-01,0.661,1711947
1863,Arunachal Pradesh,2022,1,Others,6052,5002264.113148138,2022-01-01,0.661,1711947
1864,Meghalaya,2019,3,Recharge & bill payments,155949,38916251.42165714,2019-01-01,0.656,3772103
1865,Meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315,2019-01-01,0.656,3772103
1866,Meghalaya,2019,3,Merchant payments,31201,23461321.889810227,2019-01-01,0.656,3772103
1867,Meghalaya,2019,3,Financial Services,421,584192.9488108774,2019-01-01,0.656,3772103
1868,Meghalaya,2019,3,Others,2811,3035023.204323471,2019-01-01,0.656,3772103
1869,Meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233357,2019-01-01,0.656,3772103
1870,Meghalaya,2019,2,Peer-to-peer payments,97407,446537199.17356837,2019-01-01,0.656,3772103
1871,Meghalaya,2019,2,Merchant payments,22588,15600927.006629137,2019-01-01,0.656,3772103
1872,Meghalaya,2019,2,Financial Services,460,106800.75308155928,2019-01-01,0.656,3772103
1873,Meghalaya,2019,2,Others,3019,3437756.744766518,2019-01-01,0.656,3772103
1874,Meghalaya,2019,1,Recharge & bill payments,98817,23006751.795504905,2019-01-01,0.656,3772103
1875,Meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898,2019-01-01,0.656,3772103
1876,Meghalaya,2019,1,Merchant payments,16073,14297275.230527855,2019-01-01,0.656,3772103
1877,Meghalaya,2019,1,Financial Services,659,62335.064750311045,2019-01-01,0.656,3772103
1878,Meghalaya,2019,1,Others,2498,2738667.957962149,2019-01-01,0.656,3772103
1879,Meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875,2019-01-01,0.656,3772103
1880,Meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696,2019-01-01,0.656,3772103
1881,Meghalaya,2019,4,Merchant payments,24430,25344714.50557894,2019-01-01,0.656,3772103
1882,Meghalaya,2019,4,Financial Services,382,124511.63613216748,2019-01-01,0.656,3772103
1883,Meghalaya,2019,4,Others,2351,2485447.192519395,2019-01-01,0.656,3772103
1884,Meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644,2021-01-01,0.656,3772103
1885,Meghalaya,2021,3,Recharge & bill payments,418429,144363692.75220004,2021-01-01,0.656,3772103
1886,Meghalaya,2021,3,Merchant payments,199427,270311210.8907223,2021-01-01,0.656,3772103
1887,Meghalaya,2021,3,Financial Services,1556,2379067.1150075165,2021-01-01,0.656,3772103
1888,Meghalaya,2021,3,Others,5045,3937887.553600684,2021-01-01,0.656,3772103
1889,Meghalaya,2021,2,Recharge & bill payments,389959,129031455.7077258,2021-01-01,0.656,3772103
1890,Meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.7970467,2021-01-01,0.656,3772103
1891,Meghalaya,2021,2,Merchant payments,147406,173894963.00439677,2021-01-01,0.656,3772103
1892,Meghalaya,2021,2,Financial Services,1766,2306496.854595862,2021-01-01,0.656,3772103
1893,Meghalaya,2021,2,Others,4052,3342835.5268340455,2021-01-01,0.656,3772103
1894,Meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.3188953,2021-01-01,0.656,3772103
1895,Meghalaya,2021,1,Recharge & bill payments,306634,106098525.65614726,2021-01-01,0.656,3772103
1896,Meghalaya,2021,1,Merchant payments,108805,147747773.01896822,2021-01-01,0.656,3772103
1897,Meghalaya,2021,1,Financial Services,1777,3981898.0457751974,2021-01-01,0.656,3772103
1898,Meghalaya,2021,1,Others,3437,2941223.950049905,2021-01-01,0.656,3772103
1899,Meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197,2021-01-01,0.656,3772103
1900,Meghalaya,2021,4,Recharge & bill payments,447310,165277548.45940137,2021-01-01,0.656,3772103
1901,Meghalaya,2021,4,Merchant payments,314445,442464385.0377933,2021-01-01,0.656,3772103
1902,Meghalaya,2021,4,Financial Services,1989,2464327.9242311358,2021-01-01,0.656,3772103
1903,Meghalaya,2021,4,Others,6756,5348877.036531466,2021-01-01,0.656,3772103
1904,Meghalaya,2018,3,Recharge & bill payments,60625,14231601.453371253,2018-01-01,0.656,3772103
1905,Meghalaya,2018,3,Peer-to-peer payments,40832,187460582.05754715,2018-01-01,0.656,3772103
1906,Meghalaya,2018,3,Merchant payments,5802,5458930.689379572,2018-01-01,0.656,3772103
1907,Meghalaya,2018,3,Financial Services,748,552674.5783359876,2018-01-01,0.656,3772103
1908,Meghalaya,2018,3,Others,2283,2149872.755760235,2018-01-01,0.656,3772103
1909,Meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296,2018-01-01,0.656,3772103
1910,Meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66239843,2018-01-01,0.656,3772103
1911,Meghalaya,2018,2,Merchant payments,2929,3663446.436220131,2018-01-01,0.656,3772103
1912,Meghalaya,2018,2,Financial Services,592,580648.3434132106,2018-01-01,0.656,3772103
1913,Meghalaya,2018,2,Others,1817,1962212.2350756058,2018-01-01,0.656,3772103
1914,Meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356,2018-01-01,0.656,3772103
1915,Meghalaya,2018,1,Peer-to-peer payments,13274,55943496.515886314,2018-01-01,0.656,3772103
1916,Meghalaya,2018,1,Merchant payments,1605,2395888.4397623385,2018-01-01,0.656,3772103
1917,Meghalaya,2018,1,Financial Services,532,144318.2545571151,2018-01-01,0.656,3772103
1918,Meghalaya,2018,1,Others,2303,1738080.43060439,2018-01-01,0.656,3772103
1919,Meghalaya,2018,4,Recharge & bill payments,82962,18100891.637344178,2018-01-01,0.656,3772103
1920,Meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927,2018-01-01,0.656,3772103
1921,Meghalaya,2018,4,Merchant payments,15768,14434314.193342488,2018-01-01,0.656,3772103
1922,Meghalaya,2018,4,Financial Services,763,190875.18848979956,2018-01-01,0.656,3772103
1923,Meghalaya,2018,4,Others,2687,2918155.2795046642,2018-01-01,0.656,3772103
1924,Meghalaya,2020,3,Recharge & bill payments,342484,97662913.13408674,2020-01-01,0.656,3772103
1925,Meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.7126106,2020-01-01,0.656,3772103
1926,Meghalaya,2020,3,Merchant payments,55595,67511647.1349487,2020-01-01,0.656,3772103
1927,Meghalaya,2020,3,Financial Services,1587,4049966.8133478058,2020-01-01,0.656,3772103
1928,Meghalaya,2020,3,Others,3465,2821792.5880408054,2020-01-01,0.656,3772103
1929,Meghalaya,2020,2,Recharge & bill payments,382662,100570200.25271696,2020-01-01,0.656,3772103
1930,Meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9111593,2020-01-01,0.656,3772103
1931,Meghalaya,2020,2,Merchant payments,46014,48980521.41595118,2020-01-01,0.656,3772103
1932,Meghalaya,2020,2,Financial Services,1186,2944583.114737345,2020-01-01,0.656,3772103
1933,Meghalaya,2020,2,Others,3263,2488953.643832149,2020-01-01,0.656,3772103
1934,Meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793,2020-01-01,0.656,3772103
1935,Meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.3935763,2020-01-01,0.656,3772103
1936,Meghalaya,2020,1,Merchant payments,57245,44125206.34755945,2020-01-01,0.656,3772103
1937,Meghalaya,2020,1,Financial Services,473,402779.89033132966,2020-01-01,0.656,3772103
1938,Meghalaya,2020,1,Others,2329,2207471.061039081,2020-01-01,0.656,3772103
1939,Meghalaya,2020,4,Recharge & bill payments,350006,102794647.7641504,2020-01-01,0.656,3772103
1940,Meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.0670543,2020-01-01,0.656,3772103
1941,Meghalaya,2020,4,Merchant payments,111471,115136797.58942303,2020-01-01,0.656,3772103
1942,Meghalaya,2020,4,Financial Services,1809,2774557.112070617,2020-01-01,0.656,3772103
1943,Meghalaya,2020,4,Others,4470,3678221.666272167,2020-01-01,0.656,3772103
