,state,year,quarter,type,count,amount,date,hdi,population
638,Kerala,2018,3,Financial Services,37286,6170643.387882499,2018-01-01,0.782,34698876
639,Kerala,2018,3,Others,53241,36557326.26447625,2018-01-01,0.782,34698876
640,Kerala,2018,2,Recharge & bill payments,1230869,248080143.25702396,2018-01-01,0.782,34698876
641,Kerala,2018,2,Peer-to-peer payments,848291,3436199589.077317,2018-01-01,0.782,34698876
642,Kerala,2018,2,Merchant payments,131217,144501582.04666698,2018-01-01,0.782,34698876
643,Kerala,2018,2,Financial Services,41100,12355589.34361695,2018-01-01,0.782,34698876
644,Kerala,2018,2,Others,56688,45786439.71799916,2018-01-01,0.782,34698876
645,Kerala,2018,1,Recharge & bill payments,988774,157311821.37585658,2018-01-01,0.782,34698876
646,Kerala,2018,1,Peer-to-peer payments,600205,2107288314.3025222,2018-01-01,0.782,34698876
647,Kerala,2018,1,Merchant payments,72164,82919383.04571173,2018-01-01,0.782,34698876
648,Kerala,2018,1,Financial Services,40170,7957491.901965583,2018-01-01,0.782,34698876
649,Kerala,2018,1,Others,70067,47197742.47444939,2018-01-01,0.782,34698876
650,Kerala,2018,4,Peer-to-peer payments,2073960,6959805154.570259,2018-01-01,0.782,34698876
651,Kerala,2018,4,Recharge & bill payments,1679897,351296525.29857576,2018-01-01,0.782,34698876
652,Kerala,2018,4,Merchant payments,417114,378857199.6490426,2018-01-01,0.782,34698876
653,Kerala,2018,4,Financial Services,75084,10063656.726067666,2018-01-01,0.782,34698876
654,Kerala,2018,4,Others,64599,47338700.56846385,2018-01-01,0.782,34698876
655,Kerala,2020,3,Peer-to-peer payments,8590587,33346812213.798676,2020-01-01,0.782,34698876
656,Kerala,2020,3,Recharge & bill payments,7932950,2688361345.204546,2020-01-01,0.782,34698876
657,Kerala,2020,3,Merchant payments,5065205,4016995193.6035366,2020-01-01,0.782,34698876
658,Kerala,2020,3,Financial Services,94130,76828720.82445312,2020-01-01,0.782,34698876
659,Kerala,2020,3,Others,75808,35153178.52298187,2020-01-01,0.782,34698876
660,Kerala,2020,2,Recharge & bill payments,7709714,2452435028.9249372,2020-01-01,0.782,34698876
661,Kerala,2020,2,Peer-to-peer payments,5603046,21309983654.739,2020-01-01,0.782,34698876
662,Kerala,2020,2,Merchant payments,2888260,2075701451.3627596,2020-01-01,0.782,34698876
663,Kerala,2020,2,Financial Services,40501,32921115.845954426,2020-01-01,0.782,34698876
664,Kerala,2020,2,Others,46446,23037227.727544237,2020-01-01,0.782,34698876
665,Kerala,2020,1,Peer-to-peer payments,6634439,22862907701.60516,2020-01-01,0.782,34698876
666,Kerala,2020,1,Recharge & bill payments,5507580,1716538277.3696735,2020-01-01,0.782,34698876
667,Kerala,2020,1,Merchant payments,3485036,1810329140.1843734,2020-01-01,0.782,34698876
668,Kerala,2020,1,Financial Services,38050,17160614.593254916,2020-01-01,0.782,34698876
669,Kerala,2020,1,Others,68417,44149097.18179157,2020-01-01,0.782,34698876
670,Kerala,2020,4,Peer-to-peer payments,12941135,45686395927.74489,2020-01-01,0.782,34698876
671,Kerala,2020,4,Merchant payments,10990709,7695667406.723909,2020-01-01,0.782,34698876
672,Kerala,2020,4,Recharge & bill payments,9167428,3238199947.525463,2020-01-01,0.782,34698876
673,Kerala,2020,4,Financial Services,73833,69202344.44095232,2020-01-01,0.782,34698876
674,Kerala,2020,4,Others,115082,65791020.57617174,2020-01-01,0.782,34698876
675,Kerala,2022,1,Merchant payments,47778743,28685388646.415367,2022-01-01,0.782,34698876
676,Kerala,2022,1,Peer-to-peer payments,33089518,104623270223.31714,2022-01-01,0.782,34698876
677,Kerala,2022,1,Recharge & bill payments,14042317,6373570715.969071,2022-01-01,0.782,34698876
678,Kerala,2022,1,Financial Services,134370,158926455.91425735,2022-01-01,0.782,34698876
679,Kerala,2022,1,Others,236017,147786423.0782508,2022-01-01,0.782,34698876
680,Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357,2019-01-01,0.603,85002417
681,Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307.101742,2019-01-01,0.603,85002417
682,Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834,2019-01-01,0.603,85002417
683,Madhya Pradesh,2019,3,Financial Services,192821,25654168.60092132,2019-01-01,0.603,85002417
684,Madhya Pradesh,2019,3,Others,466385,278578703.0441117,2019-01-01,0.603,85002417
685,Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666,2019-01-01,0.603,85002417
686,Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101,2019-01-01,0.603,85002417
687,Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681.449155,2019-01-01,0.603,85002417
688,Madhya Pradesh,2019,2,Financial Services,149197,18869661.513485767,2019-01-01,0.603,85002417
689,Madhya Pradesh,2019,2,Others,451751,313802065.4154737,2019-01-01,0.603,85002417
690,Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186,2019-01-01,0.603,85002417
691,Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142,2019-01-01,0.603,85002417
692,Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222.3501081,2019-01-01,0.603,85002417
693,Madhya Pradesh,2019,1,Financial Services,290838,28901169.292499043,2019-01-01,0.603,85002417
694,Madhya Pradesh,2019,1,Others,315553,239879105.5972368,2019-01-01,0.603,85002417
695,Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892,2019-01-01,0.603,85002417
696,Madhya Pradesh,2019,4,Merchant payments,19447707,7304157801.612935,2019-01-01,0.603,85002417
697,Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016,2019-01-01,0.603,85002417
698,Madhya Pradesh,2019,4,Financial Services,127116,24020060.932133198,2019-01-01,0.603,85002417
699,Madhya Pradesh,2019,4,Others,392270,190456045.32494444,2019-01-01,0.603,85002417
700,Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792.43228,2021-01-01,0.603,85002417
701,Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574,2021-01-01,0.603,85002417
702,Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724,2021-01-01,0.603,85002417
703,Madhya Pradesh,2021,3,Financial Services,174454,180366422.58245987,2021-01-01,0.603,85002417
704,Madhya Pradesh,2021,3,Others,742972,408508699.4365407,2021-01-01,0.603,85002417
705,Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486,2021-01-01,0.603,85002417
706,Madhya Pradesh,2021,2,Merchant payments,77113464,58839392449.9937,2021-01-01,0.603,85002417
707,Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663,2021-01-01,0.603,85002417
708,Madhya Pradesh,2021,2,Financial Services,188726,177313389.66602695,2021-01-01,0.603,85002417
709,Madhya Pradesh,2021,2,Others,526333,317753606.01156956,2021-01-01,0.603,85002417
710,Madhya Pradesh,2021,1,Merchant payments,84812245,50098244499.50662,2021-01-01,0.603,85002417
711,Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171,2021-01-01,0.603,85002417
712,Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404,2021-01-01,0.603,85002417
713,Madhya Pradesh,2021,1,Financial Services,169378,161838389.7954778,2021-01-01,0.603,85002417
714,Madhya Pradesh,2021,1,Others,445569,274786748.1299523,2021-01-01,0.603,85002417
715,Madhya Pradesh,2021,4,Merchant payments,197193842,126461098235.02324,2021-01-01,0.603,85002417
716,Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588,2021-01-01,0.603,85002417
717,Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635,2021-01-01,0.603,85002417
718,Madhya Pradesh,2021,4,Financial Services,247925,246488171.37792647,2021-01-01,0.603,85002417
719,Madhya Pradesh,2021,4,Others,996331,568617375.5894115,2021-01-01,0.603,85002417
720,Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342,2018-01-01,0.603,85002417
721,Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551,2018-01-01,0.603,85002417
722,Madhya Pradesh,2018,3,Merchant payments,784995,465390819.59013355,2018-01-01,0.603,85002417
723,Madhya Pradesh,2018,3,Financial Services,359440,46120458.63885434,2018-01-01,0.603,85002417
724,Madhya Pradesh,2018,3,Others,260780,212770861.22341695,2018-01-01,0.603,85002417
725,Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365,2018-01-01,0.603,85002417
726,Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638,2018-01-01,0.603,85002417
727,Madhya Pradesh,2018,2,Merchant payments,397135,339308203.1707404,2018-01-01,0.603,85002417
728,Madhya Pradesh,2018,2,Financial Services,305553,53860331.805742756,2018-01-01,0.603,85002417
729,Madhya Pradesh,2018,2,Others,264797,243218603.31985626,2018-01-01,0.603,85002417
730,Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372,2018-01-01,0.603,85002417
731,Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903,2018-01-01,0.603,85002417
732,Madhya Pradesh,2018,1,Financial Services,230519,43374288.98373023,2018-01-01,0.603,85002417
733,Madhya Pradesh,2018,1,Merchant payments,196394,170119673.71275404,2018-01-01,0.603,85002417
734,Madhya Pradesh,2018,1,Others,346002,210261540.7414958,2018-01-01,0.603,85002417
735,Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544,2018-01-01,0.603,85002417
736,Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368,2018-01-01,0.603,85002417
737,Madhya Pradesh,2018,4,Merchant payments,2056426,1036249753.9278035,2018-01-01,0.603,85002417
738,Madhya Pradesh,2018,4,Financial Services,313540,43367243.154430926,2018-01-01,0.603,85002417
739,Madhya Pradesh,2018,4,Others,297532,259296894.03827757,2018-01-01,0.603,85002417
740,Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865,2020-01-01,0.603,85002417
741,Madhya Pradesh,2020,3,Merchant payments,31879804,20621273981.65966,2020-01-01,0.603,85002417
742,Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517,2020-01-01,0.603,85002417
743,Madhya Pradesh,2020,3,Financial Services,131725,122971108.07060198,2020-01-01,0.603,85002417
744,Madhya Pradesh,2020,3,Others,316321,144259293.31583393,2020-01-01,0.603,85002417
745,Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977,2020-01-01,0.603,85002417
746,Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212,2020-01-01,0.603,85002417
747,Madhya Pradesh,2020,2,Merchant payments,13685723,10666223053.634727,2020-01-01,0.603,85002417
748,Madhya Pradesh,2020,2,Financial Services,80988,62073621.44351514,2020-01-01,0.603,85002417
749,Madhya Pradesh,2020,2,Others,215376,104956802.17437972,2020-01-01,0.603,85002417
750,Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477,2020-01-01,0.603,85002417
751,Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848.25793,2020-01-01,0.603,85002417
752,Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225,2020-01-01,0.603,85002417
753,Madhya Pradesh,2020,1,Financial Services,68055,30645714.401902914,2020-01-01,0.603,85002417
754,Madhya Pradesh,2020,1,Others,351379,170790656.30339786,2020-01-01,0.603,85002417
755,Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342,2020-01-01,0.603,85002417
756,Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877.14569,2020-01-01,0.603,85002417
757,Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565,2020-01-01,0.603,85002417
758,Madhya Pradesh,2020,4,Financial Services,149532,132590450.07074244,2020-01-01,0.603,85002417
759,Madhya Pradesh,2020,4,Others,487537,264996097.6059612,2020-01-01,0.603,85002417
760,Madhya Pradesh,2022,1,Merchant payments,237691924,143310226696.7226,2022-01-01,0.603,85002417
761,Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521,2022-01-01,0.603,85002417
762,Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215,2022-01-01,0.603,85002417
763,Madhya Pradesh,2022,1,Financial Services,222923,219927120.15944034,2022-01-01,0.603,85002417
764,Madhya Pradesh,2022,1,Others,909453,495513514.75128734,2022-01-01,0.603,85002417
765,Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684,2019-01-01,0.672,70400153
766,Gujarat,2019,3,Merchant payments,11788077,4211116461.2911887,2019-01-01,0.672,70400153
767,Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059,2019-01-01,0.672,70400153
768,Gujarat,2019,3,Financial Services,78609,20507001.233050577,2019-01-01,0.672,70400153
769,Gujarat,2019,3,Others,482985,256386015.24681717,2019-01-01,0.672,70400153
770,Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585,2019-01-01,0.672,70400153
771,Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602,2019-01-01,0.672,70400153
772,Gujarat,2019,2,Merchant payments,5486791,2526448415.3585706,2019-01-01,0.672,70400153
773,Gujarat,2019,2,Financial Services,70502,17349813.389733132,2019-01-01,0.672,70400153
774,Gujarat,2019,2,Others,442607,271280936.6247084,2019-01-01,0.672,70400153
775,Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655,2019-01-01,0.672,70400153
776,Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943,2019-01-01,0.672,70400153
777,Gujarat,2019,1,Merchant payments,2493340,1296376125.1752787,2019-01-01,0.672,70400153
778,Gujarat,2019,1,Financial Services,114539,19581520.569400217,2019-01-01,0.672,70400153
779,Gujarat,2019,1,Others,323272,204585378.77191538,2019-01-01,0.672,70400153
780,Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778,2019-01-01,0.672,70400153
781,Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656,2019-01-01,0.672,70400153
782,Gujarat,2019,4,Merchant payments,9964076,5480269119.720948,2019-01-01,0.672,70400153
783,Gujarat,2019,4,Financial Services,63498,20202767.26414788,2019-01-01,0.672,70400153
784,Gujarat,2019,4,Others,444434,194846362.42851496,2019-01-01,0.672,70400153
785,Gujarat,2021,3,Merchant payments,62934471,48197579736.51646,2021-01-01,0.672,70400153
786,Gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402,2021-01-01,0.672,70400153
787,Gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683,2021-01-01,0.672,70400153
788,Gujarat,2021,3,Financial Services,125167,163304131.1436523,2021-01-01,0.672,70400153
789,Gujarat,2021,3,Others,473656,304418273.24545926,2021-01-01,0.672,70400153
790,Gujarat,2021,2,Merchant payments,42593432,33542305033.829506,2021-01-01,0.672,70400153
791,Gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194,2021-01-01,0.672,70400153
792,Gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221,2021-01-01,0.672,70400153
793,Gujarat,2021,2,Financial Services,128647,136119996.7022825,2021-01-01,0.672,70400153
794,Gujarat,2021,2,Others,349525,249278437.33914098,2021-01-01,0.672,70400153
795,Gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933,2021-01-01,0.672,70400153
796,Gujarat,2021,1,Merchant payments,35815382,26512643894.003174,2021-01-01,0.672,70400153
797,Gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842,2021-01-01,0.672,70400153
798,Gujarat,2021,1,Financial Services,126380,137612317.73580322,2021-01-01,0.672,70400153
799,Gujarat,2021,1,Others,316472,235440836.3042438,2021-01-01,0.672,70400153
800,Gujarat,2021,4,Merchant payments,84846502,68717933161.8696,2021-01-01,0.672,70400153
801,Gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605,2021-01-01,0.672,70400153
802,Gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239,2021-01-01,0.672,70400153
803,Gujarat,2021,4,Financial Services,175393,209214620.7057898,2021-01-01,0.672,70400153
804,Gujarat,2021,4,Others,591265,377657202.7539646,2021-01-01,0.672,70400153
805,Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302,2018-01-01,0.672,70400153
806,Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535,2018-01-01,0.672,70400153
807,Gujarat,2018,3,Merchant payments,573440,466209496.80151117,2018-01-01,0.672,70400153
808,Gujarat,2018,3,Financial Services,136468,24930605.607339725,2018-01-01,0.672,70400153
809,Gujarat,2018,3,Others,219873,164477497.1394802,2018-01-01,0.672,70400153
810,Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953,2018-01-01,0.672,70400153
811,Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887,2018-01-01,0.672,70400153
812,Gujarat,2018,2,Merchant payments,275503,356984574.1205573,2018-01-01,0.672,70400153
813,Gujarat,2018,2,Financial Services,140704,38598263.22838031,2018-01-01,0.672,70400153
814,Gujarat,2018,2,Others,202928,185541007.527258,2018-01-01,0.672,70400153
815,Gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563,2018-01-01,0.672,70400153
816,Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066,2018-01-01,0.672,70400153
817,Gujarat,2018,1,Merchant payments,145436,166036667.57089135,2018-01-01,0.672,70400153
818,Gujarat,2018,1,Financial Services,122117,27986679.009713165,2018-01-01,0.672,70400153
819,Gujarat,2018,1,Others,250296,186165067.5737218,2018-01-01,0.672,70400153
820,Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193,2018-01-01,0.672,70400153
821,Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277,2018-01-01,0.672,70400153
822,Gujarat,2018,4,Merchant payments,1656377,1088373316.0580251,2018-01-01,0.672,70400153
823,Gujarat,2018,4,Financial Services,133915,30699273.16507,2018-01-01,0.672,70400153
824,Gujarat,2018,4,Others,316405,207297005.69778407,2018-01-01,0.672,70400153
825,Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531,2020-01-01,0.672,70400153
826,Gujarat,2020,3,Merchant payments,18338969,12749796641.785404,2020-01-01,0.672,70400153
827,Gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882,2020-01-01,0.672,70400153
828,Gujarat,2020,3,Financial Services,92278,84723188.62104335,2020-01-01,0.672,70400153
829,Gujarat,2020,3,Others,246851,124456073.24163358,2020-01-01,0.672,70400153
830,Gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006,2020-01-01,0.672,70400153
831,Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913,2020-01-01,0.672,70400153
832,Gujarat,2020,2,Merchant payments,9645967,7196610931.561442,2020-01-01,0.672,70400153
833,Gujarat,2020,2,Financial Services,59617,53132341.305008195,2020-01-01,0.672,70400153
834,Gujarat,2020,2,Others,173543,92274135.40504411,2020-01-01,0.672,70400153
835,Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784,2020-01-01,0.672,70400153
836,Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899,2020-01-01,0.672,70400153
837,Gujarat,2020,1,Merchant payments,12191478,7210758662.281933,2020-01-01,0.672,70400153
838,Gujarat,2020,1,Financial Services,50753,27460255.45966168,2020-01-01,0.672,70400153
839,Gujarat,2020,1,Others,367621,165535312.39278784,2020-01-01,0.672,70400153
840,Gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209,2020-01-01,0.672,70400153
841,Gujarat,2020,4,Merchant payments,28430460,20844321156.652935,2020-01-01,0.672,70400153
842,Gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866,2020-01-01,0.672,70400153
843,Gujarat,2020,4,Financial Services,113371,120056733.8865249,2020-01-01,0.672,70400153
844,Gujarat,2020,4,Others,373789,243470065.45681778,2020-01-01,0.672,70400153
845,Gujarat,2022,1,Merchant payments,101648378,79563412221.78397,2022-01-01,0.672,70400153
846,Gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835,2022-01-01,0.672,70400153
847,Gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357,2022-01-01,0.672,70400153
848,Gujarat,2022,1,Financial Services,160423,187077879.38466492,2022-01-01,0.672,70400153
849,Gujarat,2022,1,Others,496289,316261089.4073821,2022-01-01,0.672,70400153
850,Himachal Pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147,2019-01-01,0.725,7503010
851,Himachal Pradesh,2019,3,Peer-to-peer payments,1181680,5039276845.295213,2019-01-01,0.725,7503010
852,Himachal Pradesh,2019,3,Merchant payments,312575,182746198.16430056,2019-01-01,0.725,7503010
853,Himachal Pradesh,2019,3,Financial Services,3096,1775673.9713265826,2019-01-01,0.725,7503010
854,Himachal Pradesh,2019,3,Others,25170,20649996.69578039,2019-01-01,0.725,7503010
855,Himachal Pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708,2019-01-01,0.725,7503010
856,Himachal Pradesh,2019,2,Recharge & bill payments,1076793,279864579.97562265,2019-01-01,0.725,7503010
857,Himachal Pradesh,2019,2,Merchant payments,248517,141088575.8726466,2019-01-01,0.725,7503010
858,Himachal Pradesh,2019,2,Financial Services,5013,1453651.5352588107,2019-01-01,0.725,7503010
859,Himachal Pradesh,2019,2,Others,30110,25469495.268363245,2019-01-01,0.725,7503010
860,Himachal Pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236507,2019-01-01,0.725,7503010
861,Himachal Pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025,2019-01-01,0.725,7503010
862,Himachal Pradesh,2019,1,Merchant payments,115553,86624660.3112043,2019-01-01,0.725,7503010
863,Himachal Pradesh,2019,1,Financial Services,9585,1424229.9989233727,2019-01-01,0.725,7503010
864,Himachal Pradesh,2019,1,Others,20730,17676977.717503674,2019-01-01,0.725,7503010
865,Himachal Pradesh,2019,4,Peer-to-peer payments,1579582,6533855301.069828,2019-01-01,0.725,7503010
866,Himachal Pradesh,2019,4,Recharge & bill payments,1442940,402619114.99428564,2019-01-01,0.725,7503010
867,Himachal Pradesh,2019,4,Merchant payments,467309,314965060.6352696,2019-01-01,0.725,7503010
868,Himachal Pradesh,2019,4,Financial Services,4576,1769641.9665086274,2019-01-01,0.725,7503010
869,Himachal Pradesh,2019,4,Others,22239,17954418.582290154,2019-01-01,0.725,7503010
870,Himachal Pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865,2021-01-01,0.725,7503010
871,Himachal Pradesh,2021,3,Merchant payments,4198808,3524434949.634083,2021-01-01,0.725,7503010
872,Himachal Pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356,2021-01-01,0.725,7503010
873,Himachal Pradesh,2021,3,Financial Services,14497,22805774.600357123,2021-01-01,0.725,7503010
874,Himachal Pradesh,2021,3,Others,36303,23834687.160697926,2021-01-01,0.725,7503010
875,Himachal Pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397,2021-01-01,0.725,7503010
876,Himachal Pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208,2021-01-01,0.725,7503010
877,Himachal Pradesh,2021,2,Merchant payments,2883209,2378084375.199477,2021-01-01,0.725,7503010
878,Himachal Pradesh,2021,2,Financial Services,14642,16428390.62373627,2021-01-01,0.725,7503010
879,Himachal Pradesh,2021,2,Others,28918,19788385.405835297,2021-01-01,0.725,7503010
880,Himachal Pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702,2021-01-01,0.725,7503010
881,Himachal Pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391,2021-01-01,0.725,7503010
882,Himachal Pradesh,2021,1,Merchant payments,2186946,1778219850.8347864,2021-01-01,0.725,7503010
883,Himachal Pradesh,2021,1,Financial Services,12561,16554205.504427344,2021-01-01,0.725,7503010
884,Himachal Pradesh,2021,1,Others,21430,18764977.931273177,2021-01-01,0.725,7503010
885,Himachal Pradesh,2021,4,Merchant payments,6062931,5228613146.743451,2021-01-01,0.725,7503010
886,Himachal Pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805,2021-01-01,0.725,7503010
887,Himachal Pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138,2021-01-01,0.725,7503010
888,Himachal Pradesh,2021,4,Financial Services,18198,24809740.714031782,2021-01-01,0.725,7503010
889,Himachal Pradesh,2021,4,Others,50971,35578926.74639452,2021-01-01,0.725,7503010
890,Himachal Pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916,2018-01-01,0.725,7503010
891,Himachal Pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427,2018-01-01,0.725,7503010
892,Himachal Pradesh,2018,3,Merchant payments,40675,31168155.22193054,2018-01-01,0.725,7503010
893,Himachal Pradesh,2018,3,Financial Services,8182,1552275.0537747287,2018-01-01,0.725,7503010
894,Himachal Pradesh,2018,3,Others,17693,16293930.078267336,2018-01-01,0.725,7503010
895,Himachal Pradesh,2018,2,Recharge & bill payments,385642,83714322.414042,2018-01-01,0.725,7503010
896,Himachal Pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071,2018-01-01,0.725,7503010
897,Himachal Pradesh,2018,2,Merchant payments,27851,31961300.882765952,2018-01-01,0.725,7503010
898,Himachal Pradesh,2018,2,Financial Services,11330,4108919.3075577794,2018-01-01,0.725,7503010
899,Himachal Pradesh,2018,2,Others,19436,19681794.59544668,2018-01-01,0.725,7503010
900,Himachal Pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427,2018-01-01,0.725,7503010
901,Himachal Pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303,2018-01-01,0.725,7503010
902,Himachal Pradesh,2018,1,Merchant payments,13241,13851230.83495245,2018-01-01,0.725,7503010
903,Himachal Pradesh,2018,1,Financial Services,8955,2040522.724771278,2018-01-01,0.725,7503010
904,Himachal Pradesh,2018,1,Others,20779,16752849.503009535,2018-01-01,0.725,7503010
905,Himachal Pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017,2018-01-01,0.725,7503010
906,Himachal Pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624,2018-01-01,0.725,7503010
907,Himachal Pradesh,2018,4,Merchant payments,86963,87575811.80014335,2018-01-01,0.725,7503010
908,Himachal Pradesh,2018,4,Financial Services,11834,2283052.790977265,2018-01-01,0.725,7503010
909,Himachal Pradesh,2018,4,Others,20243,21180141.658664487,2018-01-01,0.725,7503010
910,Himachal Pradesh,2020,3,Recharge & bill payments,2416395,834567922.2742614,2020-01-01,0.725,7503010
911,Himachal Pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.659174,2020-01-01,0.725,7503010
912,Himachal Pradesh,2020,3,Merchant payments,1090445,851539467.337558,2020-01-01,0.725,7503010
913,Himachal Pradesh,2020,3,Financial Services,9543,11391079.288736572,2020-01-01,0.725,7503010
914,Himachal Pradesh,2020,3,Others,19001,11969008.527252048,2020-01-01,0.725,7503010
915,Himachal Pradesh,2020,2,Recharge & bill payments,2558935,802231470.1628922,2020-01-01,0.725,7503010
916,Himachal Pradesh,2020,2,Peer-to-peer payments,1544488,6738488218.640328,2020-01-01,0.725,7503010
917,Himachal Pradesh,2020,2,Merchant payments,570031,479165630.6102103,2020-01-01,0.725,7503010
918,Himachal Pradesh,2020,2,Financial Services,7634,7359757.737539303,2020-01-01,0.725,7503010
919,Himachal Pradesh,2020,2,Others,14642,9659685.392965626,2020-01-01,0.725,7503010
920,Himachal Pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606,2020-01-01,0.725,7503010
921,Himachal Pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802,2020-01-01,0.725,7503010
